codepostal;ville;nb_pieces;prix_m2
34000;montpellier;3;5316,67
34000;montpellier;1;2636,36
06400;cannes;3;#DIV/0!
83000;toulon;3;3986,67
83100;toulon;4;2733,33
75016;paris-16eme;2;9981,82
30000;nimes;3;3093,17
83000;toulon;4;2112,5
06000;nice;4;5531,1
34080;montpellier;1;4250
06400;cannes;1;7735,52
06400;cannes;3;4670,08
33000;bordeaux;2;#DIV/0!
06300;nice;3;7016,39
06000;nice;4;3793,1
06400;cannes;3;8076,09
75016;paris-16eme;2;12823,83
06000;nice;3;9130,43
06300;nice;3;2360,15
30000;nimes;4;1886,08
83100;toulon;3;1923,08
31200;toulouse;2;2682,78
31000;toulouse;4;10683,76
06400;cannes;1;6911,76
31000;toulouse;4;12000
31500;toulouse;5;2061,95
34080;montpellier;2;2926,83
34000;montpellier;1;4300
34000;montpellier;3;4316,67
34000;montpellier;3;3842,86
06400;cannes;1;5593,04
34000;montpellier;3;4245,9
06300;nice;2;5925,93
33000;bordeaux;1;5128,21
34000;montpellier;2;4828,57
30000;nimes;2;2625
34000;montpellier;3;4422,22
31000;toulouse;3;3888,33
13100;aix-en-provence;1;3800
34000;montpellier;4;3729,41
06300;nice;1;5240
13100;aix-en-provence;1;7263,16
31200;toulouse;3;2243,08
06300;nice;3;3138,34
31000;toulouse;3;3123,75
31000;toulouse;3;3941,67
33000;bordeaux;5;4396,8
33000;bordeaux;3;8196,97
33000;bordeaux;3;6842,11
33000;bordeaux;2;6250
33100;bordeaux;3;4333,33
33800;bordeaux;6;4500
76000;rouen;3;1640
83000;toulon;3;3892,31
33000;bordeaux;2;482,55
06400;cannes;1;4530,77
06400;cannes;3;22117,65
33000;bordeaux;3;4111,11
83000;toulon;2;0
33000;bordeaux;5;7160
33000;bordeaux;1;6586,61
33000;bordeaux;2;3705,88
30900;nimes;3;1186,67
34000;montpellier;2;6225
76000;rouen;4;2036,14
06000;nice;3;4148,29
31200;toulouse;1;2764,71
06100;nice;3;3257,14
31000;toulouse;2;5816,33
31000;toulouse;6;4562,21
30000;nimes;6;1855,9
06200;nice;2;0
33800;bordeaux;5;3904,76
06000;nice;3;4318,52
06400;cannes;1;6935,48
06400;cannes;2;6096,15
06100;nice;3;0
33200;bordeaux;3;4488,19
75016;paris-16eme;3;13571,43
75016;paris-16eme;5;15882,35
33000;bordeaux;2;6220,2
06400;cannes;3;443,38
33000;bordeaux;2;5881,74
06400;cannes;4;32777,78
06400;cannes;3;9402,99
31200;toulouse;3;2623,23
06100;nice;5;4892,86
06400;cannes;2;4268,29
34000;montpellier;4;0
34000;montpellier;4;3266,67
06400;cannes;1;12048,19
34000;montpellier;4;4500
33000;bordeaux;3;5127,3
33000;bordeaux;2;4968,57
33000;bordeaux;5;3836,73
06300;nice;2;3656,1
34000;montpellier;6;2054,55
33200;bordeaux;5;3758,62
34000;montpellier;6;2172,73
30000;nimes;3;2558,33
30900;nimes;4;3770,94
30900;nimes;4;3717,39
30000;nimes;2;1203,7
06400;cannes;3;7780
06000;nice;2;9940,59
13100;aix-en-provence;2;6060,61
34000;montpellier;4;3125
33000;bordeaux;2;5272,77
06000;nice;6;3191,49
83200;toulon;4;1723,08
06400;cannes;3;6360
31500;toulouse;3;3832,84
13100;aix-en-provence;3;4164,18
30000;nimes;3;2796,88
06000;nice;2;7180,85
06000;nice;2;4111,97
33100;bordeaux;1;8185,56
06400;cannes;1;5303,03
13090;aix-en-provence;3;5074,63
06200;nice;3;4726,19
06400;cannes;3;4234,04
76000;rouen;3;1603,77
06000;nice;3;5795,45
34070;montpellier;3;#DIV/0!
75016;paris-16eme;2;11000
06100;nice;3;5784,81
06000;nice;1;4423,08
13090;aix-en-provence;2;3741,16
31200;toulouse;1;2633,33
75016;paris-16eme;3;12927,5
06400;cannes;5;15166,67
06000;nice;3;5070,2
75016;paris-16eme;1;13703,7
83200;toulon;2;2324,32
06000;nice;3;3240,74
30000;nimes;4;1300
06000;nice;1;8684,21
06000;nice;3;3316,67
06400;cannes;3;5560,98
06000;nice;2;9592,59
06000;nice;4;4014,81
06000;nice;3;5363,64
06000;nice;5;3513,51
06000;nice;4;4388,89
06000;nice;3;4479,17
06000;nice;6;7267,57
06000;nice;4;3788,24
34070;montpellier;2;2527,27
76000;rouen;3;1320
76100;rouen;1;1906,25
83200;toulon;1;2818,18
30000;nimes;4;1545,45
31100;toulouse;2;2631,94
59000;lille;2;3081,19
75016;paris-16eme;2;15294,12
34000;montpellier;5;0
83100;toulon;3;488,89
83000;toulon;3;338,7
06300;nice;3;8101,45
06300;nice;2;7132,65
34000;montpellier;3;0
34090;montpellier;2;2270,83
06300;nice;3;5671,64
13090;aix-en-provence;1;3899,69
31000;toulouse;5;1687,5
06400;cannes;3;6013,51
76000;rouen;3;#DIV/0!
31400;toulouse;1;2761,9
31500;toulouse;2;0
06400;cannes;1;3121,75
34090;montpellier;1;3527,78
06200;nice;3;4346,71
06000;nice;4;2356,11
06000;nice;3;4806,45
06000;nice;2;2463,73
06300;nice;1;0
06100;nice;3;3364,86
75016;paris-16eme;2;13203,95
34070;montpellier;4;2548,18
34000;montpellier;2;3685,71
33000;bordeaux;3;#DIV/0!
06400;cannes;3;1309,52
06200;nice;4;6202,18
83000;toulon;4;2153,85
76000;rouen;5;1279,07
83000;toulon;3;4701,52
30000;nimes;2;1896,55
06000;nice;1;7259,26
31000;toulouse;2;2574,07
34000;montpellier;4;4815,79
33000;bordeaux;2;22,09
31400;toulouse;3;667,31
76000;rouen;6;3193,55
83000;toulon;3;0
06000;nice;2;9940,59
34070;montpellier;2;2346,04
34000;montpellier;3;14,57
31200;toulouse;2;13,98
31500;toulouse;1;18,92
59000;lille;2;2714,29
31200;toulouse;2;12,6
34000;montpellier;3;14,39
31300;toulouse;3;11,74
31000;toulouse;2;21,05
34000;montpellier;2;14,08
31200;toulouse;2;13,63
33000;bordeaux;1;19,18
31500;toulouse;2;14,28
59000;lille;1;19,53
31000;toulouse;3;14,83
06000;nice;4;19,85
06000;nice;2;19,75
76000;rouen;2;10,49
31500;toulouse;3;11,03
31000;toulouse;2;13,1
30900;nimes;2;12,75
59000;lille;1;#DIV/0!
59000;lille;1;21,43
31400;toulouse;2;12,29
31500;toulouse;3;11,43
30000;nimes;3;11,51
59000;lille;2;2,03
34000;montpellier;1;22,48
33000;bordeaux;4;18,24
33000;bordeaux;3;18,64
75016;paris-16eme;2;32,88
83000;toulon;4;10,75
59800;lille;2;12,57
34000;montpellier;3;11,52
30900;nimes;3;7,08
34000;montpellier;2;18,5
76000;rouen;3;9,04
83000;toulon;3;#DIV/0!
13100;aix-en-provence;3;15,14
34000;montpellier;1;21,1
76000;rouen;1;21,67
75016;paris-16eme;1;32,75
31200;toulouse;2;12,71
34090;montpellier;1;15,83
75016;paris-16eme;4;40,21
31000;toulouse;1;15,56
30000;nimes;3;10,25
31200;toulouse;1;13,27
31500;toulouse;2;13,04
34070;montpellier;1;#DIV/0!
33000;bordeaux;3;12,12
34090;montpellier;1;21,41
76100;rouen;4;10,29
34000;montpellier;1;23,75
31000;toulouse;2;10,65
76000;rouen;2;20
59000;lille;4;16,84
34000;montpellier;2;16,97
13100;aix-en-provence;2;24,11
06300;nice;1;24,58
31500;toulouse;2;13,87
06000;nice;2;13,45
31300;toulouse;3;15,17
06000;nice;3;19,49
13080;aix-en-provence;4;11,73
33000;bordeaux;3;#DIV/0!
06000;nice;2;19,69
75016;paris-16eme;1;31,72
34000;montpellier;2;15,2
34000;montpellier;2;13
34000;montpellier;1;16,3
13090;aix-en-provence;4;12,87
31100;toulouse;3;10,88
34000;montpellier;3;12,84
76000;rouen;3;12,56
31100;toulouse;1;13,45
59000;lille;2;16,09
76000;rouen;2;17,86
83200;toulon;3;1,18
34090;montpellier;1;14,08
33000;bordeaux;2;19,12
34000;montpellier;1;2,55
34000;montpellier;1;19,21
59000;lille;2;14,85
59000;lille;2;18
06300;nice;4;6
06400;cannes;3;25,15
31000;toulouse;1;21,08
34090;montpellier;1;23,16
59000;lille;1;17,5
06200;nice;1;25,6
33000;bordeaux;1;1,71
13100;aix-en-provence;1;1,8
31500;toulouse;2;11,44
76000;rouen;2;13,18
13100;aix-en-provence;1;27,11
59000;lille;3;17,05
34090;montpellier;2;16,6
34000;montpellier;1;15,33
59800;lille;3;#DIV/0!
13090;aix-en-provence;3;15,18
76000;rouen;1;23,2
31000;toulouse;2;19,75
59000;lille;3;12,56
31500;toulouse;1;14,95
31400;toulouse;4;12,04
33000;bordeaux;3;#DIV/0!
06200;nice;2;18,37
30000;nimes;3;9,19
31000;toulouse;1;66,15
34090;montpellier;1;21,16
31200;toulouse;2;12,22
33000;bordeaux;1;24
31400;toulouse;2;14
34090;montpellier;1;18,88
06200;nice;3;15,79
76000;rouen;2;11,24
33000;bordeaux;3;#DIV/0!
31400;toulouse;1;14,44
31400;toulouse;4;12,82
59000;lille;1;#DIV/0!
34090;montpellier;1;15,71
33000;bordeaux;2;#DIV/0!
31500;toulouse;3;12,73
34090;montpellier;2;15,73
75016;paris-16eme;5;26,32
76000;rouen;2;20,67
33000;bordeaux;4;9,39
31200;toulouse;4;11,41
31000;toulouse;2;1,55
31200;toulouse;2;13,27
33000;bordeaux;1;#DIV/0!
34090;montpellier;3;14,36
06000;nice;3;2,35
31400;toulouse;3;11,73
34090;montpellier;1;15,86
06400;cannes;3;19,89
34000;montpellier;4;12,43
83000;toulon;2;15,39
33000;bordeaux;2;12,73
31200;toulouse;2;12,13
13090;aix-en-provence;3;21,27
13100;aix-en-provence;1;26,18
33000;bordeaux;4;8,95
31000;toulouse;2;11,69
06000;nice;3;23,52
34090;montpellier;1;16,43
76000;rouen;3;11,16
06000;nice;2;16,04
83000;toulon;3;11,65
31000;toulouse;2;21,46
31000;toulouse;2;8,92
06400;cannes;2;16,81
06000;nice;3;22,01
34080;montpellier;1;14,58
83000;toulon;3;12,82
31000;toulouse;3;15,75
33100;bordeaux;3;1,11
31000;toulouse;2;12,52
59000;lille;6;12,68
34070;montpellier;4;10,29
31500;toulouse;4;10,79
34070;montpellier;1;17,73
34090;montpellier;2;13,75
83200;toulon;1;19,91
59000;lille;4;24,92
31100;toulouse;2;1,22
33300;bordeaux;2;#DIV/0!
75016;paris-16eme;2;38,89
33200;bordeaux;2;13,89
59000;lille;1;32,5
83100;toulon;4;13,33
13090;aix-en-provence;3;11,83
30000;nimes;2;11,61
34000;montpellier;1;16,06
31000;toulouse;1;15,16
34090;montpellier;1;21,69
34000;montpellier;2;14,83
31000;toulouse;2;28,55
06200;nice;1;22,97
83000;toulon;4;14,17
31300;toulouse;2;14,89
83000;toulon;2;13,1
06400;cannes;4;16,92
76000;rouen;3;11,37
59000;lille;1;19,35
34090;montpellier;2;13,72
34000;montpellier;1;13,67
31500;toulouse;1;25,43
30000;nimes;3;10,85
31400;toulouse;3;1,05
83000;toulon;3;18,09
06300;nice;2;18,93
34090;montpellier;3;15,24
33300;bordeaux;4;12,35
59000;lille;2;17,86
34000;montpellier;1;29,49
06400;cannes;2;22,21
34090;montpellier;1;18,86
83100;toulon;4;13,16
83000;toulon;3;13,36
31200;toulouse;2;13,53
31500;toulouse;3;11,76
06400;cannes;3;23,62
31400;toulouse;4;#DIV/0!
75016;paris-16eme;1;35,8
13090;aix-en-provence;2;15,03
34000;montpellier;1;16,78
59000;lille;2;31,9
34090;montpellier;1;18,52
59000;lille;3;17,44
75016;paris-16eme;2;50
33200;bordeaux;4;11,68
30000;nimes;1;14,14
06400;cannes;2;21,07
76000;rouen;4;11,3
59000;lille;3;16,7
33000;bordeaux;3;12,08
13100;aix-en-provence;2;18,68
31400;toulouse;3;12,85
31000;toulouse;2;17,41
06200;nice;2;16,79
31400;toulouse;3;11,04
31200;toulouse;1;16,44
06100;nice;4;1,58
06300;nice;2;19,7
06400;cannes;2;23,67
34000;montpellier;1;1,5
59000;lille;2;14,12
34070;montpellier;1;20,46
31000;toulouse;2;26,97
06300;nice;2;20,67
34000;montpellier;1;22,86
06200;nice;2;20,23
83000;toulon;4;10,56
59000;lille;2;15,17
34000;montpellier;2;16,9
06200;nice;3;15,67
31300;toulouse;3;#DIV/0!
06000;nice;2;#DIV/0!
31000;toulouse;2;27,81
06000;nice;2;19,6
31200;toulouse;2;14,84
31000;toulouse;2;17,58
06000;nice;2;27,14
31200;toulouse;3;12,47
31500;toulouse;3;10,68
06300;nice;2;17,93
06000;nice;3;24,7
06300;nice;1;28,49
31000;toulouse;2;18,75
83000;toulon;3;13,57
06000;nice;3;#DIV/0!
06200;nice;2;19,28
76100;rouen;2;#DIV/0!
31000;toulouse;2;27,81
34000;montpellier;1;20,32
59000;lille;1;20
31100;toulouse;2;12,69
59000;lille;2;15,38
75016;paris-16eme;3;28,39
33000;bordeaux;3;#DIV/0!
13100;aix-en-provence;2;19,61
30900;nimes;2;17,88
06300;nice;3;1,56
59000;lille;2;17,5
06000;nice;2;16,05
34090;montpellier;3;14
06000;nice;2;#DIV/0!
75016;paris-16eme;5;30,25
34070;montpellier;2;14,42
06400;cannes;4;11,54
06300;nice;2;23,46
31300;toulouse;2;14,06
31300;toulouse;3;10,17
76000;rouen;3;11,42
31500;toulouse;1;19,22
83000;toulon;3;13,49
76000;rouen;3;12,76
59000;lille;2;18,85
76000;rouen;2;14,67
31000;toulouse;3;11,1
34070;montpellier;1;19,6
31200;toulouse;2;12,67
31200;toulouse;2;13
34000;montpellier;3;13,45
76000;rouen;2;10,23
13080;aix-en-provence;1;28,26
34000;montpellier;3;12,84
59800;lille;3;#DIV/0!
06150;cannes;2;23,33
34000;montpellier;3;15,98
06000;nice;3;1,26
76000;rouen;2;14,23
33000;bordeaux;4;17,05
34000;montpellier;1;17,07
59000;lille;3;18,86
76000;rouen;2;10,89
31400;toulouse;3;12,82
76000;rouen;2;13,2
83200;toulon;4;11,88
06000;nice;2;#DIV/0!
31000;toulouse;2;17,24
31200;toulouse;2;13,22
31500;toulouse;3;11,46
31200;toulouse;3;12,05
59000;lille;4;#DIV/0!
83100;toulon;4;13,33
34070;montpellier;3;13,14
31000;toulouse;1;20,96
76000;rouen;4;13,51
33000;bordeaux;4;12,51
83100;toulon;1;17,45
06000;nice;1;18,72
06000;nice;4;#DIV/0!
06300;nice;2;15,06
34000;montpellier;2;20,02
33000;bordeaux;2;16,5
34090;montpellier;3;1,3
06100;nice;2;26
33000;bordeaux;3;13,03
33000;bordeaux;3;11,54
34000;montpellier;2;#DIV/0!
31200;toulouse;4;11,58
75016;paris-16eme;3;44,51
33000;bordeaux;2;18,81
59000;lille;3;11,75
06000;nice;3;#DIV/0!
75116;paris-16eme;1;43,33
31400;toulouse;3;1,17
34090;montpellier;3;11,77
06000;nice;2;24,13
75016;paris-16eme;3;36,36
34090;montpellier;1;21,91
06100;nice;2;15,52
06000;nice;4;#DIV/0!
31200;toulouse;2;16,29
06100;nice;2;20,16
83200;toulon;2;12,24
33000;bordeaux;1;19,63
34000;montpellier;2;13,81
34090;montpellier;2;12,22
31000;toulouse;3;12,03
34090;montpellier;2;13,64
33300;bordeaux;3;12,66
33000;bordeaux;4;11,02
34000;montpellier;3;14,15
75016;paris-16eme;3;31,52
06000;nice;2;17,89
06400;cannes;1;34,78
06000;nice;4;#DIV/0!
76000;rouen;2;#DIV/0!
59000;lille;3;14,14
59000;lille;2;14
83000;toulon;3;12,26
83000;toulon;4;9,89
59000;lille;1;17,85
59000;lille;4;9,78
59000;lille;4;13
76000;rouen;2;27,62
31100;toulouse;1;19,32
59800;lille;1;21,04
83000;toulon;2;16,96
13100;aix-en-provence;3;12,43
06150;cannes;2;21,72
34070;montpellier;3;13,26
76000;rouen;2;15,8
31300;toulouse;3;11,96
31300;toulouse;3;11,52
33000;bordeaux;1;#DIV/0!
34000;montpellier;2;14,42
31200;toulouse;5;11,64
75016;paris-16eme;2;32,3
59000;lille;3;15,59
13100;aix-en-provence;4;21,28
06400;cannes;2;21,92
31200;toulouse;4;11,4
13100;aix-en-provence;1;27,04
34000;montpellier;2;12,21
76000;rouen;3;14,01
83000;toulon;2;16,02
34000;montpellier;2;16,74
34000;montpellier;2;13,21
31000;toulouse;3;21,69
06200;nice;3;17,61
83000;toulon;2;15,72
13100;aix-en-provence;2;1,92
34090;montpellier;2;16
59000;lille;1;25,32
34070;montpellier;1;13,56
59000;lille;1;20,11
83100;toulon;4;12,76
75116;paris-16eme;2;30,18
83100;toulon;2;13,2
34090;montpellier;2;16,61
31000;toulouse;3;10,64
34000;montpellier;3;14,71
31500;toulouse;1;15,03
31400;toulouse;1;20,42
33000;bordeaux;2;#DIV/0!
59000;lille;1;16,63
06150;cannes;2;17,73
59000;lille;2;17,95
06200;nice;2;1,73
31200;toulouse;3;11,65
34000;montpellier;2;18,75
06400;cannes;2;19,51
33000;bordeaux;2;16,6
31300;toulouse;2;13,45
59000;lille;2;14,07
33000;bordeaux;1;#DIV/0!
13100;aix-en-provence;4;16,46
06100;nice;2;17,53
34000;montpellier;2;15,5
06300;nice;2;18,45
34080;montpellier;2;14,83
13100;aix-en-provence;2;15,75
31200;toulouse;3;11,21
31100;toulouse;2;1,22
33000;bordeaux;2;#DIV/0!
59000;lille;2;14,33
59000;lille;1;#DIV/0!
31400;toulouse;1;20,03
33000;bordeaux;2;22,73
75016;paris-16eme;1;24,39
33800;bordeaux;2;1,43
06300;nice;2;19,05
83000;toulon;1;15,6
06000;nice;1;22,81
76000;rouen;2;19,74
76000;rouen;2;16,49
34090;montpellier;3;14,79
33000;bordeaux;2;10,18
33000;bordeaux;2;#DIV/0!
76000;rouen;2;20,32
06200;nice;2;21,05
13100;aix-en-provence;3;15
59800;lille;3;#DIV/0!
31400;toulouse;3;11,83
76100;rouen;3;10,68
06000;nice;2;20,91
34000;montpellier;2;19,17
30900;nimes;2;11,83
31100;toulouse;2;1,28
30000;nimes;2;95
31000;toulouse;2;12,85
06200;nice;2;#DIV/0!
34000;montpellier;3;17,89
59000;lille;2;13,83
34000;montpellier;3;12,9
34000;montpellier;2;1,97
34000;montpellier;1;17,56
31200;toulouse;4;1,07
06100;nice;3;14,97
31200;toulouse;3;12,49
06000;nice;2;22,33
34090;montpellier;2;15,8
76000;rouen;4;11,08
33000;bordeaux;1;#DIV/0!
06300;nice;2;20,13
31200;toulouse;2;13,27
33000;bordeaux;1;31,35
33800;bordeaux;1;24,55
59000;lille;3;#DIV/0!
06000;nice;2;33,6
06200;nice;2;32,2
31200;toulouse;3;11,19
76000;rouen;3;10,76
76100;rouen;2;9,12
34000;montpellier;3;15,32
34000;montpellier;1;24,15
75016;paris-16eme;2;32,76
83000;toulon;1;18,4
83000;toulon;1;21,22
31200;toulouse;2;15,76
06400;cannes;2;21,21
06100;nice;2;2,24
83200;toulon;2;#DIV/0!
31100;toulouse;4;11,07
33000;bordeaux;1;26,96
59800;lille;2;#DIV/0!
31200;toulouse;2;11,11
06300;nice;4;16,01
76000;rouen;2;14,58
34070;montpellier;2;15,17
31200;toulouse;3;9,15
83100;toulon;5;9,56
06400;cannes;2;19,65
06000;nice;4;21,13
33000;bordeaux;3;#DIV/0!
75016;paris-16eme;2;34,9
31200;toulouse;3;10,99
75016;paris-16eme;2;38,68
13090;aix-en-provence;1;20,61
31200;toulouse;3;9,72
31400;toulouse;1;#DIV/0!
06000;nice;2;22,26
34070;montpellier;3;13,11
34080;montpellier;2;1,49
34000;montpellier;3;14,67
76000;rouen;3;9,71
06000;nice;2;14,57
06000;nice;4;21,09
34000;montpellier;3;12,16
34000;montpellier;2;12,52
31400;toulouse;2;#DIV/0!
75116;paris-16eme;3;31,58
83000;toulon;3;13,64
31200;toulouse;1;19,24
59000;lille;2;13,88
13090;aix-en-provence;2;17,62
34070;montpellier;1;19,03
76000;rouen;3;11,72
33200;bordeaux;2;16,6
31000;toulouse;1;16,46
59000;lille;2;#DIV/0!
13290;aix-en-provence;1;10,69
34000;montpellier;3;12,21
34090;montpellier;1;23,5
06200;nice;2;25,16
06400;cannes;2;21,43
06000;nice;2;27,34
34070;montpellier;3;11,99
31300;toulouse;2;12,63
59800;lille;3;29,7
33300;bordeaux;3;11
13100;aix-en-provence;2;20,46
76000;rouen;3;11,76
59000;lille;3;13,53
33000;bordeaux;1;#DIV/0!
83000;toulon;3;9,55
59000;lille;2;14,22
06150;cannes;1;17,37
31400;toulouse;3;11,95
59000;lille;3;9,39
31200;toulouse;3;13,17
06400;cannes;2;20,04
06200;nice;2;19,65
31300;toulouse;3;10,37
31400;toulouse;1;19,19
33800;bordeaux;3;11,52
75016;paris-16eme;3;36,13
31200;toulouse;3;11,19
31100;toulouse;3;10,77
75016;paris-16eme;5;55,52
06400;cannes;2;20,75
31100;toulouse;3;9,18
31300;toulouse;1;2,47
59800;lille;3;#DIV/0!
31000;toulouse;1;20,72
83000;toulon;1;19,64
59000;lille;1;25,65
33000;bordeaux;2;16,09
31300;toulouse;2;11,93
76100;rouen;2;11,72
06400;cannes;2;13,17
06000;nice;1;19,51
59000;lille;1;#DIV/0!
31100;toulouse;3;12,19
75116;paris-16eme;3;31,7
75016;paris-16eme;5;34,55
59000;lille;3;13,43
31300;toulouse;3;11,83
33000;bordeaux;1;20
75016;paris-16eme;4;27,03
34000;montpellier;3;12,88
06000;nice;2;18,75
31000;toulouse;3;15
33000;bordeaux;1;#DIV/0!
33800;bordeaux;1;17,32
31200;toulouse;2;12,03
33300;bordeaux;2;18,3
33000;bordeaux;2;#DIV/0!
06200;nice;1;35
06100;nice;1;24,29
34000;montpellier;2;18,75
06000;nice;2;20
31500;toulouse;2;14,29
31200;toulouse;4;#DIV/0!
59000;lille;2;19,49
30900;nimes;2;11,96
76000;rouen;3;13,79
33300;bordeaux;3;#DIV/0!
59000;lille;1;2,34
83200;toulon;3;13,24
33000;bordeaux;3;14,18
31500;toulouse;2;14,74
34000;montpellier;4;9,18
75116;paris-16eme;3;45,83
13100;aix-en-provence;2;15,75
75016;paris-16eme;1;37,04
06300;nice;1;23,45
59000;lille;2;19,31
06100;nice;2;18,03
30000;nimes;3;1,11
59000;lille;2;29,13
59800;lille;1;#DIV/0!
33000;bordeaux;3;13,11
76000;rouen;3;12,38
83200;toulon;2;20,16
31000;toulouse;1;14,29
34000;montpellier;1;16,25
06400;cannes;3;19,93
59000;lille;1;36,47
31300;toulouse;1;24
33000;bordeaux;3;#DIV/0!
34070;montpellier;2;19
59000;lille;1;21,44
06150;cannes;2;20,53
59000;lille;1;#DIV/0!
33000;bordeaux;3;15,83
34000;montpellier;1;12,25
59160;lille;6;12,73
06000;nice;4;16,15
06000;nice;2;21,35
34070;montpellier;2;16,29
06000;nice;2;12
76000;rouen;3;9,91
75016;paris-16eme;1;46,43
31000;toulouse;1;1,97
31200;toulouse;1;16,32
83000;toulon;3;11,1
33000;bordeaux;1;15
31400;toulouse;1;16,5
59000;lille;2;15,86
34070;montpellier;3;14,26
75016;paris-16eme;3;38,48
59000;lille;4;#DIV/0!
33000;bordeaux;2;21,52
30000;nimes;1;20,76
34080;montpellier;3;12,54
31500;toulouse;3;1,12
34090;montpellier;2;18,18
33000;bordeaux;2;#DIV/0!
06150;cannes;1;24,29
83000;toulon;3;12,14
31400;toulouse;3;11,1
83200;toulon;1;14,44
33200;bordeaux;2;13,95
06100;nice;3;16,83
83100;toulon;4;10,16
06400;cannes;2;14,34
34090;montpellier;1;15,81
06000;nice;2;20
34000;montpellier;2;15,77
31400;toulouse;2;#DIV/0!
31400;toulouse;2;16,26
59000;lille;4;10,48
34000;montpellier;3;14,49
59000;lille;2;19,6
34000;montpellier;2;12,26
59000;lille;2;13,52
06200;nice;1;20,97
76000;rouen;2;14,05
75016;paris-16eme;1;26,32
34000;montpellier;4;18,57
34090;montpellier;3;11,08
76000;rouen;3;13,02
34000;montpellier;1;15,97
06000;nice;1;24,84
34000;montpellier;3;16,25
59000;lille;2;16,56
13100;aix-en-provence;2;20,15
33800;bordeaux;1;22,86
31200;toulouse;3;13,41
34090;montpellier;1;18,9
06000;nice;4;11,33
31500;toulouse;4;10,44
34070;montpellier;2;12,19
31000;toulouse;3;10,01
34090;montpellier;1;22,38
31000;toulouse;2;10,88
31400;toulouse;2;11,77
34000;montpellier;1;47,27
75016;paris-16eme;2;22,46
13100;aix-en-provence;2;14,73
06300;nice;2;15,5
33000;bordeaux;2;22,5
13100;aix-en-provence;2;17,73
75016;paris-16eme;4;27,03
59000;lille;2;15,89
34000;montpellier;2;13,1
34000;montpellier;1;19,75
06300;nice;2;1,79
83000;toulon;3;9,83
31200;toulouse;2;11,99
06200;nice;1;26,86
34090;montpellier;2;26,02
06000;nice;2;#DIV/0!
30900;nimes;3;10
06200;nice;2;21,73
59000;lille;2;13,78
33000;bordeaux;2;12,86
13100;aix-en-provence;2;18
75116;paris-16eme;1;27,26
59000;lille;2;#DIV/0!
06000;nice;2;#DIV/0!
06200;nice;3;13
34000;montpellier;2;12,18
33000;bordeaux;2;12,89
31000;toulouse;2;13,19
34000;montpellier;1;16,16
31200;toulouse;3;11,43
75016;paris-16eme;3;45,45
59000;lille;2;15,02
34070;montpellier;3;11,94
34000;montpellier;2;14,66
76000;rouen;2;15,25
06200;nice;2;16,25
59000;lille;2;#DIV/0!
59000;lille;3;16,16
59000;lille;1;#DIV/0!
13100;aix-en-provence;4;20,63
06000;nice;3;9,62
83000;toulon;2;16,67
31500;toulouse;3;9,61
59000;lille;1;25,71
59800;lille;2;15,42
34070;montpellier;2;14,58
33000;bordeaux;3;#DIV/0!
76000;rouen;2;#DIV/0!
34000;montpellier;3;9,98
59800;lille;5;13,82
33100;bordeaux;3;12,77
13100;aix-en-provence;2;19,91
06000;nice;2;16,85
31100;toulouse;3;11,68
13090;aix-en-provence;4;13,67
13080;aix-en-provence;2;20
75016;paris-16eme;2;2,93
75016;paris-16eme;2;27,36
31300;toulouse;2;15,83
13090;aix-en-provence;2;20
13100;aix-en-provence;3;13,51
13090;aix-en-provence;2;19,39
33000;bordeaux;3;#DIV/0!
13090;aix-en-provence;2;16,55
34090;montpellier;1;13,11
59000;lille;1;#DIV/0!
33200;bordeaux;1;12,83
75016;paris-16eme;3;44,19
34070;montpellier;2;15,13
33000;bordeaux;2;15,17
30000;nimes;3;11,21
34080;montpellier;2;18,61
31000;toulouse;3;8,21
13100;aix-en-provence;1;21,69
83000;toulon;4;14,07
33000;bordeaux;1;32,25
75116;paris-16eme;2;42,59
06300;nice;1;22,21
75016;paris-16eme;3;38,29
31000;toulouse;2;20
13100;aix-en-provence;1;27,6
76000;rouen;1;24,18
33000;bordeaux;3;11,35
13090;aix-en-provence;1;22,27
31200;toulouse;3;10,5
06000;nice;4;15,98
33000;bordeaux;1;1,97
31200;toulouse;2;14,13
06400;cannes;2;#DIV/0!
31200;toulouse;3;10,2
59800;lille;3;15,77
76000;rouen;2;16,29
34000;montpellier;4;11,33
75016;paris-16eme;2;40
31400;toulouse;1;14,08
06000;nice;2;18,02
31400;toulouse;2;12,43
31500;toulouse;2;16,94
