codepostal;ville;nb_pieces;prix_m2
75016;paris-16eme;1;49,38
06000;nice;1;21,1
31500;toulouse;3;10,81
13100;aix-en-provence;1;19,04
13090;aix-en-provence;1;28,8
13090;aix-en-provence;1;30
34000;montpellier;3;12,96
06000;nice;1;25,76
31100;toulouse;3;11,09
06200;nice;1;28,18
31200;toulouse;4;10,28
13100;aix-en-provence;1;25,05
76000;rouen;2;14,56
34090;montpellier;2;14,49
31000;toulouse;3;12,16
06300;nice;1;22,67
31300;toulouse;3;14,62
75016;paris-16eme;2;31,67
06200;nice;1;21,37
59800;lille;2;18,81
59000;lille;1;19,4
13100;aix-en-provence;1;37,27
31000;toulouse;3;14,29
34000;montpellier;3;12,05
31200;toulouse;1;17,5
83000;toulon;4;8,16
06100;nice;1;17,93
33000;bordeaux;1;16,15
31000;toulouse;1;27,08
31000;toulouse;1;14,31
31000;toulouse;2;16,83
31400;toulouse;1;17,89
31400;toulouse;1;16,04
31300;toulouse;4;11,05
83000;toulon;2;9,67
76100;rouen;4;9,86
13100;aix-en-provence;2;21,62
06000;nice;1;18,48
06000;nice;2;5813,95
75016;paris-16eme;2;33,15
30000;nimes;3;1885,25
59000;lille;1;30
34000;montpellier;3;3121,43
59000;lille;4;21,61
06400;cannes;1;27,52
06200;nice;2;23,76
34000;montpellier;2;15,56
34070;montpellier;2;14,73
31000;toulouse;2;25
06400;cannes;3;16,88
13090;aix-en-provence;1;31,2
06200;nice;1;2,2
31300;toulouse;2;14,59
30000;nimes;3;11,29
76000;rouen;5;9,24
06000;nice;1;31,69
06000;nice;2;16,38
30000;nimes;1;12,97
33000;bordeaux;2;22,73
31200;toulouse;2;11,55
83200;toulon;2;14,1
34080;montpellier;2;16,61
06000;nice;3;18,56
76000;rouen;2;10
06000;nice;1;45,88
06200;nice;1;21,31
13090;aix-en-provence;5;13,1
34000;montpellier;2;17,78
34000;montpellier;2;16,62
59000;lille;5;5,44
06200;nice;1;15,41
75016;paris-16eme;1;27,5
13090;aix-en-provence;3;12,73
76000;rouen;2;16,21
76000;rouen;2;13,64
83200;toulon;2;10,77
06400;cannes;2;27,54
75016;paris-16eme;2;56,45
06000;nice;1;21,67
34090;montpellier;2;27,87
59000;lille;2;14,44
76100;rouen;1;10,14
13090;aix-en-provence;1;23,6
76000;rouen;2;13,08
75016;paris-16eme;2;28,55
34000;montpellier;2;20,23
06400;cannes;4;15,13
13090;aix-en-provence;4;15,19
06000;nice;2;15,12
13080;aix-en-provence;5;15,38
83200;toulon;4;1922,08
06000;nice;2;27,69
76000;rouen;2;1,51
30000;nimes;2;9,75
33000;bordeaux;4;14,75
13100;aix-en-provence;1;26,11
59800;lille;3;12,5
76000;rouen;2;12,49
76000;rouen;5;11,57
76000;rouen;2;12,35
06000;nice;3;15,54
33000;bordeaux;3;15,38
34000;montpellier;2;13,17
34000;montpellier;2;15,24
06300;nice;2;25,83
75016;paris-16eme;2;34,55
31400;toulouse;2;12,97
75016;paris-16eme;4;23,97
06000;nice;1;28,85
06000;nice;1;3,42
30000;nimes;2;8,76
34000;montpellier;2;12,69
06000;nice;2;23,54
75016;paris-16eme;3;36,19
30900;nimes;1;10,32
13100;aix-en-provence;3;12,81
34090;montpellier;2;17,57
59000;lille;2;15,74
83000;toulon;3;1,18
59000;lille;2;11,55
13100;aix-en-provence;1;26,76
76000;rouen;3;11,92
13100;aix-en-provence;1;7500
31400;toulouse;2;14,69
59000;lille;2;16,25
06000;nice;2;8125
13100;aix-en-provence;5;17,09
83000;toulon;3;9,95
30900;nimes;2;9,5
31400;toulouse;2;12,84
31400;toulouse;2;1,69
75116;paris-16eme;1;40,3
06000;nice;2;15,35
31200;toulouse;3;11,83
31500;toulouse;2;16,83
13100;aix-en-provence;2;19,23
13100;aix-en-provence;3;15,48
13090;aix-en-provence;3;15,15
31000;toulouse;2;13,04
31200;toulouse;2;12,68
06000;nice;1;17,83
31100;toulouse;2;13
06400;cannes;1;19,39
31400;toulouse;1;29,47
06000;nice;2;17
76000;rouen;3;11,13
06400;cannes;1;6884,62
06100;nice;1;16,47
76000;rouen;2;16,05
06400;cannes;2;18,13
83000;toulon;1;18,07
59000;lille;2;10,29
06000;nice;1;22,31
76000;rouen;4;1,21
31400;toulouse;3;10,2
75116;paris-16eme;2;40,74
34070;montpellier;3;10,89
30900;nimes;2;12
06200;nice;3;15,48
06100;nice;1;22,6
06400;cannes;4;20,93
13090;aix-en-provence;3;11,38
13100;aix-en-provence;1;31,35
06300;nice;1;28,83
31000;toulouse;6;14,48
76000;rouen;1;23,33
75016;paris-16eme;4;29,33
06000;nice;3;16,62
31000;toulouse;2;16,46
34000;montpellier;2;14,78
59000;lille;2;15,55
06000;nice;2;21,08
06300;nice;2;25,83
06300;nice;2;16,2
59000;lille;1;28,46
34000;montpellier;2;15,94
59000;lille;2;18,49
31100;toulouse;3;1635,29
59000;lille;4;12,35
75016;paris-16eme;3;29,4
30000;nimes;1;7,88
83000;toulon;2;16,25
31100;toulouse;2;12,26
31000;toulouse;2;19,55
76000;rouen;1;25
30000;nimes;2;12,92
34000;montpellier;2;20,53
59000;lille;2;19,75
31400;toulouse;3;9,76
31400;toulouse;2;21,62
76000;rouen;2;14,22
06400;cannes;3;31,56
59000;lille;3;12,85
06100;nice;1;20,83
75016;paris-16eme;5;30,7
06000;nice;1;17,04
13100;aix-en-provence;4;17,76
31500;toulouse;3;12,04
30000;nimes;2;10,44
13100;aix-en-provence;2;20
06000;nice;1;22,94
06000;nice;1;17,28
06300;nice;5;14,33
83000;toulon;1;11,75
83000;toulon;5;11,07
31300;toulouse;3;8,69
13100;aix-en-provence;3;15,4
75116;paris-16eme;2;38,61
83000;toulon;3;12,18
06300;nice;1;28,57
31200;toulouse;2;13,24
75016;paris-16eme;6;24,57
13100;aix-en-provence;4;18,08
06300;nice;3;16,79
13100;aix-en-provence;4;19,68
31300;toulouse;2;18,05
31200;toulouse;3;10,2
76000;rouen;2;16,31
06000;nice;3;2,17
31200;toulouse;3;9,78
06000;nice;1;12,36
30900;nimes;2;15,33
75016;paris-16eme;2;42,37
34000;montpellier;2;12,46
31000;toulouse;2;14,73
33100;bordeaux;3;18,94
59000;lille;2;15
31400;toulouse;2;13,76
83000;toulon;3;9,5
59000;lille;2;14,19
33000;bordeaux;5;24,17
31000;toulouse;1;13,55
31100;toulouse;3;12,22
76000;rouen;2;17,13
34000;montpellier;3;10,58
83000;toulon;3;13,44
06100;nice;2;16,28
76000;rouen;2;11,36
33000;bordeaux;4;14,62
31500;toulouse;3;11,88
75016;paris-16eme;1;29,85
13080;aix-en-provence;2;16
30000;nimes;3;10,95
31000;toulouse;2;21,87
13090;aix-en-provence;4;15,71
31100;toulouse;3;12,28
75116;paris-16eme;2;2,68
06000;nice;2;16,66
06000;nice;3;15
31000;toulouse;3;5446,97
75016;paris-16eme;6;22,11
75016;paris-16eme;5;28,7
06000;nice;2;34,21
06000;nice;2;34,29
31100;toulouse;2;11,68
06000;nice;1;29,55
06000;nice;1;23
13100;aix-en-provence;1;20,07
59000;lille;1;26,11
31100;toulouse;3;12,28
33000;bordeaux;4;17,11
59800;lille;4;15,37
33000;bordeaux;2;26,04
34000;montpellier;2;16,36
75016;paris-16eme;4;29,3
13090;aix-en-provence;1;2,7
06400;cannes;1;28,08
59000;lille;3;13,17
33200;bordeaux;3;13,94
13100;aix-en-provence;3;16,55
30900;nimes;1;19,39
30000;nimes;2;12,05
06300;nice;2;15,04
34070;montpellier;2;15
06000;nice;4;13,38
31400;toulouse;2;15,06
06000;nice;3;15,95
06000;nice;1;25,01
06000;nice;2;15,33
06000;nice;2;18,14
06000;nice;3;18,22
06300;nice;2;19,03
34000;montpellier;3;0
06300;nice;1;34,74
06100;nice;2;21,36
31000;toulouse;2;3233,33
34000;montpellier;2;16,92
34000;montpellier;2;16,67
31000;toulouse;2;19,69
06000;nice;2;21,11
06000;nice;2;15,43
13100;aix-en-provence;3;18,05
34070;montpellier;3;11,8
83200;toulon;3;10,74
31200;toulouse;3;10,41
33000;bordeaux;5;1,25
75016;paris-16eme;2;30,65
76000;rouen;2;25,49
34000;montpellier;2;20,87
31200;toulouse;2;1,32
13090;aix-en-provence;5;25,28
75016;paris-16eme;4;56
06000;nice;3;15,67
83000;toulon;2;15,13
13100;aix-en-provence;2;16,96
06300;nice;1;21,17
75016;paris-16eme;7;28,47
76000;rouen;1;24,33
31000;toulouse;2;10,53
31200;toulouse;3;10,92
31400;toulouse;2;16,15
13100;aix-en-provence;4;11,87
30000;nimes;4;9,78
06100;nice;1;19,4
06000;nice;3;11,2
31000;toulouse;3;13,59
06100;nice;4;16,67
13080;aix-en-provence;2;20,83
75016;paris-16eme;2;38,46
06000;nice;1;26,92
06200;nice;2;18,37
34000;montpellier;3;13,88
06300;nice;2;2,72
31000;toulouse;3;10,48
59000;lille;2;14,57
30000;nimes;2;12,86
75016;paris-16eme;1;33,26
76000;rouen;2;12,67
06000;nice;2;12,74
59000;lille;2;18,78
13100;aix-en-provence;1;25
31000;toulouse;3;12,92
06200;nice;3;19,4
06400;cannes;6;3676,17
31400;toulouse;2;15,31
33000;bordeaux;4;13,13
31100;toulouse;2;15,74
59000;lille;2;15,12
75016;paris-16eme;4;30,26
75016;paris-16eme;4;40
76100;rouen;3;9,14
06400;cannes;2;7966,1
06000;nice;3;15,22
34000;montpellier;2;15,11
76000;rouen;4;9,96
31400;toulouse;2;15,1
06000;nice;3;21,67
06000;nice;7;13,79
31100;toulouse;2;13,25
06000;nice;1;26,76
76000;rouen;1;16,16
06000;nice;1;26,67
59000;lille;3;18,17
59000;lille;2;13,39
06200;nice;2;24,14
06300;nice;2;18,25
75016;paris-16eme;1;49,22
13100;aix-en-provence;2;20,47
59000;lille;4;19,09
13100;aix-en-provence;1;13,12
34000;montpellier;2;13,4
06000;nice;2;21,05
31400;toulouse;2;12,52
06200;nice;3;17,61
06000;nice;1;24,8
75016;paris-16eme;2;40,82
75016;paris-16eme;1;76
34000;montpellier;2;13,32
31400;toulouse;2;13,24
34070;montpellier;2;16,75
13090;aix-en-provence;2;21,29
83000;toulon;4;12,2
31300;toulouse;2;12,12
59000;lille;4;16,9
13290;aix-en-provence;1;20,47
13100;aix-en-provence;1;23,71
34000;montpellier;3;16,44
06000;nice;3;15,22
34000;montpellier;2;16,11
06200;nice;2;22,41
06000;nice;3;15,32
59000;lille;3;13,14
76000;rouen;2;14,58
13100;aix-en-provence;2;17,11
06400;cannes;3;14,15
83000;toulon;1;15
06300;nice;1;28,24
59000;lille;1;23,67
06000;nice;1;24
06000;nice;3;15,07
30900;nimes;2;12,78
34070;montpellier;3;11
13100;aix-en-provence;3;14,21
75016;paris-16eme;4;31
83000;toulon;3;11,49
75016;paris-16eme;3;31,23
75016;paris-16eme;5;42,37
06000;nice;2;34,21
06000;nice;2;14,77
06000;nice;3;22,15
31000;toulouse;2;20
06300;nice;2;13
83100;toulon;2;1,46
31000;toulouse;2;17,85
83200;toulon;3;10,45
76000;rouen;3;9,91
31200;toulouse;2;12
34000;montpellier;3;11,43
76000;rouen;1;20,45
76000;rouen;2;14,57
06200;nice;3;19,33
06000;nice;3;17,14
76000;rouen;2;17,57
33000;bordeaux;4;13,21
76100;rouen;2;11,17
06000;nice;2;23,82
06300;nice;1;17,37
75016;paris-16eme;4;36,01
30000;nimes;3;6,94
83000;toulon;4;12,62
34090;montpellier;2;14,4
06200;nice;1;23,92
30000;nimes;3;1,01
76000;rouen;2;15,56
06200;nice;2;17,72
31200;toulouse;2;12,25
59000;lille;1;23
76000;rouen;2;10,03
06200;nice;1;25,67
06000;nice;1;37,53
34000;montpellier;3;11,67
06000;nice;3;5907,69
83000;toulon;2;13,14
31000;toulouse;2;13,22
75016;paris-16eme;1;56,25
30000;nimes;2;12
06300;nice;2;2,56
75016;paris-16eme;2;33,55
06300;nice;2;21,62
76100;rouen;4;8,1
83100;toulon;4;9,61
76000;rouen;2;12,89
31300;toulouse;2;17,04
13100;aix-en-provence;3;13,27
31000;toulouse;1;17,14
34000;montpellier;3;11,58
06300;nice;3;13,85
13100;aix-en-provence;3;15,13
06000;nice;1;18,06
06000;nice;4;13,4
06200;nice;2;14,77
06000;nice;3;14,44
31200;toulouse;2;12,67
59000;lille;2;20
59000;lille;2;20
59000;lille;3;12,1
59000;lille;1;27,33
76100;rouen;2;10,54
83000;toulon;1;15,67
83200;toulon;2;12,22
31100;toulouse;3;10,13
34000;montpellier;2;11,97
59000;lille;2;14,77
76000;rouen;2;11,65
13090;aix-en-provence;4;15,48
31000;toulouse;3;10,78
34000;montpellier;2;20,37
31200;toulouse;3;11,12
06300;nice;2;21,56
76000;rouen;1;1,99
13100;aix-en-provence;1;25,83
06000;nice;5;15,29
76000;rouen;2;14,2
31200;toulouse;3;9,01
06000;nice;4;3,5
13100;aix-en-provence;1;21,75
83200;toulon;2;13,2
31200;toulouse;2;12,25
31200;toulouse;3;11,62
34000;montpellier;3;10,58
06400;cannes;1;22,42
34000;montpellier;3;10,72
83000;toulon;2;6,3
83000;toulon;2;14,07
76000;rouen;2;21,22
34080;montpellier;2;12,12
13100;aix-en-provence;1;18,93
30000;nimes;2;11,78
75016;paris-16eme;4;35,28
31200;toulouse;2;11,36
34000;montpellier;2;15,35
75016;paris-16eme;1;46,84
06300;nice;2;14,3
83000;toulon;3;10,92
13100;aix-en-provence;4;11,23
34000;montpellier;2;11,88
83000;toulon;1;13,46
06300;nice;1;27,78
31400;toulouse;2;12,26
13100;aix-en-provence;4;15,77
83200;toulon;2;11,49
30000;nimes;2;9,33
31000;toulouse;3;15,58
13100;aix-en-provence;2;1,42
76000;rouen;2;12,36
31100;toulouse;3;9,5
30900;nimes;3;10,39
31200;toulouse;2;13,79
06300;nice;3;15,3
83000;toulon;1;20
13100;aix-en-provence;2;15,34
75116;paris-16eme;6;25,44
06400;cannes;1;26,09
75016;paris-16eme;3;29,23
34000;montpellier;2;16,55
30000;nimes;3;10,98
31000;toulouse;2;9,78
34000;montpellier;2;20,13
31000;toulouse;3;5446,97
34070;montpellier;2;3693,48
33000;bordeaux;4;21,52
31000;toulouse;2;13,02
06100;nice;3;15,38
76100;rouen;4;8,19
31100;toulouse;3;11,48
83200;toulon;3;11,4
06000;nice;3;17,81
31400;toulouse;2;13,26
31100;toulouse;3;10,71
31200;toulouse;3;8,79
31200;toulouse;2;14,42
06200;nice;2;15,52
75016;paris-16eme;6;28,81
06300;nice;2;19,71
34000;montpellier;3;10,56
06300;nice;1;31,58
13100;aix-en-provence;5;14,42
31200;toulouse;3;10,15
31200;toulouse;2;20,21
31400;toulouse;2;15,67
76000;rouen;2;21,68
83000;toulon;2;8,88
83000;toulon;2;11,28
75016;paris-16eme;1;55
06300;nice;2;17,07
31300;toulouse;2;17,86
33100;bordeaux;3;11,5
75016;paris-16eme;2;26,5
34000;montpellier;3;11,14
33000;bordeaux;4;13,44
06400;cannes;2;21,5
59000;lille;2;15,12
31200;toulouse;3;9,08
13100;aix-en-provence;1;16,12
13090;aix-en-provence;1;33,27
31500;toulouse;2;14,29
75016;paris-16eme;2;39,23
59000;lille;2;14,67
34000;montpellier;2;16,41
76000;rouen;2;14,57
76000;rouen;3;9
34000;montpellier;2;15,32
34000;montpellier;2;17,37
06000;nice;4;35,16
13090;aix-en-provence;1;27,08
31200;toulouse;2;12,21
06000;nice;3;16,62
13100;aix-en-provence;4;16,32
31200;toulouse;3;10,73
30000;nimes;1;21,11
76000;rouen;1;26,92
13090;aix-en-provence;1;23,06
31000;toulouse;2;12,75
13090;aix-en-provence;4;8,63
13090;aix-en-provence;1;31,93
06300;nice;1;23,6
75116;paris-16eme;2;46,77
06000;nice;2;21,7
34000;montpellier;2;12,58
31400;toulouse;3;12,21
75016;paris-16eme;3;49,85
13100;aix-en-provence;2;23,88
31200;toulouse;2;14,63
13090;aix-en-provence;1;23,04
83200;toulon;4;11,55
34070;montpellier;3;13,19
31100;toulouse;2;12,14
31000;toulouse;3;5446,97
06400;cannes;4;40,09
31400;toulouse;3;12,62
06100;nice;2;18,07
34000;montpellier;2;14,15
06000;nice;2;19,8
31500;toulouse;3;12,62
31200;toulouse;2;12,43
30900;nimes;4;7,82
75016;paris-16eme;2;2,68
31000;toulouse;3;5446,97
76000;rouen;2;15,92
06100;nice;2;15,18
83200;toulon;2;10,52
75016;paris-16eme;1;34,85
31000;toulouse;3;13,34
06300;nice;2;15,44
13100;aix-en-provence;4;19,69
30900;nimes;2;12,79
06000;nice;1;23,91
13100;aix-en-provence;1;21,92
75016;paris-16eme;1;37,5
30900;nimes;1;1,41
06000;nice;2;19,02
31000;toulouse;2;26,95
31000;toulouse;2;20,75
06400;cannes;3;16,2
13100;aix-en-provence;2;24,55
76000;rouen;2;12,75
75016;paris-16eme;1;33,43
75016;paris-16eme;3;30,82
76000;rouen;1;17,53
75016;paris-16eme;2;54,85
06000;nice;2;24,51
30000;nimes;4;9,88
31400;toulouse;2;6,87
06300;nice;4;14,81
06000;nice;3;12,53
13090;aix-en-provence;1;2,41
83000;toulon;2;14,1
06000;nice;2;16,67
31200;toulouse;2;13,96
13100;aix-en-provence;1;20,33
76000;rouen;1;9,23
06300;nice;2;13,88
83000;toulon;2;13,33
31300;toulouse;3;11,05
59000;lille;2;22,86
83000;toulon;1;10,92
06300;nice;2;15,95
31400;toulouse;3;11,26
76000;rouen;2;12,53
31200;toulouse;2;13,53
34090;montpellier;2;13,75
13080;aix-en-provence;2;1,41
75016;paris-16eme;1;34,52
13100;aix-en-provence;1;18,92
83000;toulon;1;12,06
76000;rouen;4;6,25
13100;aix-en-provence;4;17,47
06300;nice;4;7719,3
13090;aix-en-provence;2;13,88
31400;toulouse;3;10,06
06000;nice;2;1,42
76000;rouen;2;13,74
06400;cannes;3;29,41
31500;toulouse;3;10,66
06000;nice;2;20
31200;toulouse;2;12,6
33200;bordeaux;5;12,48
31100;toulouse;3;10,46
34000;montpellier;2;12,4
83000;toulon;4;12,18
13100;aix-en-provence;3;11,35
13100;aix-en-provence;2;2,24
06000;nice;2;13,33
06300;nice;2;15,52
83000;toulon;3;7,21
06000;nice;1;30,56
06400;cannes;1;30
06000;nice;1;28,83
76100;rouen;2;9,35
76000;rouen;2;11,67
83100;toulon;3;10,18
34080;montpellier;3;1,21
83000;toulon;2;10,02
06300;nice;3;14,25
13290;aix-en-provence;1;16,21
13090;aix-en-provence;2;20,79
34070;montpellier;2;13,91
83000;toulon;3;8,63
31100;toulouse;3;12,34
06300;nice;2;18,65
76000;rouen;3;10,67
33000;bordeaux;1;18,81
75016;paris-16eme;2;41,94
75116;paris-16eme;4;34,38
13100;aix-en-provence;4;15,37
06400;cannes;3;15,76
13090;aix-en-provence;1;23,04
76000;rouen;2;19,51
76000;rouen;2;13,03
13100;aix-en-provence;3;13,86
76000;rouen;2;1,47
75016;paris-16eme;3;32,94
76000;rouen;2;13,88
76000;rouen;1;19,74
13090;aix-en-provence;1;26,39
13080;aix-en-provence;2;16,14
31200;toulouse;3;1,09
06000;nice;1;26,24
76000;rouen;2;14,47
06000;nice;2;16,78
34000;montpellier;2;14,78
30000;nimes;3;8,66
76000;rouen;3;10,67
76000;rouen;2;11,07
31000;toulouse;2;20,25
76000;rouen;1;13,67
31000;toulouse;2;13,71
06100;nice;2;18
59000;lille;4;21,67
75016;paris-16eme;4;26,08
30000;nimes;4;8,85
13090;aix-en-provence;1;27,17
13100;aix-en-provence;3;22,13
06000;nice;1;27,27
34000;montpellier;3;12,34
76000;rouen;2;13,71
34000;montpellier;3;13,89
30900;nimes;4;8,49
06000;nice;2;18,97
31200;toulouse;2;12,18
75016;paris-16eme;4;30
06000;nice;2;30
30900;nimes;3;7,78
06000;nice;2;16,61
06100;nice;2;13,47
30900;nimes;3;10,48
75016;paris-16eme;1;39,11
75016;paris-16eme;2;28,81
31200;toulouse;1;1,81
76000;rouen;2;21,62
34070;montpellier;3;11,67
59000;lille;3;16,42
31200;toulouse;2;13,32
13100;aix-en-provence;1;19,6
30000;nimes;2;11,05
34000;montpellier;3;11,69
30000;nimes;2;11,57
83000;toulon;4;8,22
83000;toulon;3;9,88
30000;nimes;2;10,77
34080;montpellier;3;12,47
34090;montpellier;3;10,93
34000;montpellier;3;14,62
76000;rouen;3;8,43
83200;toulon;4;10,9
33000;bordeaux;2;30,25
83000;toulon;4;11
06000;nice;3;14,02
31000;toulouse;2;17,64
30000;nimes;2;12,07
83000;toulon;3;13,43
59800;lille;3;12,71
76100;rouen;3;10,84
31200;toulouse;3;11,15
33000;bordeaux;3;16,68
30000;nimes;2;12,64
34000;montpellier;2;15,95
31300;toulouse;3;12,69
83000;toulon;1;19
75016;paris-16eme;4;31,24
75016;paris-16eme;2;36,76
34000;montpellier;3;19,03
75016;paris-16eme;5;2,67
34000;montpellier;2;28,89
76100;rouen;2;13,52
76000;rouen;3;1,15
31300;toulouse;5;2369,05
13100;aix-en-provence;2;28,91
34000;montpellier;2;11,45
83000;toulon;3;11,88
75016;paris-16eme;2;30,7
59000;lille;3;12,35
31400;toulouse;3;10,77
30000;nimes;4;10,02
06000;nice;1;30
31400;toulouse;3;13,13
13100;aix-en-provence;2;2,53
31400;toulouse;3;12,62
31000;toulouse;1;25
34000;montpellier;2;16,47
13090;aix-en-provence;1;15,6
31100;toulouse;3;11,45
13090;aix-en-provence;2;22,64
13080;aix-en-provence;1;24,78
06200;nice;1;23,85
06100;nice;1;25,14
31300;toulouse;2;11,86
06000;nice;1;31,1
06000;nice;2;20,27
83000;toulon;2;15,67
30000;nimes;2;16,3
06000;nice;1;25
31500;toulouse;2;11,78
76100;rouen;2;12,15
06000;nice;3;14,12
13100;aix-en-provence;2;19,08
30000;nimes;3;9,09
31200;toulouse;3;10,92
30000;nimes;3;11,73
06300;nice;3;16,15
31200;toulouse;3;10,8
31400;toulouse;3;13,71
06300;nice;3;32,88
76000;rouen;2;12,64
75016;paris-16eme;1;60,8
06000;nice;2;36,35
13090;aix-en-provence;3;13,39
06200;nice;4;7360,85
59000;lille;3;11,97
13100;aix-en-provence;1;39,11
34000;montpellier;3;0
33000;bordeaux;2;20,45
31500;toulouse;1;19,78
33800;bordeaux;1;25,26
75016;paris-16eme;5;20,31
83000;toulon;2;11,99
75116;paris-16eme;7;28,87
34070;montpellier;3;10,25
34000;montpellier;3;12,14
31200;toulouse;3;11
59800;lille;4;9,31
83000;toulon;2;12,4
06000;nice;2;23,67
31200;toulouse;3;9,85
76000;rouen;2;12,75
75016;paris-16eme;3;31,23
31400;toulouse;3;12
06200;nice;2;28,44
13100;aix-en-provence;3;11,74
06300;nice;4;1,65
06000;nice;1;18
31500;toulouse;3;10,38
76100;rouen;3;10,23
06400;cannes;2;2,03
83000;toulon;3;13,89
13100;aix-en-provence;3;16,31
13100;aix-en-provence;1;23,67
76000;rouen;1;25,23
06000;nice;1;25,4
59000;lille;4;7,18
83100;toulon;1;15,32
06300;nice;2;1,45
13100;aix-en-provence;2;15,48
75016;paris-16eme;2;33,89
06300;nice;2;15,78
13100;aix-en-provence;3;13,33
30000;nimes;2;12,22
06000;nice;1;24,17
13100;aix-en-provence;5;15,89
06000;nice;3;14,47
33200;bordeaux;3;12,21
31200;toulouse;3;1,01
34070;montpellier;3;12,6
13090;aix-en-provence;2;14,76
34070;montpellier;2;15,05
76100;rouen;2;9,39
06000;nice;2;15,12
31100;toulouse;3;10,92
33000;bordeaux;1;21,57
06300;nice;1;18,35
31100;toulouse;3;10,03
13090;aix-en-provence;1;27,17
31500;toulouse;2;15,64
75016;paris-16eme;3;29,67
13100;aix-en-provence;2;15,58
06100;nice;3;15,57
59000;lille;2;13,3
31000;toulouse;3;12,46
31100;toulouse;3;3315,87
83000;toulon;4;9,94
31400;toulouse;3;10,04
76100;rouen;4;9,81
06300;nice;1;28,42
13100;aix-en-provence;1;20,78
34070;montpellier;3;13,33
30000;nimes;2;15
06000;nice;1;24,18
31400;toulouse;3;10,15
13100;aix-en-provence;1;21,46
76000;rouen;2;15,56
59000;lille;2;16,79
31500;toulouse;2;13,47
13100;aix-en-provence;1;30,16
30900;nimes;1;16,96
06200;nice;1;22,25
30000;nimes;2;11,55
83000;toulon;3;9,99
06300;nice;2;13,88
31300;toulouse;3;11,07
13100;aix-en-provence;2;23,82
83100;toulon;3;11,31
13100;aix-en-provence;1;20,77
31000;toulouse;3;9,67
31400;toulouse;1;34,12
83000;toulon;3;13,13
34000;montpellier;2;15,32
31000;toulouse;2;12,77
34070;montpellier;2;18,71
31200;toulouse;3;1,12
34000;montpellier;3;13,59
75016;paris-16eme;2;9000
31200;toulouse;3;10,47
34000;montpellier;3;13,94
06300;nice;3;15,91
06200;nice;1;19,9
13090;aix-en-provence;2;24,51
31000;toulouse;2;20,25
13090;aix-en-provence;1;27,27
76000;rouen;2;13,64
83000;toulon;1;18,14
59800;lille;2;14,92
06000;nice;2;24,7
13100;aix-en-provence;3;12,14
13090;aix-en-provence;1;22,54
06100;nice;3;11,47
33200;bordeaux;3;12,99
06200;nice;2;19,53
06200;nice;1;22,5
13090;aix-en-provence;1;24
13100;aix-en-provence;1;22,38
59000;lille;2;15,33
06000;nice;5;18,98
06300;nice;1;25
06400;cannes;2;19,3
06000;nice;3;22,18
33800;bordeaux;3;18,8
59000;lille;2;13,84
75016;paris-16eme;4;32,69
83000;toulon;1;15,12
76100;rouen;1;15,95
34070;montpellier;2;3193,28
76100;rouen;3;10,52
75116;paris-16eme;4;40,83
31200;toulouse;3;10,22
59000;lille;2;1,84
31500;toulouse;2;14,61
06000;nice;2;20,26
76000;rouen;2;15,73
13100;aix-en-provence;4;12,67
06400;cannes;2;16,65
06000;nice;3;4234,53
31100;toulouse;1;21,04
06000;nice;3;12,14
33000;bordeaux;2;11,41
76000;rouen;2;14,95
76100;rouen;2;10,85
75016;paris-16eme;3;38,46
13100;aix-en-provence;1;27,95
33000;bordeaux;1;20,34
13090;aix-en-provence;2;18,08
06200;nice;3;1,98
83000;toulon;1;20,09
13100;aix-en-provence;1;28,64
75016;paris-16eme;1;36,41
30900;nimes;1;15,51
83000;toulon;2;21,94
13090;aix-en-provence;4;1,21
30900;nimes;2;1,18
59000;lille;2;19,15
83000;toulon;3;9,47
31200;toulouse;3;10,12
31400;toulouse;3;11,54
06000;nice;3;18,03
76100;rouen;2;13,77
34000;montpellier;2;15,31
13100;aix-en-provence;1;27,18
06000;nice;2;18,25
13100;aix-en-provence;2;14,52
06400;cannes;1;29,55
31000;toulouse;3;11,84
06300;nice;1;40,89
76100;rouen;3;9,08
06000;nice;2;13,21
83000;toulon;1;7,36
83000;toulon;1;16,33
83200;toulon;3;11,45
31000;toulouse;1;20,55
34000;montpellier;3;11,89
06000;nice;3;15,25
06100;nice;2;12
76000;rouen;1;24,33
