libcom_source;Nombre d’habitants de la commune;Mise en commun d'agents de police municipale entre communes;nb_agents de police municipale;nb_ASVP;Nombre de gardes-champêtres;Nombre de maîtres chiens de police municipale;Nombre de chiens de patrouille de police municipale;Nombre de communes ou EPCI doté(e)s d’une brigade canine;DEP;INSEE_COM
Chateaudouble;492.0;0;0;0;1;0;0;0;83;83038
Chateauvert;161.0;0;0;1;0;0;0;0;83;83039
Claviers;732.0;0;0;0;1;0;0;0;83;83041
Cogolin;11549.0;0;25;4;0;3;3;1;83;83042
Cotignac;2150.0;0;2;0;0;0;0;0;83;83046
Croix-Valmer (La);3875.0;0;13;1;0;0;0;0;83;83048
Cuers;12101.0;0;10;1;0;0;0;0;83;83049
Draguignan;40344.0;0;31;16;0;0;0;0;83;83050
Entrecasteaux;1141.0;0;2;1;1;0;0;0;83;83051
Evenos;2467.0;0;1;0;0;0;0;0;83;83053
Fayence;5820.0;0;6;1;0;0;0;0;83;83055
Figanières;2676.0;0;1;2;1;0;0;0;83;83056
Flassans sur Issole;3631.0;0;3;0;0;0;0;0;83;83057
Flayosc;4351.0;0;4;1;0;0;0;0;83;83058
Forcalqueiret;3148.0;0;2;0;0;0;0;0;83;83059
Fréjus;43641.0;0;71;6;0;5;5;1;83;83061
Garde-Freinet (La);1889.0;0;2;0;0;0;0;0;83;83063
Garéoult;5402.0;0;4;1;1;0;0;0;83;83064
Gassin;2669.0;0;5;0;0;0;0;0;83;83065
Ginasservis;1909.0;0;0;0;1;0;0;0;83;83066
Gonfaron;4389.0;0;2;1;0;0;0;0;83;83067
Grimaud;4622.0;0;8;2;0;0;0;0;83;83068
Hyères;47943.0;0;72;8;0;0;0;0;83;83069
Londe-les-Maures (La);10776.0;0;10;4;0;0;0;0;83;83071
Lorgues;9346.0;0;8;0;0;0;0;0;83;83072
Mazaugues;881.0;0;1;0;0;0;0;0;83;83076
Méounes-les-Montrieux;2246.0;0;1;1;1;0;0;0;83;83077
Mons;821.0;0;1;0;0;0;0;0;83;83080
Montauroux;6680.0;0;7;1;0;0;0;0;83;83081
Montfort-sur-Argens;1446.0;0;1;0;0;0;0;0;83;83083
Nans-les-Pins;4920.0;0;4;2;0;0;0;0;83;83087
Néoules;2896.0;0;2;0;0;0;0;0;83;83088
 Ollioules;14119.0;0;9;2;0;0;0;0;83;83090
  Pierrefeu-du-Var;6173.0;0;4;0;0;0;0;0;83;83091
Pignans;4635.0;0;4;1;0;0;0;0;83;83092
Plan de la Tour;2695.0;0;2;0;0;0;0;0;83;83094
   Pourcieux;1596.0;0;1;1;0;1;0;1;83;83096
Pontévès;755.0;0;1;0;0;0;0;0;83;83095
Pourrières;5272.0;0;0;0;4;0;0;0;83;83097
Puget-sur-Argens;8170.0;0;11;1;0;0;0;0;83;83099
Puget-Ville;4408.0;0;5;0;0;0;0;0;83;83100
Ramatuelle;2163.0;0;8;5;0;0;0;0;83;83101
Rayol-Canadel (Le);680.0;0;1;2;0;0;0;0;83;83152
Régusse;2658.0;0;1;0;1;0;0;0;83;83102
Revest-les-Eaux (Le);4021.0;0;1;1;1;0;0;0;83;83103
Rians;4363.0;0;2;1;0;0;0;0;83;83104
Rocbaron;5318.0;0;3;1;0;0;0;0;83;83106
Roquebrune-sur-Argens;15128.0;0;27;1;0;1;1;1;83;83107
Roquebrussanne (La);2244.0;0;2;0;0;0;0;0;83;83108
Rougiers;1692.0;0;0;1;0;0;0;0;83;83110
 Saint- Antonin;736.0;0;1;0;0;0;0;0;83;83154
Saint-Cyr-sur-Mer;11726.0;0;15;0;0;0;0;0;83;83112
Saint- Julien;2443.0;0;1;0;0;0;0;0;83;83113
Saint-Mandrier;6163.0;0;8;1;0;0;0;0;83;83153
Saint-Maximin-la-Sainte-Baume;17592.0;0;6;4;0;0;0;0;83;83116
Saint-Paul-en-Fôret;1799.0;0;2;0;0;0;0;0;83;83117
Saint-Raphaël;36628.0;0;66;0;0;0;0;0;83;83118
Saint-Tropez;3922.0;0;37;15;0;0;0;0;83;83119
Saint-Zacharie;6134.0;0;6;1;0;0;0;0;83;83120
Sainte-Maxime;14672.0;0;41;8;0;0;0;0;83;83115
Salernes;3838.0;0;3;1;0;0;0;0;83;83121
Salles-sur-Verdon (Les);230.0;0;0;2;0;0;0;0;83;83122
Sanary-sur-Mer;17160.0;0;13;4;0;0;0;0;83;83123
Seillans;2702.0;0;2;0;0;0;0;0;83;83124
Seillons Source d’Argens;2530.0;0;1;0;0;0;0;0;83;83125
Seyne-sur-Mer  (La);63749.0;0;56;17;0;0;0;0;83;83126
Signes;2971.0;0;3;0;0;0;0;0;83;83127
Sillans-la-Cascade;800.0;0;1;1;0;0;0;0;83;83128
Solliès-Pont;11946.0;0;10;1;0;0;0;0;83;83130
Solliès-Toucas;5861.0;0;4;1;0;0;0;0;83;83131
Solliès-Ville;2572.0;0;2;0;0;0;0;0;83;83132
Tanneron;1704.0;0;1;0;0;0;0;0;83;83133
Tavernes;1421.0;0;1;0;0;0;0;0;83;83135
Taradeau;1817.0;0;1;0;0;0;0;0;83;83134
Tourrettes;2928.0;0;3;0;0;0;0;0;83;83138
Tourves;5113.0;0;4;1;0;0;0;0;83;83140
Trans en Provence;6081.0;0;4;3;0;1;1;1;83;83141
Le Val;4387.0;0;1;2;1;0;0;0;83;83143
La Valette-du-Var;24346.0;0;20;3;0;0;0;0;83;83144
Varages;1191.0;0;0;1;0;0;0;0;83;83145
 Vidauban;12760.0;0;12;5;0;0;0;0;83;83148
Villecroze;1494.0;0;0;2;0;0;0;0;83;83149
Vinon-sur-Verdon;4336.0;0;4;0;0;0;0;0;83;83150
Vins-sur-Caramy;978.0;0;0;1;0;0;0;0;83;83151
ALTHEN DES PALUDS;2897.0;0;3;0;0;0;0;0;84;84001
ANSOUIS;1076.0;0;0;1;0;0;0;0;84;84002
APT;12258.0;0;17;2;0;1;1;1;84;84003
AUBIGNAN;6000.0;0;4;2;0;0;0;0;84;84004
AVIGNON;93307.0;0;99;18;0;0;0;0;84;84007
BEDARRIDES;5200.0;0;5;0;0;0;0;0;84;84016
BEDOIN;3100.0;0;0;0;3;0;0;0;84;84017
BOLLENE;13400.0;0;32;7;0;2;2;1;84;84019
BONNIEUX;1229.0;0;0;0;1;0;0;0;84;84020
CABRIERES D AVIGNON;1877.0;0;0;0;1;0;0;0;84;84025
CADENET;4250.0;0;4;0;0;0;0;0;84;84026
CADEROUSSE;2698.0;0;2;0;0;0;0;0;84;84027
CAMARET SUR AIGUES;4644.0;0;4;0;0;0;0;0;84;84029
CAROMB;3450.0;0;2;1;0;0;0;0;84;84030
CARPENTRAS;30000.0;0;28;13;0;1;1;1;84;84031
CAUMONT-SUR-DURANCE;4997.0;0;4;0;0;0;0;0;84;84034
CAVAILLON;26648.0;0;34;0;0;1;1;1;84;84035
CHATEAUNEUF DE GAGAGNE;3300.0;0;3;1;0;0;0;0;84;84036
CHATEAUNEUF DU PAPE;2085.0;0;1;0;0;0;0;0;84;84037
CHEVAL BLANC;4365.0;0;0;0;2;0;0;0;84;84038
COURTHEZON;6000.0;0;6;0;0;0;0;0;84;84039
CUCURON;1900.0;0;1;0;0;0;0;0;84;84042
ENTRAIGUES SUR LA SORGUE;8850.0;0;4;0;0;0;0;0;84;84043
FONTAINE DE VAUCLUSE;650.0;0;0;1;0;0;0;0;84;84139
GRILLON;1800.0;0;1;0;0;0;0;0;84;84053
ISLE SUR LA SORGUE;20279.0;0;25;3;0;0;0;0;84;84054
JONQUIERES;5800.0;0;4;1;0;0;0;0;84;84056
LA TOUR D’AIGUES;4460.0;0;2;1;0;0;0;0;84;84133
LAPALUD;3714.0;0;3;0;0;0;0;0;84;84064
LAURIS;3980.0;0;1;1;0;0;0;0;84;84065
LE PONTET;17900.0;1;23;4;0;2;1;1;84;84092
LE THOR;8940.0;0;9;0;0;0;0;0;84;84132
LES TAILLADES;1963.0;0;0;0;1;0;0;0;84;84131
MALAUCENE;2845.0;0;1;2;0;0;0;0;84;84069
MAZAN;6380.0;0;3;1;1;0;0;0;84;84072
MERINDOL;2200.0;0;0;0;2;0;0;0;84;84074
MONDRAGON;3699.0;0;2;2;0;0;0;0;84;84078
MONTEUX;13194.0;0;8;10;0;0;0;0;84;84080
MORIERES LES AVIGNON;9500.0;1;7;0;0;0;0;0;84;84081
MORMOIRON;1964.0;0;1;1;0;0;0;0;84;84082
MORNAS;2476.0;0;2;0;0;0;0;0;84;84083
ORANGE;30000.0;0;38;4;0;3;2;1;84;84087
PERNES LES FONTAINES;10457.0;0;8;2;0;0;0;0;84;84088
PERTUIS;20000.0;0;13;3;0;1;1;1;84;84089
PIOLENC;5357.0;0;6;1;0;0;0;0;84;84091
ROBION;4661.0;0;2;1;0;0;0;0;84;84099
ROUSSILLON;1360.0;0;2;0;0;0;0;0;84;84102
SAINT DIDIER;2200.0;0;2;1;0;0;0;0;84;84108
SAINT SATURNIN LES AVIGNON;5048.0;0;3;3;0;0;0;0;84;84119
SARRIANS;6400.0;0;3;0;1;0;0;0;84;84122
SEGURET;854.0;0;1;0;0;0;0;0;84;84126
SERIGNAN DU COMTAT;2843.0;0;1;0;0;0;0;0;84;84127
SORGUES;18500.0;0;30;17;0;1;1;1;84;84129
UCHAUX;1800.0;0;1;0;0;0;0;0;84;84135
VAISON LA ROMAINE;6007.0;0;4;2;0;0;0;0;84;84137
VALREAS;9426.0;0;9;3;0;0;0;0;84;84138
VEDENE;11773.0;0;15;2;0;0;0;0;84;84141
VELLERON;3003.0;0;3;1;0;0;0;0;84;84142
VILLES SUR AUZON;1300.0;0;1;0;0;0;0;0;84;84148
VISAN;2040.0;0;1;0;0;0;0;0;84;84150
Aizenay;10000.0;0;4;0;0;0;0;0;85;85003
Angles;2847.0;0;2;2;0;0;0;0;85;85004
Beauvoir sur Mer;3947.0;0;2;0;0;0;0;0;85;85018
Bouin – Saint Gervais;5856.0;1;1;0;0;0;0;0;85;85221
Bretignolles sur Mer;5155.0;0;2;1;0;0;0;0;85;85035
Challans;22100.0;0;4;0;0;0;0;0;85;85047
Champagné les Marais;1750.0;1;2;0;0;0;0;0;85;85049
Chantonnay;8279.0;0;2;0;0;0;0;0;85;85051
Coex;3322.0;0;0;1;0;0;0;0;85;85070
Essarts en Bocage;9174.0;0;1;0;0;0;0;0;85;85084
Fontenay le Comte;14300.0;0;6;1;0;0;0;0;85;85092
Grues;873.0;0;0;0;1;0;0;0;85;85104
Jard sur Mer;2900.0;0;2;2;0;0;0;0;85;85114
L’Epine;1673.0;0;0;1;0;0;0;0;85;85083
La Barre de Monts;2247.0;0;1;0;0;0;0;0;85;85012
La Chaize le Vicomte;3857.0;0;1;0;0;0;0;0;85;85046
La Ferrière;5400.0;0;1;0;0;0;0;0;85;85089
La Garnache;5114.0;0;1;0;0;0;0;0;85;85096
La Guérinière;1338.0;0;0;1;0;0;0;0;85;85106
LA ROCHE SUR YON;55000.0;0;16;8;0;0;0;0;85;85191
La Tranche sur Mer;2980.0;0;6;0;0;0;0;0;85;85294
Le Fenouiller;4711.0;0;0;1;0;0;0;0;85;85088
Le Champ Saint Père;1857.0;0;0;0;1;0;0;0;85;85050
Le Poiré sur Vie;8816.0;0;2;0;0;0;0;0;85;85178
Les Herbiers;16000.0;0;7;3;0;0;0;0;85;85109
Les Sables d’Olonne;45573.0;0;24;4;0;2;2;1;85;85194
Luçon;9576.0;0;4;2;0;0;0;0;85;85128
Mouilleron le Captif;5000.0;0;0;1;0;0;0;0;85;85155
Nalliers;2357.0;0;0;0;1;0;0;0;85;85159
Noirmoutier en l’Ile;4738.0;0;3;7;0;0;0;0;85;85163
Notre Dame de Monts;2196.0;0;1;0;0;0;0;0;85;85164
Pouzauges;5761.0;0;1;0;0;0;0;0;85;85182
Saint Gilles Croix de Vie;7759.0;0;7;4;0;0;0;0;85;85222
Saint Hilaire de Riez;11500.0;0;4;1;0;0;0;0;85;85226
Saint Laurent sur Sèvre;3600.0;0;0;1;0;0;0;0;85;85238
Saint Michel en L’Herm;2300.0;0;1;0;0;0;0;0;85;85255
Saint Vincent sur Jard;1324.0;0;1;0;0;0;0;0;85;85278
Soullans;4300.0;0;1;0;0;0;0;0;85;85284
BUXEROLLES;10180.0;0;4;0;0;0;0;0;86;86041
CHASSENEUIL DU POITOU;4743.0;0;0;2;0;0;0;0;86;86062
CHATELLERAULT;31800.0;0;9;4;0;0;0;0;86;86066
CHAUNAY;1232.0;0;0;2;0;0;0;0;86;86068
CHAUVIGNY;7200.0;0;3;0;0;0;0;0;86;86070
CISSE;2883.0;0;0;1;0;0;0;0;86;86076
CIVRAY;2596.0;0;1;0;0;0;0;0;86;86078
JAUNAY-MARIGNY;7587.0;0;2;0;0;0;0;0;86;86115
LA ROCHE POSAY;1591.0;0;1;0;0;0;0;0;86;86207
LOUDUN;67000.0;0;2;0;0;0;0;0;86;86137
MIGNÉ-AUXANCES;6154.0;0;1;0;0;0;0;0;86;86158
MIREBEAU;2200.0;0;1;0;0;0;0;0;86;86160
MONTMORILLON;6399.0;0;2;0;0;0;0;0;86;86165
NAINTRÉ;6060.0;0;0;1;0;0;0;0;86;86174
NEUVILLE DE POITOU;5400.0;1;2;0;0;0;0;0;86;86177
POITIERS;88291.0;0;23;11;0;0;0;0;86;86194
ROUILLÉ;2680.0;0;0;1;0;0;0;0;86;86213
SAINT-BENOIT;7349.0;0;3;2;0;0;0;0;86;86214
SAINT-GEORGES-LES-BAILLARGEAUX;4100.0;0;1;0;0;0;0;0;86;86222
VELLECHES;367.0;0;0;0;1;0;0;0;86;86280
AIXE SUR VIENNE;5882.0;0;0;2;0;0;0;0;87;87001
BELLAC;3600.0;0;3;0;0;0;0;0;87;87011
CONDAT-SUR-VIENNE;5201.0;0;1;1;0;0;0;0;87;87048
COUZEIX;9679.0;0;3;1;0;0;0;0;87;87050
LE DORAT;1650.0;0;0;1;0;0;0;0;87;87059
FEYTIAT;6248.0;0;2;0;0;0;0;0;87;87065
ISLE;8000.0;0;1;1;0;0;0;0;87;87075
LIMOGES;133742.0;0;67;13;0;1;1;1;87;87085
MAGNAC LAVAL;1879.0;0;1;0;0;0;0;0;87;87089
PANAZOL;11.112;0;6;0;0;0;0;0;87;87114
ROCHECHOUART;3818.0;0;0;0,5;0;0;0;0;87;87126
SAINT-JUNIEN;11531.0;0;1;1;1;0;0;0;87;87154
SAINT-LEONARD DE NOBLAT;4500.0;0;1;0;0;0;0;0;87;87161
SAINT YRIEIX LA PERCHE;7150.0;0;2;0;0;0;0;0;87;87187
Bruyères;3127.0;0;3;0;0;0;0;0;88;88078
Chantraine;3292.0;0;1;0;0;0;0;0;88;88087
Charmes;4745.0;0;3;1;0;0;0;0;88;88090
Contrexeville;3414.0;0;2;0;0;0;0;0;88;88114
Cornimont;3182.0;0;1;0;0;0;0;0;88;88116
Deyvillers;1399.0;0;0;0;1;0;0;0;88;88132
Eloyes;3182.0;0;1;0;0;0;0;0;88;88158
ÉPINAL;33706.0;0;13;4;0;0;0;0;88;88160
Etival-Clarefontaine;2663.0;0;1;0;0;0;0;0;88;88165
Fraize;2887.0;0;1;0;0;0;0;0;88;88181
Gerardmer;8431.0;0;8;0;0;0;0;0;88;88196
Golbey;8921.0;0;3;2;0;0;0;0;88;88209
La Bresse;4293.0;0;2;1;0;0;0;0;88;88075
Le Val d’Ajol;3963.0;0;1;0;0;0;0;0;88;88487
Liffol le Grand;2185.0;0;1;0;0;0;0;0;88;88270
Mirecourt;5436.0;0;3;0;0;0;0;0;88;88304
Moyenmoutier;3153.0;0;2;0;0;0;0;0;88;88319
Neufchateau;6920.0;0;4;0;0;1;1;1;88;88321
Nomexy;2027.0;1;2;0;0;0;0;0;88;88327
Plainfaing;1667.0;0;0;0;1;0;0;0;88;88349
Plombières-Les-Bains;1638.0;0;1;0;0;0;0;0;88;88351
Pouxeux;2015.0;0;1;0;0;0;0;0;88;88358
Rambervillers;5231.0;0;5;0;0;0;0;0;88;88367
Raon l’Étape;6346.0;0;4;2;0;0;0;0;88;88372
Remiremont;7992.0;0;4;2;0;0;0;0;88;88383
Saint-Dié-Des-Vosges;20060.0;0;20;3;0;0;0;0;88;88413
Saint-Étienne-Les-Remiremont;3927.0;0;1;0;0;0;0;0;88;88415
Sainte-Marguerite;2377.0;0;1;0;0;0;0;0;88;88424
Saint-Michel-Sur-Meurthe;1892.0;0;0;0;1;0;0;0;88;88428
Saint-Nabord;4251.0;0;1;0;0;0;0;0;88;88429
Senones;2458.0;0;1;1;0;0;0;0;88;88451
Vagney;4019.0;0;1;0;0;0;0;0;88;88486
Vittel;4970.0;0;3;0;0;0;0;0;88;88516
Xertigny;2635.0;0;0;0;1;0;0;0;88;88530
Xonrupt-Longermer;1565.0;0;1;0;0;0;0;0;88;88531
Celles-sur-Plaine;801.0;0;0;0;1;0;0;0;88;88082
Appoigny;3295.0;0;1;0;0;0;0;0;89;89013
AUXERRE;35554.0;0;10;5;0;0;0;0;89;89024
Avallon;6682.0;0;4;0;0;0;0;0;89;89025
Brienon sur Armançon;3263.0;0;1;0;0;0;0;0;89;89055
Chablis;2244.0;0;3;1;0;0;0;0;89;89068
Charny Orée de Puisaye;4886.0;0;2;0;1;0;0;0;89;89086
Cheny;2394.0;0;1;0;0;0;0;0;89;89099
Joigny;9879.0;0;5;0;0;0;0;0;89;89206
Migennes;7370.0;1;5;0;0;0;0;0;89;89257
Moneteau;4204.0;0;3;0;0;0;0;0;89;89263
Paron;4946.0;0;6;0;0;0;0;0;89;89287
Pont sur Yonne;3376.0;0;2;0;0;0;0;0;89;89309
Saint Clément;2817.0;0;2;0;0;0;0;0;89;89338
Saint Florentin;4302.0;1;5;0;0;0;0;0;89;89345
Saint Georges sur Baulche;3368.0;0;1;0;0;0;0;0;89;89346
Sens;27203.0;0;21;4;0;2;2;1;89;89387
Tonnerre;4546.0;0;1;1;0;0;0;0;89;89418
Villeneuve la Guyard;3561.0;0;1;0;0;0;0;0;89;89460
Villeneuve sur Yonne;5250.0;0;4;0;0;0;0;0;89;89464
Chéroy;1692.0;0;0;0;1;0;0;0;89;89100
Montholon;2916.0;0;0;0;1;0;0;0;89;89003
Toucy;2756.0;0;0;0;1;0;0;0;89;89419
BELFORT;49000.0;1;33;22;8;2;1;1;90;90010
Boron;494.0;1;10;0;0;0;0;0;90;90014
VALDOIE;5300.0;0;2;0;0;0;0;0;90;90099
ANGERVILLE;4300.0;0;3;0;0;0;0;0;91;91016
ARPAJON;10482.0;0;4;3;0;0;0;0;91;91021
ATHIS- MONS;36000.0;0;13;5;0;1;2;1;91;91027
BALLAINVILLIERS;4800.0;1;2;0;0;0;0;0;91;91044
BALLANCOURT SUR ESSONNE;7700.0;0;2;1;0;0;0;0;91;91045
BIEVRES;4744.0;0;3;1;0;0;0;0;91;91064
BONDOUFLE;10144.0;0;0;2;0;0;0;0;91;91086
BOUSSY-SAINT-ANTOINE;8058.0;1;3;0;0;0;0;0;91;91097
BRETIGNY SUR ORGE;26878.0;0;9;3;0;0;0;0;91;91103
BREUILLET;8347.0;0;2;0;0;0;0;0;91;91105
BRUNOY;26448.0;0;6;1;0;1;1;1;91;91114
BURES SUR YVETTE;9690.0;0;1;1;0;0;0;0;91;91122
CERNY;3502.0;0;0;1;0;0;0;0;91;91129
CHAMPLAN;2887.0;0;2;0;0;0;0;0;91;91136
CHILLY-MAZARIN;22000.0;0;10;6;0;0;0;0;91;91161
CORBEIL-ESSONNES;51528.0;0;22;14;0;1;1;1;91;91174
CROSNE;9342.0;0;5;0;0;0;0;0;91;91191
DOURDAN;10748.0;0;4;2;0;0;0;0;91;91200
DRAVEIL;29500.0;0;4;6;0;0;0;0;91;91201
EPINAY SOUS SENART;12951.0;1;12;2;0;0;0;0;91;91215
EPINAY SUR ORGE;10992.0;0;3;0;0;0;0;0;91;91216
ETAMPES;25000.0;0;10;6;0;1;1;1;91;91223
ETIOLLES;3200.0;0;3;0;0;0;0;0;91;91225
EVRY-COURCOURONNES;69890.0;0;80;30;0;7;7;1;91;91228
FORGES LES BAINS;3923.0;0;0;0;1;0;0;0;91;91249
GIF SUR YVETTE;22000.0;0;9;1;0;0;0;0;91;91272
GRIGNY;28201.0;0;5;5;0;0;0;0;91;91286
IGNY;10077.0;0;3;4;0;0;0;0;91;91312
ITTEVILLE;6500.0;0;1;2;0;0;0;0;91;91315
JUVISY-SUR-ORGE;17000.0;1;10;2;0;0;0;0;91;91326
LA FERTE ALAIS;3857.0;0;1;0;0;0;0;0;91;91232
LA VILLE DU BOIS;7750.0;0;4;0;0;0;0;0;91;91665
LARDY *;5608.0;0;2;1;0;0;0;0;91;91330
LE COUDRAY MONTCEAUX;4900.0;0;6;0;0;0;0;0;91;91179
LE PLESSIS PATE;4198.0;0;3;0;0;0;0;0;91;91494
LES ULIS;25031.0;0;11;3;0;0;0;0;91;91692
LEUVILLE SUR ORGE;4500.0;0;1;0;0;0;0;0;91;91333
LIMOURS;6812.0;0;0;1;0;0;0;0;91;91338
LINAS;7000.0;0;4;0;0;0;0;0;91;91339
LISSES;7625.0;0;5;4;0;0;0;0;91;91340
LONGJUMEAU;21800.0;0;15;4;0;2;2;1;91;91345
LONGPONT-SUR-ORGE;6700.0;0;2;0;0;0;0;0;91;91347
MARCOUSSIS;8270.0;0;4;0;0;0;0;0;91;91363
MAROLLES-EN-HUREPOIX;5600.0;0;3;0;0;0;0;0;91;91376
MASSY;56000.0;0;18;13;0;0;0;0;91;91377
MENNECY;15019.0;0;11;4;0;2;3;1;91;91386
MILLY-LA-FORET;4726.0;0;1;2;0;0;0;0;91;91405
MONTGERON;24000.0;0;8;4;0;0;0;0;91;91421
MONTLHERY;7829.0;0;6;1;0;0;0;0;91;91425
MORANGIS;13453.0;0;4;4;0;0;0;0;91;91432
MORIGNY-CHAMPIGNY;4346.0;0;2;2;0;0;0;0;91;91433
MORSANG SUR ORGE;20619.0;0;0;4;0;0;0;0;91;91434
NOZAY;4715.0;0;3;0;0;0;0;0;91;91458
OLLAINVILLE;5000.0;0;1;1;0;0;0;0;91;91461
ORSAY;16753.0;0;7;3;0;0;0;0;91;91471
PALAISEAU;35590.0;0;14;4;0;0;0;0;91;91477
PARAY-VIEILLE-POSTE;7800.0;0;10;2;0;0;0;0;91;91479
PRUNAY-SUR-ESSONNE;310.0;0;0;0;1;0;0;0;91;91507
QUINCY-SOUS-SENART;8780.0;1;2;0;0;0;0;0;91;91514
RIS-ORANGIS;30775.0;0;14;6;0;2;2;1;91;91521
SACLAY;4000.0;0;2;0;0;0;0;0;91;91534
SAINT CHERON;5300.0;0;2;0;0;0;0;0;91;91540
SAINTE-GENEVIEVE-DES-BOIS;36140.0;0;4;0;0;0;0;0;91;91549
SAINT GERMAIN LES ARPAJON;11000.0;0;1;0;0;1;1;1;91;91552
SAINT-GERMAIN-LES-CORBEIL;7500.0;0;9;3;0;1;1;1;91;91553
SAINT-MICHEL-SUR-ORGE;20484.0;0;7;1;0;2;2;1;91;91570
SAINT PIERRE DU PERRAY;11220.0;0;5;0;0;0;0;0;91;91573
SAINT VRAIN;3107.0;0;1;0;0;0;0;0;91;91579
SAINTRY SUR SEINE;5700.0;0;2;0;0;0;0;0;91;91577
SAULX LES CHARTREUX;5600.0;1;3;1;0;0;0;0;91;91587
SAVIGNY-SUR-ORGE;36096.0;0;6;4;0;0;0;0;91;91589
SOISY SUR SEINE;7235.0;0;7;0;0;0;0;0;91;91600
TIGERY;4500.0;0;2;0;0;0;0;0;91;91617
VARENNES-JARCY;2315.0;1;1;0;1;0;0;0;91;91631
VERRIERES LE BUISSON;15600.0;0;4;4;0;0;0;0;91;91645
VERT LE GRAND;2294.0;0;1;0;0;0;0;0;91;91648
VIGNEUX-SUR-SEINE;34177.0;0;8;5;0;0;0;0;91;91657
VILLABE;5487.0;0;4;1;0;0;0;0;91;91659
VILLEBON-SUR-YVETTE;10500.0;0;7;0;0;0;0;0;91;91661
VILLEJUST;2500.0;0;2;0;0;0;0;0;91;91666
VIRY-CHATILLON;30231.0;1;10;9;0;0;0;0;91;91687
WISSOUS;7500.0;0;8;0;0;0;0;0;91;91689
YERRES;29338.0;0;18;7;0;1;1;1;91;91691
Antony;62800.0;0;7;4;0;0;0;0;92;92002
Asnières-sur-Seine;87143.0;0;65;28;0;3;3;1;92;92004
Bagneux;41000.0;0;4;0;0;0;0;0;92;92007
Bois-Colombes;35000.0;0;24;13;0;0;0;0;92;92009
Boulogne-Billancourt;117931.0;0;32;43;0;0;0;0;92;92012
Bourg-la-Reine;20091.0;0;7;3;0;0;0;0;92;92014
Châtenay-Malabry;34000.0;0;11;6;0;0;0;0;92;92019
Châtillon;37000.0;0;25;5;0;0;0;0;92;92020
Chaville;21457.0;0;3;0;0;0;0;0;92;92022
Clamart;53429.0;0;21;1;0;1;1;1;92;92023
Clichy;62000.0;0;31;38;0;1;1;1;92;92024
Colombes;85518.0;0;48;28;0;4;4;1;92;92025
Courbevoie;81558.0;0;49;10;0;0;0;0;92;92026
Fontenay-aux-Roses;25578.0;0;11;1;0;0;0;0;92;92032
Gennevilliers;44551.0;0;2;0;0;0;0;0;92;92036
La Garenne-Colombes;29682.0;0;21;7;0;0;0;0;92;92035
Le Plessis-Robinson;30215.0;0;26;8;0;2;2;1;92;92060
Levallois-Perret;65817.0;0;69;32;0;1;1;1;92;92044
Malakoff  ;31000.0;0;6;2;0;0;0;0;92;92046
Meudon;46000.0;0;15;0;0;0;0;0;92;92048
Montrouge;50000.0;0;20;2;0;0;0;0;92;92049
NANTERRE;96000.0;0;3;14;0;0;0;0;92;92050
Neuilly-sur-Seine;61296.0;0;55;27;0;0;0;0;92;92051
Puteaux;44465.0;0;58;36;0;1;1;1;92;92062
Rueil-Malmaison;78794.0;0;47;14;1;1;1;1;92;92063
Saint-Cloud;30000.0;0;5;6;0;0;0;0;92;92064
Sceaux;19975.0;0;7;7;0;0;0;0;92;92071
Sèvres;23000.0;0;2;0;0;0;0;0;92;92072
Suresnes;49630.0;0;25;0;0;0;0;0;92;92073
Vanves  ;28205.0;0;6;0;0;0;0;0;92;92075
Villeneuve-la-Garenne;24000.0;0;6;1;0;0;0;0;92;92078
AUBERVILLIERS;90000.0;0;27;11;0;1;1;1;93;93001
AULNAY SOUS BOIS;85740.0;0;82;6;0;4;5;1;93;93005
BAGNOLET;35881.0;0;0;8;0;0;0;0;93;93006
BOBIGNY;54272.0;0;25;8;0;0;0;0;93;93008
BONDY;54000.0;0;18;8;0;0;0;0;93;93010
CLICHY SOUS BOIS;30082.0;0;4;6;0;0;0;0;93;93014
COUBRON;4907.0;0;2;2;0;0;0;0;93;93015
DRANCY;72391.0;0;24;10;0;0;0;0;93;93029
DUGNY;10757.0;0;4;4;0;0;0;0;93;93030
EPINAY SUR SEINE;56000.0;0;19;8;0;3;5;1;93;93031
GAGNY;39800.0;0;8;3;0;1;1;1;93;93032
GOURNAY SUR MARNE;6878.0;0;5;5;0;0;0;0;93;93033
LA COURNEUVE;43000.0;0;20;21;0;0;0;0;93;93027
LE BLANC MESNIL;55000.0;0;32;28;0;1;2;1;93;93007
LE BOURGET;17000.0;0;14;6;0;0;0;0;93;93013
LE PRE SAINT GERVAIS;19500.0;0;8;5;0;0;0;0;93;93061
LES LILAS;23294.0;0;9;9;0;0;0;0;93;93045
LE RAINCY;14900.0;0;9;5;0;0;0;0;93;93062
L’ILE SAINT DENIS;7539.0;0;0;3;0;0;0;0;93;93039
LIVRY GARGAN;43000.0;0;29;4;0;3;4;1;93;93046
MONTFERMEIL;26000.0;0;13;4;0;2;2;1;93;93047
MONTREUIL;106462.0;0;10;9;0;0;0;0;93;93048
NEUILLY PLAISANCE;21165.0;0;5;5;0;0;0;0;93;93049
NEUILLY-SUR-MARNE;35680.0;0;7;6;0;0;0;0;93;93050
