libcom_source;Nombre d’habitants de la commune;Mise en commun d'agents de police municipale entre communes;nb_agents de police municipale;nb_ASVP;Nombre de gardes-champêtres;Nombre de maîtres chiens de police municipale;Nombre de chiens de patrouille de police municipale;Nombre de communes ou EPCI doté(e)s d’une brigade canine;DEP;INSEE_COM
EYGUIERES;6996.0;0;5;0;0;0;0;0;13;13035
EYRAGUES;4500.0;0;3;0;0;0;0;0;13;13036
LA FARE-LES-OLIVIERS;8848.0;0;5;2;0;0;0;0;13;13037
FONTVIEILLE;3578.0;0;3;0;0;0;0;0;13;13038
FOS-SUR-MER;16000.0;0;34;2;0;0;0;0;13;13039
FUVEAU;10342.0;0;8;2;0;0;0;0;13;13040
GARDANNE;20731.0;0;20;6;0;0;0;0;13;13041
GEMENOS;6763.0;0;8;0;0;0;0;0;13;13042
GIGNAC-LA-NERTHE;9977.0;0;14;2;0;0;0;0;13;13043
GRANS;5280.0;0;10;0;0;0;0;0;13;13044
GRAVESON;4930.0;0;4;1;1;0;0;0;13;13045
GREASQUE;4320.0;0;2;1;0;0;0;0;13;13046
ISTRES;43817.0;0;59;25;0;0;0;0;13;13047
JOUQUES;4504.0;0;1;0;0;0;0;0;13;13048
LAMBESC;10175.0;0;6;2;1;0;0;0;13;13050
LANCON-DE-PROVENCE;9061.0;0;3;0;2;0;0;0;13;13103
MAILLANE;2700.0;0;1;0;0;0;0;0;13;13052
MALLEMORT;6290.0;0;6;1;0;0;0;0;13;13053
MARIGNANE;32396.0;0;16;10;3;0;0;0;13;13054
MARSEILLE;871000.0;0;428;6;0;0;0;0;13;13055
MARTIGUES;49000.0;0;44;7;0;0;0;0;13;13056
MEYRARGUES;3800.0;0;3;0;0;0;0;0;13;13059
MEYREUIL;5756.0;0;8;2;0;0;0;0;13;13060
MIMET;4800.0;0;2;0;0;0;0;0;13;13062
MIRAMAS;27062.0;0;42;7;1;1;1;1;13;13063
MOLLEGES;2608.0;0;1;0;0;0;0;0;13;13064
MOURIES;3500.0;0;2;0;0;0;0;0;13;13065
NOVES;5915.0;0;4;1;0;0;0;0;13;13066
ORGON;2892.0;0;3;0;0;0;0;0;13;13067
PELISSANNE;10754.0;0;6;2;0;0;0;0;13;13069
LA PENNE-SUR-HUVEAUNE;6446.0;0;5;2;0;0;0;0;13;13070
LES PENNES-MIRABEAU;21910.0;0;31;5;0;2;2;1;13;13071
PEYNIER;4500.0;0;2;0;0;0;0;0;13;13072
PEYPIN;5561.0;0;1;2;0;0;0;0;13;13073
PEYROLLES-EN-PROVENCE;5223.0;0;4;0;0;0;0;0;13;13074
PLAN-DE-CUQUES;11481.0;0;14;8;1;0;0;0;13;13075
PLAN D'ORGON;3500.0;0;2;1;0;0;0;0;13;13076
PORT-DE-BOUC;16500.0;0;8;1;0;0;0;0;13;13077
PORT-SAINT-LOUIS-DU-RHONE;8600.0;0;3;0;0;0;0;0;13;13078
LE PUY-SAINTE-REPARADE;5811.0;0;4;0;0;0;0;0;13;13080
ROGNAC;12080.0;0;22;6;1;0;0;0;13;13081
ROGNES;5000.0;0;3;0;0;0;0;0;13;13082
ROGNONAS;4200.0;0;2;1;0;0;0;0;13;13083
LA ROQUE D'ANTHERON;5543.0;0;4;2;0;0;0;0;13;13084
ROQUEFORT-LA-BEDOULE;6015.0;0;5;0;0;0;0;0;13;13085
ROQUEVAIRE;8837.0;0;6;0;0;0;0;0;13;13086
ROUSSET;5058.0;0;8;3;0;0;0;0;13;13087
LE ROVE;5137.0;0;5;1;0;0;0;0;13;13088
SAINT-ANDIOL;3200.0;0;2;1;0;0;0;0;13;13089
SAINT-CANNAT;5700.0;0;5;1;0;0;0;0;13;13091
SAINT-CHAMAS;9136.0;0;6;0;0;0;0;0;13;13092
SAINT-ETIENNE-DU-GRES;2542.0;0;2;0;0;0;0;0;13;13094
SAINT-MARC-JAUMEGARDE;1200.0;0;1;0;0;0;0;0;13;13095
LES SAINTES-MARIES-DE-LA-MER;2144.0;0;8;6;0;0;0;0;13;13096
SAINT-MARTIN-DE-CRAU;13413.0;0;13;2;2;0;0;0;13;13097
SAINT-MITRE-LES-REMPARTS;5930.0;0;5;0;0;0;0;0;13;13098
SAINT-PAUL-LES-DURANCE;880.0;0;1;0;0;0;0;0;13;13099
SAINT-REMY-DE-PROVENCE;9986.0;0;11;5;0;0;0;0;13;13100
SAINT-SAVOURNIN;3500.0;0;1;1;0;0;0;0;13;13101
SAINT-VICTORET;6550.0;0;5;4;0;0;0;0;13;13102
SALON-DE-PROVENCE;45970.0;0;53;6;0;2;2;1;13;13103
SAUSSET-LES-PINS;7725.0;0;13;0;0;0;0;0;13;13104
SENAS;7248.0;0;8;2;0;0;0;0;13;13105
SEPTEMES-LES-VALLONS;11153.0;0;9;0;0;0;0;0;13;13106
SIMIANE-COLLONGUE;5800.0;0;4;0;2;0;0;0;13;13107
TARASCON;15600.0;0;13;8;7;0;0;0;13;13108
LE THOLONET;2400.0;0;2;0;0;0;0;0;13;13109
TRETS;10453.0;0;6;5;0;0;0;0;13;13110
VELAUX;8733.0;0;6;3;0;0;0;0;13;13112
VENELLES;8500.0;0;7;3;1;0;0;0;13;13113
VENTABREN;5514.0;0;3;3;2;0;0;0;13;13114
VERNEGUES;2068.0;0;1;1;0;0;0;0;13;13115
VITROLLES-EN-PROVENCE;34000.0;0;50;4;0;0;0;0;13;13074
Argences;3786.0;0;2;0;0;0;0;0;14;14020
Arromanches-les-Bains;492.0;0;0;2;1;0;0;0;14;14021
Bayeux;13350.0;0;7;3;0;0;0;0;14;14047
Bernières-sur-Mer;2321.0;0;1;0;0;0;0;0;14;14066
Blainville-sur-Orne;6015.0;0;4;0;0;0;0;0;14;14076
Blonville-sur-Mer;1595.0;0;1;0;0;0;0;0;14;14079
Bretteville-sur-Odon;3994.0;0;0;1;0;0;0;0;14;14101
Cabourg;3635.0;0;7;0;0;0;0;0;14;14117
CAEN;107686.0;0;64;33;0;0;0;0;14;14118
Carpiquet;2771.0;0;1;1;0;0;0;0;14;14137
Colleville Montgomery;2539.0;1;0;0;0;0;0;0;14;14166
Colombelles;6993.0;0;4;0;0;0;0;0;14;14167
Cormelles le Royal;5004.0;0;3;0;0;0;0;0;14;14181
Courseulles-sur-Mer;4297.0;0;2;1;0;0;0;0;14;14191
Creully-sur-Seulles;2348.0;0;1;0;0;0;0;0;14;14200
Cuverville;2260.0;0;0;1;0;0;0;0;14;14215
Deauville;3655.0;0;3;11;0;0;0;0;14;14220
Démouville;3214.0;0;1;1;0;0;0;0;14;14221
Douvres-la-Délivrande;5203.0;0;2;0;0;0;0;0;14;14228
Falaise;8351.0;0;3;1;0;0;0;0;14;14258
Fleury sur Orne;5023.0;0;1;0;0;0;0;0;14;14271
Giberville;4998.0;0;2;0;0;0;0;0;14;14301
Gouvix;850.0;0;0;0;1;0;0;0;14;14309
Graye-sur-Mer;721.0;0;0;1;0;0;0;0;14;14318
Hermanville-sur-Mer;3147.0;0;1;0;0;0;0;0;14;14325
Hérouville Saint Clair;22909.0;0;14;0;0;0;0;0;14;14327
Honfleur;7352.0;0;6;5;0;0;0;0;14;14333
Houlgate;1830.0;0;1;0;0;0;0;0;14;14338
Ifs;11761.0;0;6;0;0;0;0;0;14;14341
Isigny-sur-Mer;3662.0;0;2;0;0;0;0;0;14;14342
Langrune-sur-Mer;1926.0;0;1;0;0;0;0;0;14;14354
Le Molay Littry;3042.0;0;1;1;0;0;0;0;14;14370
Lion-sur-Mer;2538.0;0;1;0;0;0;0;0;14;14365
Lisieux;20823.0;0;1;5;0;0;0;0;14;14366
Livarot-Pays-d’Auge;6365.0;0;1;0;0;0;0;0;14;14371
Luc-sur-Mer;3280.0;0;1;0;0;0;0;0;14;14384
May-sur-Orne;1981.0;0;0;0;1;0;0;0;14;14408
Merville-Franceville-Plage;2212.0;0;1;0;0;0;0;0;14;14409
Mezidon Vallée d’Auge;9720.0;0;3;0;0;0;0;0;14;14431
Mondeville;10151.0;0;5;0;0;0;0;0;14;14437
Orbec;2038.0;0;1;0;0;0;0;0;14;14478
Ouistreham;9367.0;1;9;1;0;0;0;0;14;14488
Pont l’Évêque;4704.0;0;3;0;0;0;0;0;14;14514
Port en Bessin Huppain;1957.0;0;1;0;0;0;0;0;14;14515
Potigny;2096.0;0;0;0;1;0;0;0;14;14516
Ranville;1883.0;0;0;6;0;0;0;0;14;14530
Rots;2532.0;0;0;1;0;0;0;0;14;14543
Saint-Aubin d’Arquenay;1083.0;1;0;0;0;0;0;0;14;14558
Saint-Aubin-sur-Mer;2355.0;0;1;0;0;0;0;0;14;14562
Saint-Contest;2567.0;0;0;1;0;0;0;0;14;14566
Saint-Manvieu-Norrey;2029.0;0;0;1;0;0;0;0;14;14610
Saint-Pierre-en-Auge;7831.0;0;2;0;0;0;0;0;14;14654
Thue-et-Mue;6239.0;0;0;2;0;0;0;0;14;14098
Trévières;929.0;0;0;1;0;0;0;0;14;14711
Troarn;3572.0;0;1;0;0;0;0;0;14;14712
Trouville-sur-Mer;4703.0;0;7;3;0;0;0;0;14;14715
Varaville;988.0;0;1;0;0;0;0;0;14;14724
Ver-sur-Mer;1680.0;0;0;1;0;0;0;0;14;14739
Verson;3702.0;0;2;0;0;0;0;0;14;14738
Villers Bocage;3170.0;0;1;1;0;0;0;0;14;14752
Villers-sur-Mer;2652.0;0;2;3;0;0;0;0;14;14754
Vire Normandie;17774.0;0;0;1;0;0;0;0;14;14762
AURILLAC;25499.0;0;8;3;0;1;1;1;15;15014
Mauriac;3603.0;0;1;0;0;0;0;0;15;15120
Murat;1878.0;0;1;0;0;0;0;0;15;15138
Riom es Montagnes;2513.0;0;1;0;0;0;0;0;15;15162
Saint-Flour;6432.0;0;4;0;0;0;0;0;15;15187
Saint-Amandin;231.0;0;0;0;1;0;0;0;15;15170
ANGOULEME;42000.0;0;20;6;0;1;1;1;16;16015
BAIGNES-SAINTE-RADEGONDE;1238.0;0;1;0;0;0;0;0;16;16025
BERNAC;413.0;0;0;0;1;0;0;0;16;16039
CHABANAIS;1600.0;0;0;0;1;0;0;0;16;16070
CHALAIS;1807.0;0;0;1;0;0;0;0;16;16073
CHAMPNIERS;5267.0;0;1;0;0;0;0;0;16;16078
CHATEAUBERNARD;3700.0;0;1;0;0;0;0;0;16;16089
COGNAC;19000.0;0;11;2;0;0;0;0;16;16102
CONFOLENS;2866.0;0;0;0;1;0;0;0;16;16106
FLEAC;3923.0;0;1;0;0;0;0;0;16;16139
GOND-PONTOUVRE;6150.0;0;1;0;0;0;0;0;16;16154
JARNAC;4450.0;0;2;0;0;0;0;0;16;16167
JAVREZAC;596.0;0;0;1;0;0;0;0;16;16169
LA COURONNE;8024.0;0;3;0;0;0;0;0;16;16113
LA ROCHEFOUCAULD EN ANGOUMOIS;4196.0;0;0;1;0;0;0;0;16;16281
LES GOURS;111.0;0;0;0;1;0;0;0;16;16155
L’ISLE-D’ESPAGNAC;5514.0;0;2;1;0;0;0;0;16;16166
MAGNAC-SUR-TOUVRE;3300.0;1;1;0;0;0;0;0;16;16199
MANSLE;1709.0;0;0;1;0;0;0;0;16;16206
MOULIDARS;732.0;0;0;0;1;0;0;0;16;16234
NERSAC;2409.0;0;1;0;0;0;0;0;16;16244
ROUILLAC;3013.0;0;0;0;1;0;0;0;16;16286
RUELLE-SUR-TOUVRE;7300.0;1;2;0;0;0;0;0;16;16291
RUFFEC;3500.0;0;2;1;0;0;0;0;16;16292
SAINT-YRIEIX-SUR-CHARENTE;7381.0;0;2;0;0;0;0;0;16;16358
SEGONZAC;2183.0;0;1;0;0;0;0;0;16;16366
SOYAUX;9900.0;0;5;0;0;0;0;0;16;16374
VARS;2100.0;0;0;1;0;0;0;0;16;16393
AIGREFEUILLE D’AUNIS;4251.0;0;2;0;0;0;0;0;17;17003
ANGOULINS;4151.0;0;1;0;0;0;0;0;17;17010
ARS EN RE;1217.0;0;2;0;0;0;0;0;17;17019
ARVERT;3650.0;0;1;0;0;0;0;0;17;17021
AYTRE;9414.0;0;4;0;0;0;0;0;17;17028
BOURCEFRANC LE CHAPUS;3506.0;0;2;0;0;0;0;0;17;17058
BREUILLET;3050.0;0;2;0;0;0;0;0;17;17064
CABARIOT;1409.0;0;0;0;1;0;0;0;17;17075
CHAILLEVETTE;1587.0;0;1;0;0;0;0;0;17;17079
CHANIERS;3612.0;0;1;0;0;0;0;0;17;17086
CHATELAILLON PLAGE;5993.0;0;3;0;0;0;0;0;17;17094
CLAVETTE;1480.0;0;0;1;0;0;0;0;17;17109
COZES;2183.0;0;0;1;1;0;0;0;17;17131
CROIX CHAPEAU;1284.0;0;1;0;0;0;0;0;17;17136
DOLUS D’OLERON;3206.0;0;1;0;0;0;0;0;17;17140
DOMPIERRE SUR MER;5560.0;0;2;0;0;0;0;0;17;17142
ECHILLAIS;3616.0;0;0;1;0;0;0;0;17;17146
ESNANDES;2108.0;0;1;0;0;0;0;0;17;17153
ETAULES;2546.0;0;0;0;1;0;0;0;17;17155
FOURAS;3968.0;0;2;0;0;0;0;0;17;17168
JONZAC;3657.0;0;3;0;0;0;0;0;17;17197
LA BREE LES BAINS;700.0;0;1;1;0;0;0;0;17;17486
LA COUARDE SUR MER;1156.0;0;2;0;0;0;0;0;17;17121
LA FLOTTE;2825.0;0;4;2;0;0;0;0;17;17161
LA JARNE;2595.0;0;1;0;0;0;0;0;17;17193
LA JARRIE;3336.0;0;1;0;0;0;0;0;17;17194
LA ROCHELLE;79333.0;0;45;15;4;0;0;0;17;17300
LA TREMBLADE;4322.0;0;2;1;0;0;0;0;17;17452
LAGORD;7500.0;0;2;0;0;0;0;0;17;17200
LE BOIS PLAGE EN RE;2248.0;0;1;2;1;0;0;0;17;17051
LA CHATEAU D’OLERON;4242.0;0;1;0;0;0;0;0;17;17093
LE GRAND VILLAGE PLAGE;1083.0;0;1;0;0;0;0;0;17;17485
LES MATHES;2142.0;0;3;1;0;0;0;0;17;17225
LES PORTES EN RE;608.0;0;1;1;0;0;0;0;17;17286
L’HOUMEAU;2921.0;0;1;0;0;0;0;0;17;17190
LOIX;751.0;0;0;2;0;0;0;0;17;17207
MARANS;4569.0;0;3;0;0;0;0;0;17;17218
MARENNES HIERS BROUAGE;6230.0;0;2;1;1;0;0;0;17;17219
MARSILLY;3045.0;0;1;0;0;0;0;0;17;17222
MATHA;2240.0;0;0;1;0;0;0;0;17;17224
MEDIS;3064.0;0;1;0;0;0;0;0;17;17228
MESCHERS SUR GIRONDE;3195.0;0;3;0;0;0;0;0;17;17230
MONTENDRE;3277.0;0;2;0;0;0;0;0;17;17240
MONTGUYON;1584.0;0;0;2;0;0;0;0;17;17241
MORNAC SUR SEUDRE;869.0;0;1;0;0;0;0;0;17;17247
NIEUL SUR MER;6007.0;0;1;0;0;0;0;0;17;17264
PERIGNY;9157.0;0;3;0;0;0;0;0;17;17274
PONS;4432.0;0;1;1;0;0;0;0;17;17283
PORT D’ENVAUX;1173.0;0;0;0;1;0;0;0;17;17285
PORT DES BARQUES;1788.0;0;0;1;0;0;0;0;17;17484
PUILBOREAU;6500.0;0;2;0;0;0;0;0;17;17291
ROCHEFORT;24266.0;0;7;6;0;0;0;0;17;17299
ROYAN;18500.0;0;21;6;0;0;0;0;17;17306
SAINT AUGUSTIN;1405.0;0;0;0;1;0;0;0;17;17311
SAINT CLEMENT DES BALEINES;630.0;0;2;0;0;0;0;0;17;17318
SAINT DENIS D’OLERON;1300.0;0;1;1;1;0;0;0;17;17323
SAINT GEORGES DE DIDONNE;5268.0;0;5;0;0;0;0;0;17;17333
SAINT GEORGES D’OLERON;3700.0;0;0;2;0;0;0;0;17;17337
SAINT JEAN D’ANGELY;7800.0;0;5;1;0;0;0;0;17;17347
SAINT JEAN DE LIVERSAY;2994.0;0;1;0;0;0;0;0;17;17349
SAINT JUST LUZAC;2059.0;0;1;0;0;0;0;0;17;17351
SAINT MARTIN DE RE;2300.0;0;3;5;0;0;0;0;17;17369
SAINT MEDARD D’AUNIS;2345.0;0;0;1;0;0;0;0;17;17373
SAINT PALAIS SUR MER;3905.0;0;3;0;0;0;0;0;17;17380
SAINT PIERRE D’OLERON;6900.0;0;3;0;0;0;0;0;17;17385
SAINT ROGATIEN;2256.0;0;1;1;0;0;0;0;17;17391
SAINT SAVINIEN;2550.0;0;0;1;0;0;0;0;17;17397
SAINT SULPICE DE ROYAN;3113.0;0;1;0;0;0;0;0;17;17409
SAINT TROJAN LES BAINS;1204.0;0;2;0;0;0;0;0;17;17411
SAINT XANDRE;5000.0;0;1;0;0;0;0;0;17;17414
SAINTE MARIE DE RE;3469.0;0;2;1;0;0;0;0;17;17360
SAINTE SOULLE;4798.0;0;1;0;0;0;0;0;17;17407
SAINTES;25148.0;0;14;8;1;0;0;0;17;17415
SEMUSSAC;2500.0;0;1;0;0;0;0;0;17;17425
SURGERES;6786.0;0;2;0;0;0;0;0;17;17434
THAIRE;1767.0;0;1;0;0;0;0;0;17;17443
TONNAY CHARENTE;8097.0;0;2;0;0;0;0;0;17;17449
VAUX SUR MER;4007.0;0;3;0;0;0;0;0;17;17461
VILLEDOUX;2250.0;0;0;1;0;0;0;0;17;17472
YVES;1506.0;0;0;0;1;0;0;0;17;17483
les Aix d’Angillon;1917.0;0;1;0;0;0;0;0;18;18003
Allogny;1089.0;0;0;1;0;0;0;0;18;18004
Aubigny sur Nere;5539.0;0;3;2;0;0;0;0;18;18015
Augy sur Aubois;291.0;0;0;0;1;0;0;0;18;18017
Avord;2714.0;0;1;0;0;0;0;0;18;18018
Baugy;1725.0;0;0;0;1;0;0;0;18;18023
BOURGES;66606.0;0;34;20;1;1;1;1;18;18033
La Chapelle saint Ursin;3740.0;0;1;0;0;0;0;0;18;18050
Chateaumeillant;1771.0;0;0;1;0;0;0;0;18;18057
Dun sur Auron;3731.0;0;1;0;0;0;0;0;18;18087
Ennordres;219.0;0;0;0;1;0;0;0;18;18088
Farges en Septaine;1040.0;0;0;0;1;0;0;0;18;18092
Genouilly;696.0;0;0;0;1;0;0;0;18;18100
La Guerche sur l’Aubois;3200.0;0;1;0;0;0;0;0;18;18108
Jouet sur l’Aubois;1357.0;0;0;0;1;0;0;0;18;18118
Marmagne;1998.0;0;1;0;0;0;0;0;18;18138
Mehun sur Yèvre;6683.0;0;2;1;0;0;0;0;18;18141
Menetou Salon;1612.0;0;1;0;0;0;0;0;18;18145
Nérondes;1496.0;0;0;0;1;0;0;0;18;18160
Saint Amand Montrond;9770.0;0;5;2;0;0;0;0;18;18197
Saint Doulchard;9787.0;0;1;0;0;0;0;0;18;18205
Saint Eloy de Gy;1602.0;0;0;0;1;0;0;0;18;18206
Saint Florent sur Cher;6442.0;0;4;0;0;0;0;0;18;18207
Saint Germain du Puy;5196.0;0;2;0;0;0;0;0;18;18213
Saint Satur;1448.0;0;1;1;0;0;0;0;18;18233
Sancerre;1405.0;0;2;0;0;0;0;0;18;18241
Sancoins;3017.0;0;1;0;0;0;0;0;18;18242
Vierzon;25464.0;0;9;4;0;0;0;0;18;18279
Villabon;593.0;0;0;0;1;0;0;0;18;18282
Allassac;3900.0;0;1;0;0;0;0;0;19;19005
Brive-la-Gaillarde;48000.0;0;30;9;0;4;4;1;19;19031
Malemort;8150.0;0;0;2;0;0;0;0;19;19123
TULLE;15000.0;0;4;5;0;0;0;0;19;19272
Argentat sur Dordogne;3100.0;0;0;1;0;0;0;0;19;19010
Ussel;9923.0;0;0;3;0;0;0;0;19;19275
AJACCIO;80000.0;0;40;4;0;0;0;0;2A;2A004
BONIFACIO;3189.0;0;4;1;1;0;0;0;2A;2A041
PORTO-VECCHIO;11844.0;0;7;4;1;0;0;0;2A;2A247
PROPRIANO;3706.0;0;0;2;0;0;0;0;2A;2A249
BASTIA;48746.0;0;19;8;0;0;0;0;2B;2B033
Calvi;5748.0;0;6;2;0;0;0;0;2B;2B050
Corte;7500.0;0;5;2;0;0;0;0;2B;2B096
L’Ile-Rousse;3178.0;0;2;2;0;0;0;0;2B;2B134
Ventiseri;2800.0;0;1;0;0;0;0;0;2B;2B342
Auxonne;7743.0;0;3;1;0;0;0;0;21;21038
Beaune;21661.0;0;5;0;0;0;0;0;21;21054
Brazey-en-Plaine;2415.0;0;1;0;0;0;0;0;21;21103
Châtillon-sur-Seine;5385.0;0;1;0;0;0;0;0;21;21154
Chenôve;13962.0;0;8;2;0;0;0;0;21;21166
Chevigny-Saint-Sauveur;11574.0;0;4;1;0;0;0;0;21;21171
DIJON;155114.0;0;71;14;0;0;0;0;21;21231
Échenon;771.0;1;1;0;0;0;0;0;21;21239
Fontaine-les-Dijon;8881.0;0;2;0;0;0;0;0;21;21278
Genlis;5342.0;0;3;0;0;0;0;0;21;21292
Gevrey-Chambertin;3084.0;0;1;0;0;0;0;0;21;21295
Is-sur-Tille;4424.0;0;1;1;0;0;0;0;21;21317
Longvic;8981.0;0;4;0;0;0;0;0;21;21355
Marsannay-la-Côte;5192.0;1;2;0;0;0;0;0;21;21390
Meursault;1460.0;0;0;1;0;0;0;0;21;21412
Montbard;5331.0;0;1;0;0;0;0;0;21;21425
Nolay;1477.0;0;1;0;0;0;0;0;21;21461
Nuits-Saint-Georges;5552.0;0;2;2;0;0;0;0;21;21464
Perrigny-les-Dijon;1800.0;1;1;0;0;0;0;0;21;21481
Plombières-les-Dijon;2653.0;0;1;0;1;0;0;0;21;21485
Quetigny;9651.0;0;5;1;0;0;0;0;21;21515
Saint-Apollinaire;7302.0;0;4;0;0;0;0;0;21;21540
Saint-Jean-de-Losne;1124.0;1;1;0;0;0;0;0;21;21554
Saint-Usage;1343.0;1;1;0;0;0;0;0;21;21577
Semur-en-Auxois;4124.0;0;4;0;0;0;0;0;21;21603
Seurre;2408.0;0;1;0;0;0;0;0;21;21607
Talant;11439.0;0;4;0;0;0;0;0;21;21617
BEGARD;4809.0;0;1;0;0;0;0;0;22;22004
BINIC - ETABLES SUR MER;6934.0;0;2;1;0;0;0;0;22;22055
DINAN;14407.0;0;9;2;0;0;0;0;22;22050
ERQUY;3922.0;0;2;0;0;0;0;0;22;22054
FREHEL;1602.0;0;1;0;0;0;0;0;22;22179
GUERLEDAN;2439.0;0;1;1;0;0;0;0;22;22158
GUINGAMP;7069.0;0;1;0;0;0;0;0;22;22070
HILLION;4183.0;0;1;0;0;0;0;0;22;22081
LAMBALLE-ARMOR;16688.0;0;5;2;0;0;0;0;22;22093
LANCIEUX;1558.0;0;1;0;0;0;0;0;22;22094
LANGUEUX;7801.0;0;2;0;0;0;0;0;22;22106
LANNION;20210.0;0;5;1;0;0;0;0;22;22113
LE MENE;6396.0;0;1;0;0;1;1;1;22;22046
LOUDEAC;9605.0;0;5;0;0;0;0;0;22;22136
MERDRIGNAC;2937.0;0;1;0;0;0;0;0;22;22147
PAIMPOL;7179.0;0;5;1;0;0;0;0;22;22162
PERROS-GUIREC;7089.0;0;2;0;0;0;0;0;22;22168
PLAINTEL;4441.0;0;1;0;0;0;0;0;22;22171
PLEDRAN;6839.0;0;2;0;0;0;0;0;22;22176
PLENEUF VAL ANDRE;4083.0;0;2;2;0;0;0;0;22;22186
PLERIN;14309.0;0;4;1;0;0;0;0;22;22187
PLESTIN LES GREVES;3620.0;0;1;0;0;0;0;0;22;22194
PLEUMEUR-BODOU;3857.0;0;1;0;0;0;0;0;22;22198
PLOEUC L’HERMITAGE;4103.0;0;1;0;0;0;0;0;22;22203
PLOUBAZLANEC;3039.0;0;1;0;0;0;0;0;22;22210
PLOUEZEC;3140.0;0;2;1;0;0;0;0;22;22214
PLOUFRAGAN;11383.0;0;2;0;0;0;0;0;22;22215
PLOUHA;4541.0;0;0;1;1;0;0;0;22;22222
PORDIC;7300.0;0;2;0;0;0;0;0;22;22251
QUINTIN;2867.0;0;1;0;0;0;0;0;22;22262
SAINT BRIEUC;43605.0;0;15;7;0;0;0;0;22;22278
SAINT CAST LE GUILDO;3308.0;0;1;0;0;0;0;0;22;22282
SAINT JACUT DE LA MER;911.0;0;2;0;0;0;0;0;22;22302
SAINT QUAY PORTRIEUX;3121.0;0;2;0;0;0;0;0;22;22325
TREBEURDEN;3641.0;0;1;1;0;0;0;0;22;22343
TREGASTEL;2535.0;0;1;0;0;0;0;0;22;22353
TREGUEUX;8459.0;0;2;0;0;0;0;0;22;22360
TREGUIER;2416.0;0;1;0;0;0;0;0;22;22362
YFFINIAC;4990.0;0;1;0;0;0;0;0;22;22389
PLOUGRESCANT;1166.0;0;0;2;0;0;0;0;22;22218
PENVENAN;2494.0;0;0;1;0;0;0;0;22;22166
AUBUSSON;3431.0;0;0;2;0;0;0;0;23;23008
GUERET;12800.0;0;0;3;0;0;0;0;23;23096
BERGERAC;27165.0;0;18;4;0;2;2;1;24;24037
BEYNAC ET CAZENAC;546.0;0;0;2;0;0;0;0;24;24040
BOULAZAC ISLE MANOIRE;10500.0;0;2;0;0;0;0;0;24;24053
BRANTOME EN PERIGORD;3744.0;0;1;1;0;0;0;0;24;24064
CASTELNAUD LA CHAPELLE;486.0;0;0;1;0;0;0;0;24;24086
CHÂTEAU L’EVEQUE;2190.0;0;0;0;1;0;0;0;24;24115
CHERVEIX-CUBAS;559.0;0;0;0;1;0;0;0;24;24120
COULOUNIEIX-CHAMIERS;7682.0;0;0;1;0;0;0;0;24;24138
DOMME;932.0;0;0;2;0;0;0;0;24;24152
EXCIDEUIL;1300.0;0;1;0;0;0;0;0;24;24164
LA ROQUE GAGEAC;431.0;0;0;1;0;0;0;0;24;24355
LALINDE;2831.0;0;1;0;0;0;0;0;24;24223
LAMONZIE SAINT MARTIN;2700.0;0;1;0;0;0;0;0;24;24225
LE BUGUE;2630.0;0;1;0;0;0;0;0;24;24067
LE BUISSON DE CADOUIN;1987.0;0;1;0;0;0;0;0;24;24068
LE LARDIN SAINT LAZARE;1720.0;0;1;0;0;0;0;0;24;24229
MONPAZIER;467.0;0;0;1;0;0;0;0;24;24280
MONTIGNAC-LASCAUX;3000.0;0;1;0;0;0;0;0;24;24291
MONTPON-MENESTEROL;5604.0;0;3;0;1;1;1;1;24;24294
MUSSIDAN;2812.0;0;0;0;1;0;0;0;24;24299
NONTRON;3312.0;0;0;3;0;0;0;0;24;24311
PAYS DE BELVES;1460.0;0;0;2;0;0;0;0;24;24035
PERIGUEUX;30056.0;0;20;2;0;0;0;0;24;24322
PORT-SAINTE-FOY-ET-PONCHAPT;2488.0;0;1;0;0;0;0;0;24;24335
PRIGONRIEUX;4160.0;0;1;0;0;0;0;0;24;24340
RIBERAC;4010.0;0;4;0;0;0;0;0;24;24352
SAINT ASTIER;5422.0;0;1;1;0;1;1;1;24;24372
SAINT-VINCENT-DE-CONNEZAC;685.0;0;0;1;0;0;0;0;24;24509
SARLAT-LA-CANEDA;8500.0;0;4;3;0;0;0;0;24;24520
TERRASSON-LAVILLEDIEU;6200.0;0;3;0;0;0;0;0;24;24547
THIVIERS;2871.0;0;1;0;0;0;0;0;24;24551
AUDINCOURT;13387.0;0;6;0;0;0;0;0;25;25031
BAUME LES DAMES;5151.0;0;0;2;0;0;0;0;25;25047
VILLERS LE LAC;5304.0;0;3;0;0;0;0;0;25;25321
BESANCON;116282.0;0;59;10;0;0;0;0;25;25056
BETHONCOURT;5600.0;0;3;0;0;0;0;0;25;25057
CHARQUEMONT;2791.0;0;1;0;0;0;0;0;25;25127
VIEUX CHARMONT;2700.0;0;1;0;0;0;0;0;25;25614
GRAND CHARMONT;5600.0;0;2;0;0;0;0;0;25;25284
HERIMONCOURT;3700.0;1;1;0;0;0;0;0;25;25304
LES FINS;3200.0;0;1;0;0;0;0;0;25;25240
LES HOPITAUX NEUFS;924.0;0;0;1;0;0;0;0;25;25307
MAICHE;4276.0;0;2;0;0;0;0;0;25;25356
MANDEURE;4847.0;0;3;0;0;0;0;0;25;25367
