IRIS;REG;DEP;UU2010;COM;LIBCOM;TRIRIS;GRD_QUART;TYP_IRIS;LAB_IRIS;P17_LOG;P17_RP;P17_RSECOCC;P17_LOGVAC;P17_MAISON;P17_APPART;P17_RP_1P;P17_RP_2P;P17_RP_3P;P17_RP_4P;P17_RP_5PP;P17_RP_M30M2;P17_RP_3040M2;P17_RP_4060M2;P17_RP_6080M2;P17_RP_80100M2;P17_RP_100120M2;P17_RP_120M2P;P17_RP_ACHTOT;P17_RP_ACH19;P17_RP_ACH45;P17_RP_ACH70;P17_RP_ACH90;P17_RP_ACH05;P17_RP_ACH14;P17_RPMAISON_ACHTOT;P17_RPMAISON_ACH19;P17_RPMAISON_ACH45;P17_RPMAISON_ACH70;P17_RPMAISON_ACH90;P17_RPMAISON_ACH05;P17_RPMAISON_ACH14;P17_RPAPPART_ACHTOT;P17_RPAPPART_ACH19;P17_RPAPPART_ACH45;P17_RPAPPART_ACH70;P17_RPAPPART_ACH90;P17_RPAPPART_ACH05;P17_RPAPPART_ACH14;P17_MEN_ANEM0002;P17_MEN_ANEM0204;P17_MEN_ANEM0509;P17_MEN_ANEM10P;P17_RP_PROP;P17_RP_LOC;P17_RP_LOCHLMV;P17_RP_GRAT;P17_RP_CCCOLL;P17_RP_CCIND;P17_RP_CINDELEC;P17_RP_GARL;P17_RP_VOIT1P;C17_RP_HSTU1P;C17_RP_HSTU1P_SUROCC;P17_NPER_RP_PROP;P17_NPER_RP_LOC;P17_NPER_RP_LOCHLMV;P17_NPER_RP_GRAT;P17_RP_SDB
623950000;32;62;62000;62395;Guigny;ZZZZZZ;6239500;Z;5;70;58;7;5;70;0;0;0;3;20;35;0;0;1;9;22;20;6;57;5;6;5;23;10;8;57;5;6;5;23;10;8;0;0;0;0;0;0;0;3;8;8;39;47;11;4;0;0.0;13.0;14.0;49;55;55;0;112;27;14;0;58.0
623960000;32;62;62000;62396;Guinecourt;ZZZZZZ;6239600;Z;5;10;9;0;1;10;0;0;0;2;2;5;0;0;0;2;3;3;0;8;3;3;1;0;0;0;8;3;3;1;0;0;0;0;0;0;0;0;0;0;0;2;2;5;8;1;0;0;0.0;6.0;1.0;9;8;11;0;16;1;0;0;8.0
623970101;32;62;62204;62397;Guînes;ZZZZZZ;6239701;H;4;778;696;4;78;662;93;24;48;100;219;305;10;54;120;191;164;87;70;695;119;136;147;161;76;55;590;111;127;117;137;51;47;83;6;9;11;23;25;8;88;125;109;374;382;303;85;11;9.0;354.0;209.0;295;515;691;15;915;741;214;15;628.0
623970102;32;62;62204;62397;Guînes;ZZZZZZ;6239701;H;4;1054;985;9;60;947;106;11;40;128;241;565;6;26;86;218;329;207;113;983;96;94;200;240;168;185;883;90;83;192;231;135;153;99;5;11;8;9;33;32;107;166;221;492;577;391;217;17;24.0;542.0;217.0;617;812;969;34;1554;1114;648;43;950.0
623970103;32;62;62204;62397;Guînes;ZZZZZZ;6239701;H;4;438;412;7;19;434;0;2;7;63;100;240;4;6;18;85;122;95;82;404;18;44;87;156;65;34;400;18;42;86;156;65;33;0;0;0;0;0;0;0;27;46;66;273;342;57;39;13;15.0;190.0;57.0;294;368;400;15;910;183;120;20;389.0
623980000;32;62;62206;62398;Guisy;ZZZZZZ;6239800;Z;5;133;117;9;7;132;1;0;1;12;28;76;0;1;5;17;42;37;16;112;11;3;15;43;34;7;112;11;3;15;43;34;7;0;0;0;0;0;0;0;9;18;19;71;100;17;4;0;0.0;34.0;30.0;102;115;114;0;235;35;8;0;116.0
623990000;32;62;62000;62399;Habarcq;ZZZZZZ;6239900;Z;5;285;266;3;16;283;1;0;4;18;50;193;0;0;3;31;64;83;85;255;48;19;26;88;54;19;254;48;19;25;88;54;19;1;0;0;1;0;0;0;16;39;36;174;233;30;0;3;1.0;111.0;82.0;234;255;267;0;595;74;0;7;257.0
624000101;32;62;00752;62400;Haillicourt;ZZZZZZ;6240001;H;4;994;932;1;60;950;24;21;43;105;230;533;25;9;159;193;332;117;97;916;71;257;228;172;105;84;874;54;255;223;168;92;83;24;0;2;5;4;12;1;90;179;168;496;403;505;305;25;29.0;691.0;118.0;570;756;920;20;1017;1279;789;33;908.0
624000102;32;62;00752;62400;Haillicourt;ZZZZZZ;6240001;H;4;1179;1108;1;70;1076;96;3;28;180;346;551;2;26;160;307;356;154;103;1089;65;267;383;258;97;19;993;64;264;330;232;85;19;89;0;2;51;25;11;0;115;178;168;647;582;511;285;16;15.0;851.0;131.0;603;921;1097;35;1366;1163;689;26;1065.0
624010000;32;62;00752;62401;Haisnes;ZZZZZZ;6240100;Z;5;1748;1666;6;75;1696;50;3;69;174;622;798;4;17;77;402;807;243;116;1665;14;295;260;738;190;168;1623;14;285;255;727;186;156;41;0;10;4;11;3;12;124;210;338;994;1022;619;483;24;13.0;1289.0;206.0;1379;1424;1660;48;2639;1631;1274;44;1641.0
624020000;32;62;62000;62402;Halinghen;ZZZZZZ;6240200;Z;5;142;130;4;8;141;1;0;3;12;29;85;0;1;5;18;34;33;38;129;34;11;10;31;20;22;128;34;11;10;31;20;21;1;0;0;0;0;0;1;9;12;16;92;117;11;0;1;0.0;42.0;25.0;106;119;130;5;292;31;0;2;119.0
624030000;32;62;62501;62403;Hallines;ZZZZZZ;6240300;Z;5;531;498;7;26;516;15;0;14;56;132;296;1;10;31;116;176;103;60;498;58;49;139;187;54;12;485;58;48;137;181;51;11;13;0;1;2;6;3;1;27;62;58;351;367;127;63;4;3.0;371.0;53.0;369;436;500;5;847;340;155;8;486.0
624040000;32;62;62000;62404;Halloy;ZZZZZZ;6240400;Z;5;106;92;3;10;106;0;0;2;14;25;51;0;0;5;17;29;26;15;92;29;22;9;14;14;4;92;29;22;9;14;14;4;0;0;0;0;0;0;0;2;5;15;69;87;4;0;1;0.0;41.0;16.0;75;84;91;0;201;14;0;2;86.0
624050000;32;62;62000;62405;Hamblain-les-Prés;ZZZZZZ;6240500;Z;5;208;194;4;10;193;12;3;3;15;41;132;3;1;8;22;65;48;47;194;3;72;13;62;25;19;183;3;67;12;62;23;16;8;0;2;1;0;2;3;12;24;29;129;168;21;0;5;0.0;90.0;61.0;160;179;195;5;435;60;0;9;189.0
624060000;32;62;62000;62406;Hamelincourt;ZZZZZZ;6240600;Z;5;111;100;5;5;111;0;0;1;3;24;73;0;0;0;12;25;24;40;100;2;62;8;11;9;9;100;2;62;8;11;9;9;0;0;0;0;0;0;0;5;14;19;63;88;12;1;1;0.0;61.0;23.0;86;93;98;0;222;31;2;3;99.0
624070000;32;62;00752;62407;Ham-en-Artois;ZZZZZZ;6240700;Z;5;429;412;2;16;429;0;0;5;33;94;279;0;1;22;69;117;110;93;409;42;43;83;156;53;31;409;42;43;83;156;53;31;0;0;0;0;0;0;0;17;39;56;300;359;43;1;9;1.0;214.0;88.0;341;385;403;0;858;115;2;20;405.0
624080000;32;62;62000;62408;Hames-Boucres;ZZZZZZ;6240800;Z;5;645;563;54;28;584;8;5;19;56;125;357;6;15;38;55;187;117;144;532;51;37;89;119;151;85;508;46;37;87;117;147;74;8;5;0;2;1;0;0;58;76;84;345;414;138;57;10;8.0;219.0;151.0;448;528;549;0;1076;373;160;20;539.0
624090000;32;62;62000;62409;Hannescamps;ZZZZZZ;6240900;Z;5;76;72;0;5;76;0;0;1;5;21;44;0;0;1;7;27;19;17;71;2;24;7;13;17;7;71;2;24;7;13;17;7;0;0;0;0;0;0;0;3;10;10;48;66;6;0;0;0.0;30.0;24.0;62;64;76;0;181;15;0;0;69.0
624100000;32;62;62000;62410;Haplincourt;ZZZZZZ;6241000;Z;5;85;78;3;4;84;1;0;1;5;15;57;0;1;3;9;19;23;24;78;1;60;2;4;5;6;77;1;60;2;4;5;5;1;0;0;0;0;0;1;6;9;7;56;69;8;0;1;0.0;47.0;11.0;63;72;79;0;158;24;0;2;73.0
624110000;32;62;62000;62411;Haravesnes;ZZZZZZ;6241100;Z;5;29;18;8;3;29;0;0;0;3;3;12;0;0;3;1;6;5;3;18;3;7;6;1;0;1;18;3;7;6;1;0;1;0;0;0;0;0;0;0;2;2;2;12;16;2;0;0;0.0;12.0;2.0;15;16;20;0;39;11;0;0;16.0
624120000;32;62;62302;62412;Hardinghen;ZZZZZZ;6241200;Z;5;515;462;22;31;489;19;0;21;44;102;295;2;3;32;65;140;77;143;432;73;27;95;80;81;78;421;73;27;90;77;81;75;11;0;0;5;3;0;3;61;63;71;268;369;90;16;3;2.0;203.0;92.0;378;408;458;10;913;198;20;4;445.0
624130101;32;62;00756;62413;Harnes;620311;6241301;H;1;864;788;5;71;589;275;9;90;199;223;266;9;57;114;234;199;97;78;745;63;176;143;136;165;62;522;61;152;131;123;43;12;223;2;23;13;12;122;50;152;156;138;342;417;359;206;13;8.0;583.0;132.0;483;657;780;35;974;800;420;39;761.0
624130102;32;62;00756;62413;Harnes;620311;6241301;H;1;1022;943;7;72;886;136;4;70;153;334;382;15;25;111;312;246;154;80;916;47;228;293;164;129;55;788;47;207;244;152;83;55;127;0;21;49;11;46;0;84;201;164;493;566;360;247;18;13.0;693.0;174.0;623;785;939;27;1385;891;588;37;918.0
624130103;32;62;00756;62413;Harnes;620311;6241301;H;1;682;646;0;36;531;143;2;36;97;183;328;12;14;35;198;211;123;53;625;14;62;191;305;19;33;497;14;53;157;227;12;33;120;0;7;28;78;7;0;66;86;108;386;445;191;145;10;51.0;384.0;145.0;464;536;644;8;1071;407;311;18;630.0
624130104;32;62;00756;62413;Harnes;620321;6241301;H;1;888;803;4;81;738;145;1;116;70;190;426;1;90;98;154;305;123;33;802;25;155;221;343;21;37;667;25;149;191;251;14;37;129;0;6;29;87;7;0;72;103;112;516;505;285;117;12;52.0;559.0;101.0;533;604;802;13;1216;533;192;25;773.0
624130105;32;62;00756;62413;Harnes;620321;6241301;H;1;863;821;6;37;768;87;15;65;156;370;214;7;22;149;338;234;49;23;807;48;381;182;98;31;67;725;45;367;159;88;19;47;75;3;14;24;7;8;20;87;148;129;457;290;493;414;37;3.0;606.0;124.0;567;589;806;32;735;1134;944;87;797.0
624130106;32;62;00756;62413;Harnes;620321;6241301;H;1;629;587;3;40;593;36;0;62;132;281;112;3;10;153;338;63;9;11;587;35;300;135;86;29;1;556;35;300;133;58;29;1;31;0;0;3;28;0;0;42;86;80;378;37;514;461;36;3.0;541.0;13.0;470;387;587;31;118;1231;1065;74;573.0
624130107;32;62;00756;62413;Harnes;620321;6241301;H;1;650;613;5;33;632;18;0;58;167;234;153;0;17;179;189;146;48;33;613;5;111;214;188;79;15;597;5;111;211;185;68;15;16;0;0;3;3;10;0;35;87;112;379;146;443;386;24;9.0;545.0;31.0;447;441;613;25;353;1067;934;42;588.0
624140000;32;62;62000;62414;Haucourt;ZZZZZZ;6241400;Z;5;104;99;0;5;98;4;0;0;11;13;75;0;1;10;7;18;32;32;98;2;41;9;23;9;14;92;2;41;8;23;8;11;4;0;0;0;0;1;3;10;18;12;59;80;16;0;2;1.0;50.0;32.0;87;91;98;0;190;45;0;3;97.0
624150000;32;62;62000;62415;Haute-Avesnes;ZZZZZZ;6241500;Z;5;181;174;4;3;177;4;1;1;11;26;135;0;1;4;10;40;54;64;164;16;19;13;69;25;21;161;16;17;13;69;24;21;3;0;2;0;0;1;0;17;19;13;124;153;17;1;3;5.0;85.0;49.0;151;166;189;0;398;40;2;7;168.0
624160000;32;62;62000;62416;Hautecloque;ZZZZZZ;6241600;Z;5;97;84;4;9;96;1;0;1;3;20;60;0;0;1;7;22;26;28;80;10;9;24;15;12;10;79;9;9;24;15;12;10;1;1;0;0;0;0;0;2;11;11;60;69;15;0;0;0.0;55.0;11.0;82;77;85;0;176;42;0;0;84.0
624180000;32;62;62000;62418;Hauteville;ZZZZZZ;6241800;Z;5;135;128;0;7;134;1;0;3;8;15;101;0;0;1;8;37;36;45;122;41;5;7;30;21;17;121;39;5;7;30;21;17;1;1;0;0;0;0;0;8;18;12;89;103;21;10;3;0.0;63.0;38.0;121;123;132;0;251;54;24;11;124.0
624190000;32;62;62000;62419;Haut-Loquin;ZZZZZZ;6241900;Z;5;77;66;3;8;76;0;0;3;5;21;37;1;1;2;9;21;17;15;63;17;5;7;9;12;13;63;17;5;7;9;12;13;0;0;0;0;0;0;0;7;11;15;33;49;15;0;2;0.0;19.0;7.0;57;63;65;0;127;56;0;2;63.0
624210000;32;62;62000;62421;Havrincourt;ZZZZZZ;6242100;Z;5;183;149;4;30;178;5;1;3;14;31;100;0;2;10;25;44;34;34;149;1;107;17;6;7;11;148;1;107;17;6;7;10;1;0;0;0;0;0;1;10;19;31;89;121;26;0;2;0.0;96.0;36.0;108;135;145;5;312;86;0;5;139.0
624220000;32;62;62000;62422;Hébuterne;ZZZZZZ;6242200;Z;5;237;210;9;18;233;4;1;8;31;50;119;3;6;16;31;59;41;53;205;9;116;23;12;23;22;203;9;116;23;12;21;22;2;0;0;0;0;2;0;24;30;20;136;183;23;0;4;0.0;111.0;44.0;150;189;211;0;455;64;0;5;195.0
624230000;32;62;62501;62423;Helfaut;ZZZZZZ;6242300;Z;5;699;667;4;28;685;13;3;14;82;142;426;5;8;37;106;198;174;139;653;62;48;158;217;102;66;640;62;46;156;212;100;64;12;0;2;2;4;2;2;67;105;79;416;528;119;5;20;8.0;413.0;114.0;561;618;665;5;1224;307;11;47;636.0
624240000;32;62;62000;62424;Hendecourt-lès-Cagnicourt;ZZZZZZ;6242400;Z;5;140;124;2;14;140;0;0;2;9;19;94;1;1;5;14;28;33;42;122;5;73;14;16;9;5;122;5;73;14;16;9;5;0;0;0;0;0;0;0;7;18;14;85;106;14;0;4;1.0;83.0;21.0;98;107;120;5;265;38;0;9;121.0
624250000;32;62;62000;62425;Hendecourt-lès-Ransart;ZZZZZZ;6242500;Z;5;54;54;0;0;49;4;0;1;4;10;39;0;1;0;10;12;16;16;54;2;24;6;9;9;5;49;2;23;6;9;5;5;4;0;0;0;0;4;0;3;9;10;33;33;20;5;2;0.0;25.0;15.0;49;51;54;0;83;49;14;3;54.0
624260000;32;62;62000;62426;Héninel;ZZZZZZ;6242600;Z;5;85;77;2;6;84;1;0;1;6;19;51;0;0;1;5;25;20;26;77;0;37;9;18;8;6;76;0;36;9;18;8;6;1;0;1;0;0;0;0;2;5;14;56;68;9;0;0;1.0;44.0;19.0;70;67;77;0;160;17;0;0;74.0
624270101;32;62;00756;62427;Hénin-Beaumont;620331;6242701;H;1;1199;1100;3;96;848;348;17;118;174;297;495;16;41;181;242;300;188;132;1092;45;227;290;318;123;89;782;42;215;194;152;106;73;307;2;12;96;165;15;16;120;211;171;597;744;347;139;9;68.0;696.0;231.0;618;868;1087;22;1742;748;299;29;1059.0
624270102;32;62;00756;62427;Hénin-Beaumont;620331;6242701;H;1;621;593;0;29;393;228;5;82;100;159;247;3;19;108;133;230;83;17;593;5;46;153;358;22;9;370;5;43;106;199;10;6;223;0;3;47;159;12;3;34;104;90;364;286;296;242;11;14.0;537.0;21.0;313;466;589;6;652;601;420;32;576.0
624270103;32;62;00756;62427;Hénin-Beaumont;620331;6242701;H;1;1074;993;9;73;456;595;20;187;301;195;289;14;56;252;314;206;110;41;993;55;107;138;645;29;20;424;39;98;75;176;15;20;556;3;9;62;468;13;0;104;185;177;526;281;709;579;3;22.0;860.0;45.0;382;646;973;51;685;1386;1098;3;958.0
624270104;32;62;00756;62427;Hénin-Beaumont;620341;6242701;H;1;828;785;0;43;798;30;3;15;101;388;279;3;65;195;269;144;64;45;781;78;273;108;76;149;97;756;78;267;108;76;145;82;25;0;6;0;0;4;15;73;115;159;438;197;569;402;19;3.0;654.0;69.0;486;594;785;36;552;1455;1034;49;740.0
624270105;32;62;00756;62427;Hénin-Beaumont;620351;6242701;H;1;927;812;3;112;707;220;18;47;84;285;379;18;56;172;302;174;54;36;805;35;346;260;92;69;3;630;35;331;158;65;38;3;176;0;15;103;27;31;0;63;137;101;511;234;550;370;29;6.0;723.0;51.0;412;553;794;19;535;1401;970;50;797.0
624270106;32;62;00756;62427;Hénin-Beaumont;620351;6242701;H;1;1367;1196;6;166;687;671;63;227;292;246;368;44;120;357;259;203;132;80;1190;23;212;272;276;242;165;615;23;192;235;123;26;16;566;0;17;34;153;216;147;179;259;231;527;428;709;424;59;27.0;627.0;484.0;714;924;1143;42;1025;1281;775;109;1152.0
624270107;32;62;00756;62427;Hénin-Beaumont;620341;6242701;H;1;1021;842;3;177;646;375;47;102;139;215;338;29;58;169;168;206;89;122;842;103;263;226;95;87;68;552;83;223;187;17;11;29;290;20;40;39;78;75;38;79;164;220;379;418;409;161;15;28.0;495.0;271.0;395;633;808;43;972;900;401;29;820.0
624270108;32;62;00756;62427;Hénin-Beaumont;620341;6242701;H;1;888;776;3;109;749;139;8;79;140;228;321;19;73;164;255;147;73;45;771;62;263;225;156;44;22;652;62;256;190;111;23;11;118;0;7;35;46;21;11;90;138;134;414;353;412;199;12;6.0;586.0;136.0;362;567;767;16;822;907;400;28;751.0
624270109;32;62;00756;62427;Hénin-Beaumont;620341;6242701;H;1;1415;1196;3;217;995;421;12;150;252;313;469;25;71;215;333;294;148;109;1189;218;433;306;115;55;61;853;190;376;205;51;13;16;336;28;57;101;64;42;45;192;259;190;555;646;525;140;25;24.0;768.0;316.0;434;868;1184;45;1419;1201;248;35;1128.0
624270112;32;62;00756;62427;Hénin-Beaumont;620351;6242701;H;2;1513;1409;14;90;1358;151;18;59;114;257;961;15;39;160;200;438;292;264;1394;40;112;269;413;243;316;1279;40;110;229;382;237;281;110;0;3;40;28;6;34;119;254;230;806;951;425;274;34;13.0;1027.0;270.0;1105;1251;1395;19;2631;997;609;91;1385.0
624270113;32;62;00756;62427;Hénin-Beaumont;620351;6242701;H;2;1485;1367;7;111;1091;392;48;180;175;265;699;19;71;268;232;342;203;232;1347;71;168;236;271;128;474;1003;71;168;229;253;92;189;342;0;0;5;17;35;284;179;328;219;641;810;538;143;19;11.0;686.0;486.0;1144;1256;1324;31;2121;1022;341;43;1331.0
624280000;32;62;62000;62428;Hénin-sur-Cojeul;ZZZZZZ;6242800;Z;5;209;199;0;11;208;1;0;3;13;41;141;0;1;9;18;48;60;61;195;1;70;15;37;29;43;195;1;70;15;37;29;43;0;0;0;0;0;0;0;10;26;30;132;181;17;0;0;1.0;98.0;55.0;171;189;196;0;481;46;0;0;193.0
624290000;32;62;62000;62429;Henneveux;ZZZZZZ;6242900;Z;5;129;111;8;9;128;0;0;1;7;24;79;1;0;1;14;29;27;39;111;25;8;9;22;33;13;111;25;8;9;22;33;13;0;0;0;0;0;0;0;5;15;15;76;89;16;0;7;0.0;29.0;16.0;99;99;110;0;245;41;0;13;111.0
624300000;32;62;62000;62430;Hénu;ZZZZZZ;6243000;Z;5;68;58;5;5;68;0;1;3;11;9;35;1;0;6;10;17;13;12;57;29;10;1;10;3;5;57;29;10;1;10;3;5;0;0;0;0;0;0;0;5;7;8;39;42;15;0;1;1.0;32.0;4.0;41;52;59;10;115;48;0;1;55.0
624320000;32;62;62000;62432;Herbinghen;ZZZZZZ;6243200;Z;5;153;141;4;8;151;1;0;1;10;40;89;0;2;5;15;48;37;33;131;12;15;21;28;28;27;129;12;15;20;28;27;27;1;0;0;1;0;0;0;12;20;23;85;123;14;0;4;0.0;31.0;29.0;123;128;142;0;322;45;0;11;134.0
624330000;32;62;62000;62433;Héricourt;ZZZZZZ;6243300;Z;5;39;36;0;3;39;0;0;0;4;7;25;0;3;1;2;8;8;15;36;9;4;11;5;6;2;36;9;4;11;5;6;2;0;0;0;0;0;0;0;1;2;5;28;32;2;0;2;0.0;21.0;2.0;19;32;39;0;88;3;0;4;33.0
624340000;32;62;62000;62434;La Herlière;ZZZZZZ;6243400;Z;5;60;56;0;4;59;1;0;1;4;9;42;0;0;2;6;10;10;28;55;10;16;12;8;7;2;54;10;15;12;8;7;2;1;0;1;0;0;0;0;9;20;6;21;43;12;0;1;0.0;30.0;8.0;48;53;60;0;109;37;0;3;56.0
624350000;32;62;62000;62435;Herlincourt;ZZZZZZ;6243500;Z;5;46;40;2;4;46;0;0;0;3;6;31;0;0;0;4;14;10;13;40;9;11;1;11;5;4;40;9;11;1;11;5;4;0;0;0;0;0;0;0;0;6;7;27;39;1;0;0;0.0;19.0;5.0;31;38;39;0;99;5;0;0;39.0
624360000;32;62;62209;62436;Herlin-le-Sec;ZZZZZZ;6243600;Z;5;75;66;2;7;75;0;2;2;5;9;47;0;2;0;6;10;22;26;62;11;8;18;6;11;7;62;11;8;18;6;11;7;0;0;0;0;0;0;0;6;18;8;34;43;23;0;0;2.0;34.0;11.0;62;61;62;0;117;54;0;0;65.0
624370000;32;62;62000;62437;Herly;ZZZZZZ;6243700;Z;5;173;135;16;22;173;0;0;1;14;40;80;1;0;4;8;56;39;27;134;7;17;52;38;10;9;134;7;17;52;38;10;9;0;0;0;0;0;0;0;16;16;18;84;109;27;0;0;0.0;32.0;19.0;116;120;139;0;229;84;0;0;128.0
624380000;32;62;62000;62438;Hermaville;ZZZZZZ;6243800;Z;5;230;212;4;14;222;7;0;4;16;37;154;0;0;8;14;63;53;74;207;41;18;22;64;39;22;202;40;16;21;63;39;22;4;1;2;0;1;0;0;12;33;17;149;187;24;0;1;0.0;100.0;71.0;179;208;212;10;482;56;0;2;209.0
624390000;32;62;62000;62439;Hermelinghen;ZZZZZZ;6243900;Z;5;160;150;0;10;160;0;0;5;16;36;93;1;1;6;24;46;36;35;143;19;13;16;40;25;30;143;19;13;16;40;25;30;0;0;0;0;0;0;0;17;20;30;83;125;24;5;1;1.0;34.0;34.0;133;144;152;5;358;63;16;1;148.0
624400000;32;62;62000;62440;Hermies;ZZZZZZ;6244000;Z;5;539;501;8;30;509;29;20;14;61;125;280;0;27;28;86;150;116;94;500;9;285;77;54;50;25;471;9;281;77;54;33;17;28;0;4;0;0;16;8;41;80;69;311;365;128;8;8;24.0;333.0;85.0;373;404;480;5;823;331;19;14;473.0
624410000;32;62;62000;62441;Hermin;ZZZZZZ;6244100;Z;5;90;84;3;3;90;0;0;0;5;22;57;0;0;0;7;25;23;29;84;24;3;15;19;21;2;84;24;3;15;19;21;2;0;0;0;0;0;0;0;6;7;8;63;75;7;0;2;0.0;32.0;25.0;73;77;80;0;185;21;0;7;84.0
624420000;32;62;62209;62442;Hernicourt;ZZZZZZ;6244200;Z;5;240;208;19;13;225;2;0;2;14;50;142;0;1;5;28;60;65;49;205;33;23;26;56;25;41;203;33;22;26;56;24;41;2;0;1;0;0;1;0;16;23;38;131;172;36;0;0;0.0;58.0;43.0;204;197;208;0;464;103;0;0;204.0
624430101;32;62;00752;62443;Hersin-Coupigny;ZZZZZZ;6244301;H;4;821;789;3;29;794;24;2;58;73;259;397;3;14;87;216;296;96;76;774;88;168;266;172;68;11;750;87;167;254;164;67;10;21;1;0;12;6;1;1;55;114;132;488;389;382;251;19;3.0;652.0;59.0;631;642;786;20;996;900;583;29;769.0
624430102;32;62;00752;62443;Hersin-Coupigny;ZZZZZZ;6244301;H;4;1849;1704;7;138;1718;126;9;87;286;488;833;13;37;215;475;481;264;218;1669;175;418;354;353;161;208;1557;163;415;338;322;143;177;106;10;2;16;30;18;30;186;300;327;889;864;794;414;45;21.0;1238.0;256.0;1236;1403;1703;65;2280;1967;1022;70;1656.0
624440000;32;62;62000;62444;Hervelinghen;ZZZZZZ;6244400;Z;5;138;100;33;4;133;4;0;6;20;21;52;0;3;6;13;33;23;21;95;18;4;6;25;33;8;92;18;4;5;23;33;8;3;0;0;1;2;0;0;9;22;12;56;66;33;12;1;10.0;31.0;34.0;91;94;97;0;152;78;30;2;97.0
624450000;32;62;00752;62445;Hesdigneul-lès-Béthune;ZZZZZZ;6244500;Z;5;369;344;2;23;344;24;4;15;32;93;200;4;6;25;54;111;72;72;332;30;61;91;76;35;39;312;28;55;85;75;31;38;18;2;6;6;1;2;1;42;50;56;196;256;83;13;5;3.0;204.0;86.0;280;312;350;0;619;188;30;8;338.0
624460000;32;62;62000;62446;Hesdigneul-lès-Boulogne;ZZZZZZ;6244600;Z;5;289;266;1;22;282;7;1;3;19;63;180;0;1;16;41;81;71;56;249;57;47;52;41;34;18;242;51;46;52;41;34;18;7;6;1;0;0;0;0;39;25;37;165;217;43;0;6;0.0;182.0;27.0;216;245;265;0;527;128;0;8;259.0
624470000;32;62;62206;62447;Hesdin;ZZZZZZ;6244700;Z;5;1469;1075;52;342;792;675;43;149;230;250;402;44;73;206;297;248;114;92;1075;243;208;276;202;120;25;588;151;141;195;70;16;15;484;92;66;81;130;104;10;205;224;188;457;400;657;174;18;39.0;640.0;330.0;445;739;1041;15;756;1260;281;37;1030.0
624480000;32;62;62000;62448;Hesdin-l'Abbé;ZZZZZZ;6244800;Z;5;766;726;11;29;748;18;1;11;45;177;493;1;2;19;97;272;183;152;721;41;33;97;361;136;53;707;41;30;96;356;133;50;14;0;3;1;4;3;3;40;75;113;499;604;117;51;5;2.0;330.0;218.0;629;682;728;5;1501;309;140;13;713.0
624490000;32;62;62000;62449;Hesmond;ZZZZZZ;6244900;Z;5;94;68;14;11;87;0;0;0;6;19;43;0;1;0;9;22;20;17;67;19;3;9;19;14;3;67;19;3;9;19;14;3;0;0;0;0;0;0;0;4;4;11;48;57;7;0;4;0.0;29.0;5.0;64;63;72;0;137;17;0;11;68.0
624500000;32;62;62000;62450;Hestrus;ZZZZZZ;6245000;Z;5;119;98;9;12;119;0;0;1;19;27;51;0;0;5;19;26;21;27;98;33;14;9;19;14;9;98;33;14;9;19;14;9;0;0;0;0;0;0;0;0;14;12;72;87;9;0;2;0.0;31.0;19.0;94;88;95;0;221;20;0;2;92.0
624510000;32;62;62000;62451;Heuchin;ZZZZZZ;6245100;Z;5;263;223;12;27;240;19;1;6;15;54;147;1;2;11;41;81;46;41;222;44;49;50;50;16;14;208;40;44;48;48;16;13;12;2;5;2;2;0;0;30;19;34;140;160;55;4;7;2.0;115.0;37.0;177;191;223;0;355;157;16;17;218.0
624520000;32;62;62501;62452;Heuringhem;ZZZZZZ;6245200;Z;5;562;538;5;20;558;4;1;9;30;109;389;1;2;18;58;153;140;166;518;33;33;52;229;103;66;514;33;33;51;226;103;66;4;0;0;1;3;0;0;42;46;79;370;477;55;0;6;6.0;277.0;147.0;482;523;537;0;1173;150;0;17;525.0
624530000;32;62;62000;62453;Hézecques;ZZZZZZ;6245300;Z;5;60;45;5;10;59;0;0;1;7;11;25;0;1;4;1;9;20;9;45;10;6;6;15;2;5;44;9;6;6;15;2;5;0;0;0;0;0;0;0;3;6;10;25;36;7;0;2;0.0;16.0;5.0;23;41;46;0;97;23;0;2;42.0
624540000;32;62;00752;62454;Hinges;ZZZZZZ;6245400;Z;5;1060;1002;3;56;1053;7;0;10;72;210;710;2;6;35;101;300;241;317;952;49;101;172;278;204;148;946;49;99;171;277;202;148;6;0;2;1;1;2;0;66;150;196;590;859;132;33;11;4.0;534.0;262.0;899;944;1006;5;2140;286;85;26;986.0
624550000;32;62;62000;62455;Hocquinghen;ZZZZZZ;6245500;Z;5;50;46;0;4;50;0;0;1;8;14;23;0;0;1;9;19;9;8;45;12;2;4;7;11;9;45;12;2;4;7;11;9;0;0;0;0;0;0;0;2;3;10;31;35;10;0;1;0.0;9.0;11.0;39;41;45;0;86;24;0;2;41.0
624560000;32;62;00752;62456;Houchin;ZZZZZZ;6245600;Z;5;315;296;2;16;308;4;4;8;34;80;169;4;5;16;38;86;83;63;293;40;40;60;79;39;35;287;39;40;59;76;38;35;4;1;0;0;2;1;0;24;49;43;181;249;45;0;2;3.0;171.0;71.0;231;270;288;0;610;105;0;3;293.0
