IRIS;REG;DEP;UU2010;COM;LIBCOM;TRIRIS;GRD_QUART;TYP_IRIS;LAB_IRIS;P17_LOG;P17_RP;P17_RSECOCC;P17_LOGVAC;P17_MAISON;P17_APPART;P17_RP_1P;P17_RP_2P;P17_RP_3P;P17_RP_4P;P17_RP_5PP;P17_RP_M30M2;P17_RP_3040M2;P17_RP_4060M2;P17_RP_6080M2;P17_RP_80100M2;P17_RP_100120M2;P17_RP_120M2P;P17_RP_ACHTOT;P17_RP_ACH19;P17_RP_ACH45;P17_RP_ACH70;P17_RP_ACH90;P17_RP_ACH05;P17_RP_ACH14;P17_RPMAISON_ACHTOT;P17_RPMAISON_ACH19;P17_RPMAISON_ACH45;P17_RPMAISON_ACH70;P17_RPMAISON_ACH90;P17_RPMAISON_ACH05;P17_RPMAISON_ACH14;P17_RPAPPART_ACHTOT;P17_RPAPPART_ACH19;P17_RPAPPART_ACH45;P17_RPAPPART_ACH70;P17_RPAPPART_ACH90;P17_RPAPPART_ACH05;P17_RPAPPART_ACH14;P17_MEN_ANEM0002;P17_MEN_ANEM0204;P17_MEN_ANEM0509;P17_MEN_ANEM10P;P17_RP_PROP;P17_RP_LOC;P17_RP_LOCHLMV;P17_RP_GRAT;P17_RP_CCCOLL;P17_RP_CCIND;P17_RP_CINDELEC;P17_RP_GARL;P17_RP_VOIT1P;C17_RP_HSTU1P;C17_RP_HSTU1P_SUROCC
121750000;76;12;12000;12175;Ols-et-Rinhodes;ZZZZZZ;1217500;Z;5;91;69;14;8;89;0;0;4;6;12;47;1;0;1;10;9;29;19;67;31;2;3;9;13;9;66;30;2;3;9;13;9;0;0;0;0;0;0;0;9;12;8;40;53;15;0;1;0.0;33.0;15.0;63;66;65;5
121760101;76;12;12402;12176;Onet-le-Château;ZZZZZZ;1217601;H;Z;1849;1662;55;132;600;1246;70;429;333;413;418;64;184;366;360;390;182;115;1658;10;19;378;575;526;151;547;7;10;190;181;106;55;1108;3;9;188;391;421;96;259;369;351;683;824;820;181;17;427.0;637.0;557.0;1220;1449;1592;57
121760102;76;12;12402;12176;Onet-le-Château;ZZZZZZ;1217601;H;Z;725;671;12;42;122;572;44;77;228;231;91;20;48;185;248;129;28;12;671;27;11;421;170;19;22;120;0;0;102;15;3;0;522;0;11;319;153;16;22;105;168;115;283;103;539;470;29;372.0;263.0;22.0;241;478;633;51
121760103;76;12;12402;12176;Onet-le-Château;ZZZZZZ;1217601;H;Z;621;562;26;33;517;104;11;39;34;174;303;6;17;39;45;252;136;67;562;0;3;300;225;31;3;472;0;0;278;183;8;3;89;0;3;22;42;22;0;31;90;57;383;466;93;3;3;8.0;449.0;78.0;500;521;551;6
121760201;76;12;12402;12176;Onet-le-Château;ZZZZZZ;1217602;H;Z;958;931;6;21;528;426;4;90;141;322;373;0;15;98;237;324;179;79;899;0;0;38;562;81;218;511;0;0;3;352;9;147;384;0;0;35;207;72;70;77;195;201;458;519;412;352;0;271.0;326.0;260.0;717;857;927;37
121760301;76;12;12402;12176;Onet-le-Château;ZZZZZZ;1217603;H;Z;1813;1659;59;94;1204;600;23;256;331;295;754;29;62;237;275;308;275;473;1597;96;18;83;419;567;415;1079;92;11;74;391;405;106;513;4;6;8;29;162;304;194;333;244;887;1306;316;19;37;187.0;770.0;601.0;1544;1605;1641;23
121760401;76;12;12402;12176;Onet-le-Château;ZZZZZZ;1217604;A;Z;56;43;0;13;28;22;11;0;5;22;5;5;5;5;6;11;5;5;43;0;0;32;5;0;6;15;0;0;10;5;0;0;22;0;0;16;0;0;6;5;11;5;22;16;27;0;0;0.0;21.0;16.0;21;32;32;6
121770000;76;12;12000;12177;Palmas d'Aveyron;ZZZZZZ;1217700;Z;5;629;416;150;63;617;12;2;16;43;121;234;0;6;19;56;115;114;107;385;115;32;26;68;74;69;379;114;31;25;68;74;66;6;1;1;1;0;0;3;34;58;52;271;344;54;6;18;4.0;200.0;104.0;336;399;417;0
121780000;76;12;12000;12178;Paulhe;ZZZZZZ;1217800;Z;5;213;170;43;0;204;7;0;7;21;50;92;0;2;16;19;42;54;38;166;37;9;8;50;40;22;161;35;9;8;48;38;22;5;1;0;0;2;2;0;15;17;30;108;136;30;1;4;6.0;86.0;46.0;140;169;167;0
121790000;76;12;12000;12179;Peux-et-Couffouleux;ZZZZZZ;1217900;Z;5;106;42;51;13;103;3;0;2;8;7;25;0;1;3;8;6;10;15;42;23;4;3;5;7;0;41;22;4;3;5;7;0;1;1;0;0;0;0;0;1;4;5;32;36;4;0;2;0.0;22.0;4.0;31;39;49;5
121800000;76;12;12000;12180;Peyreleau;ZZZZZZ;1218000;Z;5;153;38;109;6;141;8;4;3;8;9;14;1;3;7;12;4;2;9;38;14;3;9;3;4;5;32;14;3;9;2;3;1;3;0;0;0;0;0;3;4;7;3;24;29;7;3;2;0.0;19.0;2.0;16;32;35;0
121810000;76;12;12000;12181;Peyrusse-le-Roc;ZZZZZZ;1218100;Z;5;192;105;84;3;187;5;0;3;18;20;64;0;2;6;17;18;31;31;98;33;11;10;20;17;7;92;32;10;10;19;15;7;5;1;1;0;1;2;0;12;15;11;68;89;15;0;1;6.0;54.0;13.0;77;98;106;0
121820000;76;12;12000;12182;Pierrefiche;ZZZZZZ;1218200;Z;5;186;125;45;16;181;5;1;5;13;35;71;0;3;9;20;33;31;30;114;39;12;9;20;18;17;110;38;9;9;20;18;17;4;1;3;0;0;0;0;8;25;21;71;104;19;0;2;1.0;71.0;21.0;93;118;124;0
121830000;76;12;12000;12183;Plaisance;ZZZZZZ;1218300;Z;5;224;117;90;17;210;12;3;4;24;35;52;4;4;7;16;25;32;30;115;64;10;12;17;9;3;105;57;10;11;15;9;3;9;7;0;1;1;0;0;8;18;15;76;89;20;3;8;0.0;65.0;18.0;74;107;114;0
121840000;76;12;12000;12184;Pomayrols;ZZZZZZ;1218400;Z;5;145;60;83;2;140;5;1;5;18;14;22;1;6;9;14;13;10;7;60;33;7;2;10;7;1;56;30;7;2;10;7;1;4;4;0;0;0;0;0;6;5;5;45;52;7;0;1;0.0;11.0;6.0;30;50;57;0
121850000;76;12;12000;12185;Pont-de-Salars;ZZZZZZ;1218500;Z;5;850;624;150;76;691;139;7;27;89;206;294;3;20;38;97;193;142;131;623;73;37;143;183;110;78;534;54;33;112;153;105;76;88;18;4;30;28;5;2;53;89;86;396;479;113;7;32;34.0;337.0;119.0;516;587;611;0
121860000;76;12;12000;12186;Pousthomy;ZZZZZZ;1218600;Z;5;181;99;72;10;172;6;4;6;12;21;56;0;7;9;15;23;22;22;97;43;7;11;13;13;9;91;39;7;11;11;13;9;5;3;0;0;2;0;0;6;9;15;69;85;12;1;2;2.0;31.0;11.0;64;93;91;0
121870000;76;12;12000;12187;Prades-d'Aubrac;ZZZZZZ;1218700;Z;5;416;228;177;11;403;11;0;19;53;78;79;1;11;22;55;54;53;34;226;155;16;12;24;13;7;218;154;13;12;22;12;6;7;1;3;0;2;0;1;11;56;33;130;208;16;0;4;1.0;79.0;27.0;131;204;226;0
121880000;76;12;12000;12188;Prades-Salars;ZZZZZZ;1218800;Z;5;197;123;63;11;189;7;2;2;15;19;85;0;3;6;23;19;32;40;123;36;8;13;21;21;23;116;36;7;12;20;19;21;7;0;1;1;1;2;2;11;18;20;73;98;20;2;5;0.0;43.0;27.0;90;117;122;0
121890000;76;12;12000;12189;Pradinas;ZZZZZZ;1218900;Z;5;244;165;58;21;229;15;0;6;16;50;93;0;4;5;14;54;41;46;161;48;28;20;31;19;14;153;47;27;18;31;16;13;8;1;1;2;0;3;1;14;20;25;106;138;20;2;7;3.0;69.0;27.0;137;151;161;0
121900000;76;12;12000;12190;Prévinquières;ZZZZZZ;1219000;Z;5;193;127;50;16;188;5;0;5;16;30;76;1;1;8;18;39;29;31;127;51;8;11;32;16;8;123;48;8;11;31;16;8;4;3;0;0;1;0;0;8;10;14;95;106;11;1;10;3.0;77.0;16.0;92;114;126;0
121910000;76;12;12000;12191;Privezac;ZZZZZZ;1219100;Z;5;219;146;46;27;213;5;2;3;13;47;81;1;1;7;14;40;37;46;143;36;13;10;30;26;28;141;36;13;9;29;26;28;1;0;0;1;0;0;0;15;20;26;85;128;16;0;2;0.0;65.0;35.0;133;137;145;0
121920000;76;12;12000;12192;Mounes-Prohencoux;ZZZZZZ;1219200;Z;5;184;88;88;8;170;14;1;6;15;16;50;1;5;6;13;13;18;33;87;43;4;10;12;10;10;79;40;4;9;12;10;6;8;3;0;1;0;0;4;10;13;11;55;73;11;0;5;2.0;32.0;8.0;70;81;87;0
121930000;76;12;12000;12193;Pruines;ZZZZZZ;1219300;Z;5;202;133;31;38;201;1;1;2;19;35;76;0;2;7;25;47;32;20;132;43;19;19;19;15;17;131;43;18;19;19;15;17;1;0;1;0;0;0;0;10;18;29;76;108;22;0;3;0.0;69.0;18.0;94;123;130;0
121940000;76;12;12000;12194;Quins;ZZZZZZ;1219400;Z;5;494;357;80;58;480;14;0;9;32;83;234;3;3;9;28;107;97;109;345;81;46;42;48;61;69;335;78;44;41;48;58;68;10;3;2;1;0;3;1;24;48;62;224;309;43;3;5;5.0;147.0;91.0;287;344;363;0
121950000;76;12;12000;12195;Rebourguil;ZZZZZZ;1219500;Z;5;196;121;54;21;186;10;0;4;16;34;67;0;0;3;16;31;36;35;120;50;13;2;17;21;17;113;49;12;2;15;21;14;7;1;1;0;2;0;3;12;17;19;73;106;9;1;6;0.0;57.0;19.0;100;113;120;0
121970000;76;12;12000;12197;Réquista;ZZZZZZ;1219700;Z;5;1290;932;191;167;1135;153;12;64;139;253;464;9;22;83;128;238;232;220;908;162;78;227;244;152;45;788;146;68;192;216;121;45;121;16;10;35;28;31;0;111;128;106;589;692;205;26;35;19.0;490.0;232.0;738;855;929;15
121980000;76;12;12000;12198;Rieupeyroux;ZZZZZZ;1219800;Z;5;1287;935;138;214;1025;259;6;72;170;272;415;14;28;72;154;244;222;200;908;140;99;179;275;118;97;728;132;67;135;221;103;70;179;8;32;44;53;14;27;98;131;137;569;673;238;47;23;50.0;395.0;329.0;717;842;943;10
121990000;76;12;12000;12199;Rignac;ZZZZZZ;1219900;Z;5;1166;863;163;140;795;370;20;79;154;203;406;23;38;90;128;211;194;179;820;123;46;94;252;130;176;599;96;38;65;205;99;97;219;27;8;28;45;31;79;125;177;140;422;556;285;38;21;21.0;415.0;299.0;664;792;830;5
122000000;76;12;12000;12200;Rivière-sur-Tarn;ZZZZZZ;1220000;Z;5;663;460;164;38;578;80;4;29;74;128;226;4;14;47;78;145;104;68;450;115;30;26;116;115;48;390;110;20;23;94;99;44;59;4;10;3;22;16;4;42;83;72;264;332;113;20;15;5.0;202.0;142.0;324;435;453;5
122010000;76;12;12000;12201;Rodelle;ZZZZZZ;1220100;Z;5;576;440;84;52;556;18;1;17;43;112;267;0;5;22;38;103;111;161;417;114;35;25;91;85;67;406;113;32;25;89;83;64;11;1;3;0;2;2;3;33;59;70;279;376;50;4;14;9.0;220.0;114.0;376;418;444;0
122020101;76;12;12402;12202;Rodez;120041;1220201;H;1;1959;1465;126;369;170;1773;245;382;428;213;197;182;236;328;283;210;75;151;1450;621;143;225;339;107;16;132;92;9;14;5;5;6;1307;524;133;211;328;101;10;418;441;214;392;488;947;30;30;173.0;651.0;626.0;470;1018;1228;39
122020201;76;12;12402;12202;Rodez;120041;1220202;H;2;1356;1131;42;183;173;1183;149;230;309;233;210;140;96;206;303;222;81;83;1126;30;170;460;335;108;23;160;17;43;71;18;11;0;966;14;127;389;316;97;23;293;277;174;387;507;618;5;6;458.0;415.0;245.0;659;796;985;23
122020202;76;12;12402;12202;Rodez;120051;1220202;H;1;1662;1334;79;248;189;1459;346;310;248;231;199;315;206;234;276;174;75;54;1301;29;63;319;441;337;112;160;5;38;71;35;8;2;1133;23;25;248;403;327;106;496;308;173;357;334;971;182;29;166.0;447.0;716.0;748;1053;998;22
122020301;76;12;12402;12202;Rodez;120051;1220203;H;1;1947;1719;45;183;442;1494;142;417;426;348;386;141;146;457;372;347;155;101;1713;30;83;586;781;202;30;398;18;46;182;124;22;6;1306;12;38;405;651;178;24;394;413;281;631;780;924;116;16;447.0;709.0;545.0;1214;1412;1580;61
122020302;76;12;12402;12202;Rodez;120051;1220203;H;1;936;838;14;85;381;552;42;115;182;199;300;36;67;119;168;158;136;154;834;22;73;325;292;100;23;358;22;39;113;122;50;13;474;0;34;212;171;47;10;150;187;145;356;485;341;0;12;148.0;440.0;233.0;579;744;799;9
122020303;76;12;12402;12202;Rodez;120051;1220203;H;1;1327;1067;63;197;161;1164;52;231;353;249;183;52;98;237;253;218;102;107;1061;26;55;306;490;98;87;125;8;20;54;37;5;0;934;17;35;252;450;92;87;155;317;225;370;533;521;11;13;282.0;481.0;295.0;770;855;1021;17
122020401;76;12;12402;12202;Rodez;120041;1220204;H;1;1129;917;34;177;158;968;42;169;221;262;223;31;54;175;217;205;142;94;913;33;112;369;310;84;5;121;12;34;45;25;3;3;789;21;78;324;282;81;2;140;233;146;397;494;417;9;7;331.0;417.0;163.0;622;735;876;11
122020402;76;12;12402;12202;Rodez;120061;1220204;H;1;892;779;11;102;240;653;5;105;230;251;188;14;16;176;287;176;53;58;779;18;11;357;354;31;8;215;9;9;103;82;5;7;565;9;3;254;273;26;1;87;144;119;429;340;426;265;14;259.0;359.0;153.0;530;657;774;10
122020403;76;12;12402;12202;Rodez;120061;1220204;H;1;1361;1174;52;135;165;1188;69;282;282;314;226;17;155;265;326;269;68;74;1166;14;17;410;467;203;56;153;0;11;90;39;9;3;1008;14;6;320;425;191;53;225;275;183;492;559;528;122;87;692.0;349.0;128.0;911;983;1112;19
122020501;76;12;12402;12202;Rodez;120061;1220205;H;1;2220;1990;61;170;197;2014;151;582;637;451;168;157;269;428;726;235;97;78;1941;22;10;320;327;839;423;180;18;3;26;128;6;0;1752;4;7;294;196;829;421;518;647;376;448;503;1474;504;12;791.0;711.0;470.0;1572;1675;1839;66
122020502;76;12;12402;12202;Rodez;120061;1220205;H;1;1033;941;15;78;688;344;11;119;143;257;411;17;41;96;154;275;221;136;940;9;7;71;555;170;128;648;6;6;59;430;91;55;291;3;1;12;125;79;72;123;164;158;496;633;299;3;9;28.0;469.0;380.0;818;892;930;14
122020503;76;12;12402;12202;Rodez;120061;1220205;A;3;57;39;3;15;45;12;0;0;6;22;11;0;0;3;6;12;6;12;39;0;0;3;28;6;3;30;0;0;3;18;6;3;9;0;0;0;9;0;0;6;6;9;18;27;12;0;0;3.0;30.0;0.0;30;39;39;0
122030000;76;12;12000;12203;Roquefort-sur-Soulzon;ZZZZZZ;1220300;Z;5;389;248;23;118;223;164;2;20;22;88;116;3;4;16;47;84;58;36;247;28;40;42;95;30;12;189;21;15;31;83;28;11;57;7;24;11;12;2;1;20;28;37;163;166;74;5;8;23.0;114.0;61.0;186;232;245;0
122040000;76;12;12000;12204;La Roque-Sainte-Marguerite;ZZZZZZ;1220400;Z;5;223;87;122;14;221;1;4;8;21;16;37;2;5;5;21;21;17;14;83;43;4;6;12;15;2;81;42;4;6;12;14;2;1;1;0;0;0;0;0;9;8;9;60;74;10;0;3;4.0;36.0;11.0;55;79;72;5
122050000;76;12;12000;12205;La Rouquette;ZZZZZZ;1220500;Z;5;460;322;86;53;455;4;0;10;35;94;183;2;4;13;40;83;98;81;321;79;11;18;104;64;44;317;79;11;18;103;63;42;4;0;0;0;1;1;2;17;49;46;211;274;41;0;7;1.0;134.0;60.0;261;303;331;0
122060000;76;12;12000;12206;Roussennac;ZZZZZZ;1220600;Z;5;335;250;62;22;317;14;2;8;34;77;129;0;2;16;31;59;70;72;244;58;10;20;53;38;64;233;55;10;20;49;37;60;10;2;0;0;4;1;3;26;44;35;144;209;35;8;6;0.0;122.0;81.0;215;239;242;0
122070000;76;12;12000;12207;Rullac-Saint-Cirq;ZZZZZZ;1220700;Z;5;245;158;71;16;237;8;0;5;12;29;111;0;2;6;32;32;37;49;158;50;12;28;36;22;10;153;50;12;26;35;20;10;5;0;0;2;1;2;0;6;13;22;117;145;8;0;5;1.0;91.0;18.0;130;147;161;5
122080101;76;12;12202;12208;Saint-Affrique;ZZZZZZ;1220801;H;4;2001;1379;246;376;536;1387;97;371;389;292;229;92;226;307;334;226;121;72;1363;483;308;267;225;61;18;357;164;100;57;23;10;3;939;317;206;209;140;51;15;351;376;230;421;455;897;128;27;120.0;552.0;654.0;323;1010;1313;45
122080102;76;12;12202;12208;Saint-Affrique;ZZZZZZ;1220801;H;4;1383;1065;222;97;634;643;49;114;230;333;338;39;45;164;278;272;144;123;1035;31;47;496;278;83;101;518;21;27;262;132;39;37;505;9;20;232;137;43;63;147;212;176;529;585;463;270;17;333.0;501.0;181.0;614;885;1016;10
122080103;76;12;12202;12208;Saint-Affrique;ZZZZZZ;1220801;H;4;1974;1543;321;109;1812;140;9;65;187;473;808;6;22;107;181;530;357;339;1492;194;42;207;507;282;260;1381;187;41;185;480;272;215;107;7;1;21;25;10;42;113;215;241;974;1292;204;2;46;42.0;706.0;388.0;1316;1459;1525;10
122090000;76;12;12000;12209;Saint-Amans-des-Cots;ZZZZZZ;1220900;Z;5;617;326;205;85;560;57;4;12;52;83;175;8;12;26;48;98;71;63;323;90;30;47;96;28;32;293;84;28;44;81;24;32;30;6;2;3;15;4;0;35;32;54;205;250;64;5;12;10.0;154.0;73.0;228;284;315;0
122100000;76;12;12000;12210;Saint-André-de-Najac;ZZZZZZ;1221000;Z;5;379;209;151;20;355;22;0;9;46;50;103;2;4;17;50;54;29;52;201;111;22;15;16;17;19;183;103;19;11;15;17;16;16;7;3;3;1;0;3;26;28;30;125;162;43;3;4;5.0;70.0;45.0;177;195;208;5
122110000;76;12;12000;12211;Saint-André-de-Vézines;ZZZZZZ;1221100;Z;5;162;67;93;1;160;2;2;4;22;21;18;0;2;7;15;17;13;13;66;23;1;2;12;15;13;65;22;1;2;12;15;13;1;1;0;0;0;0;0;4;9;16;38;58;6;1;3;0.0;31.0;9.0;52;62;65;0
122120000;76;12;12000;12212;Saint-Beaulize;ZZZZZZ;1221200;Z;5;111;49;39;23;106;5;0;7;15;9;18;0;1;13;8;6;4;17;49;29;2;6;7;2;3;46;26;2;6;7;2;3;3;3;0;0;0;0;0;2;7;10;30;43;6;0;0;0.0;23.0;8.0;28;41;50;0
122130000;76;12;12000;12213;Saint-Beauzély;ZZZZZZ;1221300;Z;5;357;245;72;40;322;31;1;27;31;75;111;2;9;24;29;66;45;70;240;88;11;12;72;31;26;214;81;10;12;56;30;25;23;7;1;0;15;0;0;22;35;41;147;184;48;12;13;2.0;103.0;67.0;166;231;245;5
122140000;76;12;12000;12214;Saint-Chély-d'Aubrac;ZZZZZZ;1221400;Z;5;507;235;244;28;466;41;5;14;39;64;112;4;14;18;43;42;50;63;228;105;19;20;37;30;16;210;100;19;16;32;27;15;17;5;0;4;5;3;0;21;15;35;164;187;33;3;15;11.0;123.0;25.0;159;210;230;5
