IRIS;REG;DEP;UU2010;COM;LIBCOM;TRIRIS;GRD_QUART;TYP_IRIS;LAB_IRIS;P17_LOG;P17_RP;P17_RSECOCC;P17_LOGVAC;P17_MAISON;P17_APPART;P17_RP_1P;P17_RP_2P;P17_RP_3P;P17_RP_4P;P17_RP_5PP;P17_RP_M30M2;P17_RP_3040M2;P17_RP_4060M2;P17_RP_6080M2;P17_RP_80100M2;P17_RP_100120M2;P17_RP_120M2P;P17_RP_ACHTOT;P17_RP_ACH19;P17_RP_ACH45;P17_RP_ACH70;P17_RP_ACH90;P17_RP_ACH05;P17_RP_ACH14;P17_RPMAISON_ACHTOT;P17_RPMAISON_ACH19;P17_RPMAISON_ACH45;P17_RPMAISON_ACH70;P17_RPMAISON_ACH90;P17_RPMAISON_ACH05;P17_RPMAISON_ACH14;P17_RPAPPART_ACHTOT;P17_RPAPPART_ACH19;P17_RPAPPART_ACH45;P17_RPAPPART_ACH70;P17_RPAPPART_ACH90;P17_RPAPPART_ACH05;P17_RPAPPART_ACH14;P17_MEN_ANEM0002;P17_MEN_ANEM0204;P17_MEN_ANEM0509;P17_MEN_ANEM10P;P17_RP_PROP;P17_RP_LOC;P17_RP_LOCHLMV;P17_RP_GRAT;P17_RP_CCCOLL;P17_RP_CCIND;P17_RP_CINDELEC;P17_RP_GARL;P17_RP_VOIT1P;P17_RP_VOIT1;P17_RP_VOIT2P;C17_RP_HSTU1P;C17_RP_HSTU1P_SUROCC;P17_NPER_RP_PROP;P17_NPER_RP_LOC;P17_NPER_RP_LOCHLMV;P17_NPER_RP_GRAT;P17_RP_SDB
370690000;24;37;37000;37069;Chemillé-sur-Indrois;ZZZZZZ;3706900;Z;5;174;106;50;18;173;0;1;2;15;33;56;0;0;4;15;32;21;34;100;54;6;7;6;11;18;100;54;6;7;6;11;18;0;0;0;0;0;0;0;10;16;20;60;81;20;0;5;2.0;29.0;30.0;84;98;46;53;102;0;168;48;0;6;103.0
370700000;24;37;37000;37070;Chenonceaux;ZZZZZZ;3707000;Z;5;224;158;36;29;220;4;2;7;38;41;71;2;3;12;24;47;37;32;156;40;5;32;50;13;16;154;39;4;32;50;13;16;2;1;1;0;0;0;0;12;20;25;100;131;22;0;5;0.0;81.0;51.0;132;150;63;87;157;0;292;52;0;7;151.0
370710000;24;37;37000;37071;Chezelles;ZZZZZZ;3707100;Z;5;78;56;18;4;75;3;0;3;5;14;34;0;3;4;6;11;11;22;56;30;13;4;4;3;3;54;29;13;4;4;3;2;2;1;0;0;0;0;1;3;8;10;35;48;7;0;1;2.0;27.0;7.0;38;53;20;33;54;0;114;15;0;1;52.0
370720000;24;37;37205;37072;Chinon;ZZZZZZ;3707200;Z;5;5083;4022;230;831;3094;1941;125;524;882;1123;1367;61;198;588;985;1082;565;543;4019;939;212;707;1308;462;391;2529;623;141;357;870;271;266;1457;315;71;344;435;168;124;563;801;686;1971;2033;1878;901;111;403.0;1751.0;1569.0;2361;3230;2021;1209;3846;61;4219;3248;1578;272;3943.0
370730000;24;37;37000;37073;Chisseaux;ZZZZZZ;3707300;Z;5;380;290;39;51;363;14;0;10;48;84;148;0;0;18;53;75;70;74;287;103;14;49;56;39;25;284;103;12;49;55;39;25;3;0;2;0;1;0;0;16;40;49;184;242;43;18;5;1.0;157.0;85.0;246;263;134;129;287;5;490;82;34;11;290.0
370740000;24;37;37000;37074;Chouzé-sur-Loire;ZZZZZZ;3707400;Z;5;1157;899;139;119;1096;45;15;63;185;260;377;14;25;75;203;273;151;159;885;370;114;126;195;52;29;847;358;109;119;190;48;24;27;10;5;4;4;3;1;87;129;135;548;708;175;32;16;6.0;303.0;332.0;667;827;422;406;889;40;1641;370;82;28;869.0
370750000;24;37;37000;37075;Cigogné;ZZZZZZ;3707500;Z;5;172;153;9;10;172;0;0;1;24;30;98;0;0;1;25;52;24;51;144;60;11;8;32;21;12;144;60;11;8;32;21;12;0;0;0;0;0;0;0;13;28;30;82;128;21;0;4;1.0;58.0;49.0;123;150;56;94;160;0;342;50;0;6;152.0
370760000;24;37;37000;37076;Cinais;ZZZZZZ;3707600;Z;5;246;189;36;21;243;2;1;12;25;49;102;0;1;15;32;54;39;49;189;44;13;10;64;43;16;187;44;13;10;63;42;16;1;0;0;0;1;0;0;20;18;29;122;146;40;21;3;1.0;73.0;66.0;152;180;79;101;194;0;328;89;50;6;186.0
370770000;24;37;37110;37077;Cinq-Mars-la-Pile;ZZZZZZ;3707700;Z;5;1613;1439;57;118;1460;147;11;111;228;400;689;7;30;117;257;461;298;269;1329;312;107;100;328;283;198;1228;290;99;86;290;271;193;98;23;8;14;37;12;5;211;278;216;735;1041;379;181;19;15.0;653.0;441.0;1159;1333;563;770;1428;15;2603;859;401;49;1400.0
370780000;24;37;37000;37078;Ciran;ZZZZZZ;3707800;Z;5;229;174;43;12;226;2;1;9;24;45;95;0;4;16;32;33;36;53;174;84;24;10;29;15;12;173;83;24;10;29;15;12;1;1;0;0;0;0;0;8;32;21;113;133;36;15;5;0.0;67.0;64.0;137;164;68;95;175;5;316;76;30;9;173.0
370790000;24;37;37701;37079;Civray-de-Touraine;ZZZZZZ;3707900;Z;5;828;723;52;53;809;16;2;22;108;181;410;4;6;54;120;190;168;181;722;172;44;117;202;122;66;705;170;44;112;201;113;66;16;2;0;4;1;9;0;46;100;112;465;642;65;1;16;4.0;305.0;215.0;569;678;270;408;732;10;1620;163;6;27;706.0
370800000;24;37;37000;37080;Civray-sur-Esves;ZZZZZZ;3708000;Z;5;123;90;17;16;120;3;1;5;14;22;48;1;0;2;17;22;22;27;89;51;11;4;14;4;5;88;50;11;4;14;4;5;1;1;0;0;0;0;0;9;14;15;52;71;18;8;1;0.0;42.0;26.0;89;84;34;50;89;0;167;34;13;1;89.0
370810000;24;37;37000;37081;Cléré-les-Pins;ZZZZZZ;3708100;Z;5;670;587;36;47;636;29;12;24;92;153;306;2;18;19;79;178;141;150;564;177;33;26;150;76;101;534;172;31;26;138;67;100;24;5;2;0;9;8;0;36;102;114;335;478;102;51;7;3.0;160.0;206.0;451;557;220;336;589;20;1179;204;97;21;580.0
370820000;24;37;37000;37082;Continvoir;ZZZZZZ;3708200;Z;5;290;198;52;40;284;4;2;21;34;67;74;1;5;23;31;48;32;58;198;109;9;8;45;15;12;195;106;9;8;45;15;12;3;3;0;0;0;0;0;13;36;28;122;156;39;11;3;0.0;75.0;49.0;171;183;89;94;196;0;322;81;32;3;196.0
370830000;24;37;37204;37083;Cormery;ZZZZZZ;3708300;Z;5;822;745;10;67;718;101;7;53;127;191;367;6;13;74;148;210;146;147;719;138;57;110;186;125;103;622;120;50;86;159;111;98;95;18;7;24;26;15;5;87;136;155;367;559;170;24;16;11.0;298.0;304.0;525;696;333;364;737;20;1360;337;59;30;737.0
370840000;24;37;37000;37084;Couesmes;ZZZZZZ;3708400;Z;5;244;208;18;19;235;8;3;17;39;70;79;3;6;10;41;60;36;52;207;85;32;24;32;25;9;200;84;32;22;31;22;9;6;1;0;2;1;2;0;20;23;39;125;151;55;0;2;1.0;68.0;38.0;178;193;82;111;210;9;376;123;0;2;199.0
370850000;24;37;37000;37085;Courçay;ZZZZZZ;3708500;Z;5;398;336;36;26;389;8;0;11;41;97;187;0;5;11;46;98;57;119;336;129;24;22;71;52;37;328;125;24;22;70;50;36;8;4;0;0;1;2;1;24;49;62;201;276;58;12;2;1.0;133.0;100.0;288;327;122;205;342;0;663;141;32;3;329.0
370860000;24;37;37000;37086;Courcelles-de-Touraine;ZZZZZZ;3708600;Z;5;218;183;14;21;217;1;0;6;26;58;94;1;3;8;31;51;31;59;183;75;13;8;21;31;35;183;75;13;8;21;31;35;0;0;0;0;0;0;0;17;17;43;107;163;20;10;1;3.0;40.0;71.0;138;165;49;116;179;0;446;42;22;1;182.0
370870000;24;37;37000;37087;Courcoué;ZZZZZZ;3708700;Z;5;151;110;24;17;148;3;1;4;15;28;61;1;2;6;13;23;28;37;107;50;18;7;23;6;2;106;50;18;7;22;6;2;1;0;0;0;1;0;0;6;17;6;80;93;15;4;1;1.0;51.0;25.0;82;103;49;54;113;0;219;31;6;3;108.0
370880000;24;37;37000;37088;Couziers;ZZZZZZ;3708800;Z;5;72;51;10;11;71;0;0;3;8;14;26;0;0;5;10;12;10;14;49;15;5;4;9;3;13;49;15;5;4;9;3;13;0;0;0;0;0;0;0;3;9;18;21;41;9;0;1;0.0;22.0;8.0;40;48;18;30;50;0;94;17;0;1;47.0
370890000;24;37;37000;37089;Cravant-les-Côteaux;ZZZZZZ;3708900;Z;5;424;330;47;47;407;12;3;15;55;84;173;2;4;15;45;106;64;94;329;104;30;26;86;57;26;319;102;30;26;80;55;26;9;2;0;0;5;2;0;20;35;46;229;274;47;15;9;0.0;138.0;95.0;251;305;128;177;320;10;567;90;25;15;322.0
370900000;24;37;37000;37090;Crissay-sur-Manse;ZZZZZZ;3709000;Z;5;82;50;22;10;80;1;1;5;12;13;20;1;0;4;10;6;7;22;50;31;4;5;5;5;1;48;30;3;5;5;5;1;1;0;1;0;0;0;0;3;6;5;36;42;7;0;1;0.0;31.0;9.0;39;44;23;21;45;0;81;17;0;1;49.0
370910000;24;37;37701;37091;La Croix-en-Touraine;ZZZZZZ;3709100;Z;5;1144;993;53;97;1083;53;3;52;162;290;486;6;19;68;190;315;183;213;924;191;80;127;293;139;94;882;185;63;118;287;137;92;40;7;17;9;5;1;2;88;173;161;571;830;158;36;5;3.0;499.0;269.0;801;935;395;540;987;10;1965;304;70;11;979.0
370920000;24;37;37000;37092;Crotelles;ZZZZZZ;3709200;Z;5;279;265;8;6;271;5;2;5;40;75;143;0;4;16;43;69;59;73;265;69;11;14;76;50;45;257;65;11;14;75;48;44;5;2;0;0;0;2;1;19;61;44;142;206;54;17;5;0.0;82.0;102.0;223;259;80;179;256;0;531;149;53;10;262.0
370930000;24;37;37000;37093;Crouzilles;ZZZZZZ;3709300;Z;5;319;256;33;29;313;5;1;11;46;78;120;1;6;21;50;69;49;60;253;100;20;20;60;33;20;249;98;20;20;59;32;20;4;2;0;0;1;1;0;15;28;41;172;210;46;17;1;0.0;119.0;72.0;214;238;114;124;254;5;430;100;43;1;255.0
370940000;24;37;37000;37094;Cussay;ZZZZZZ;3709400;Z;5;349;245;76;28;346;3;0;16;40;73;116;0;4;18;74;55;43;51;243;64;37;20;51;33;38;243;64;37;20;51;33;38;0;0;0;0;0;0;0;12;34;46;153;219;24;5;2;0.0;87.0;67.0;207;236;106;129;246;0;503;55;10;2;241.0
370950000;24;37;37000;37095;Dame-Marie-les-Bois;ZZZZZZ;3709500;Z;5;180;145;22;14;179;1;1;10;18;29;86;1;1;7;26;30;32;47;144;66;10;7;23;22;15;143;66;9;7;23;22;15;1;0;1;0;0;0;0;15;16;38;76;119;24;8;2;0.0;45.0;40.0;102;138;44;94;147;0;295;54;21;3;143.0
370960000;24;37;37701;37096;Dierre;ZZZZZZ;3709600;Z;5;289;242;18;28;285;0;2;9;34;56;141;3;5;19;33;63;55;64;229;72;22;26;43;45;22;227;72;22;24;43;45;22;0;0;0;0;0;0;0;27;44;35;136;205;32;1;6;1.0;83.0;78.0;179;234;85;149;242;10;532;68;2;8;236.0
370970000;24;37;37000;37097;Dolus-le-Sec;ZZZZZZ;3709700;Z;5;309;264;25;20;300;8;0;9;32;64;159;0;5;16;37;66;56;84;259;117;26;23;30;33;30;250;115;25;23;28;32;27;8;1;1;0;2;1;3;20;39;45;160;214;48;1;2;1.0;111.0;78.0;206;246;90;156;260;0;561;107;1;3;258.0
370980000;24;37;37000;37098;Draché;ZZZZZZ;3709800;Z;5;336;300;22;14;321;12;5;11;31;94;159;4;7;17;32;101;58;81;299;92;25;24;88;45;25;286;88;25;23;80;45;25;11;4;0;1;6;0;0;20;45;43;192;232;64;26;4;0.0;108.0;104.0;245;283;120;163;305;0;599;139;54;7;296.0
370990000;24;37;37000;37099;Druye;ZZZZZZ;3709900;Z;5;390;362;4;23;388;2;0;5;51;75;232;0;4;14;45;91;103;105;338;80;16;28;84;72;60;336;79;16;28;83;72;60;2;1;0;0;1;0;0;40;43;80;200;302;57;2;3;4.0;200.0;93.0;281;345;106;239;363;0;806;120;3;8;348.0
371000000;24;37;00163;37100;Épeigné-les-Bois;ZZZZZZ;3710000;Z;5;262;191;55;17;259;2;0;7;30;64;90;1;1;17;44;45;31;52;190;90;8;10;37;28;17;188;90;7;10;36;28;17;2;0;1;0;1;0;0;11;32;26;122;155;27;12;9;1.0;79.0;68.0;158;181;83;98;191;0;341;63;36;19;188.0
371010000;24;37;37000;37101;Épeigné-sur-Dême;ZZZZZZ;3710100;Z;5;107;72;26;9;104;1;1;3;17;13;38;0;2;6;13;13;17;21;72;44;9;4;3;1;11;70;42;9;4;3;1;11;1;1;0;0;0;0;0;2;12;10;48;60;8;0;4;0.0;25.0;17.0;47;69;34;35;70;0;137;17;0;5;71.0
371030000;24;37;37000;37103;Esves-le-Moutier;ZZZZZZ;3710300;Z;5;93;68;12;13;93;0;0;4;12;24;28;0;0;3;13;28;10;14;67;34;13;4;8;1;7;67;34;13;4;8;1;7;0;0;0;0;0;0;0;6;8;13;41;56;12;1;0;0.0;23.0;14.0;55;65;24;41;65;0;116;28;2;0;64.0
371040000;24;37;37204;37104;Esvres;ZZZZZZ;3710400;Z;5;2530;2326;59;145;2321;201;20;140;308;596;1262;12;51;135;361;622;480;666;2316;341;107;268;767;278;557;2134;335;96;247;691;262;504;176;6;10;21;71;15;53;232;471;396;1228;1824;483;247;20;18.0;1123.0;822.0;1895;2198;832;1366;2319;32;4754;1007;473;43;2292.0
371050000;24;37;37000;37105;Faye-la-Vineuse;ZZZZZZ;3710500;Z;5;212;125;73;14;212;0;0;5;16;33;71;0;1;6;13;41;26;38;124;93;7;4;12;5;3;124;93;7;4;12;5;3;0;0;0;0;0;0;0;8;15;18;84;108;12;4;5;0.0;62.0;32.0;90;110;67;43;125;0;225;23;8;5;123.0
371060000;24;37;37000;37106;La Ferrière;ZZZZZZ;3710600;Z;5;141;121;15;5;140;1;0;6;13;23;79;0;0;4;16;37;27;37;120;69;6;6;17;11;11;120;69;6;6;17;11;11;0;0;0;0;0;0;0;3;11;24;83;108;13;5;0;0.0;52.0;31.0;82;116;42;74;130;0;269;41;21;0;117.0
371070000;24;37;37000;37107;Ferrière-Larçon;ZZZZZZ;3710700;Z;5;210;133;42;35;207;2;1;8;32;43;49;1;3;20;28;44;18;19;133;81;13;15;15;3;6;130;78;13;15;15;3;6;2;2;0;0;0;0;0;11;21;16;85;111;19;1;3;2.0;52.0;30.0;81;121;62;59;135;0;211;33;3;3;128.0
371080000;24;37;37301;37108;Ferrière-sur-Beaulieu;ZZZZZZ;3710800;Z;5;337;317;7;13;329;5;0;13;60;88;156;0;6;18;65;105;61;61;315;33;11;21;125;73;53;307;33;11;21;119;69;53;5;0;0;0;4;1;0;32;47;73;165;233;81;48;3;2.0;94.0;142.0;271;305;120;186;320;5;548;179;102;7;314.0
371090101;24;37;37701;37109;Fondettes;ZZZZZZ;3710901;H;Z;1524;1412;15;97;1054;464;10;193;286;329;595;7;62;184;294;338;203;324;1399;78;23;86;573;392;247;986;71;17;59;488;265;86;406;7;6;24;85;125;160;183;302;207;720;812;584;199;16;23.0;663.0;599.0;1245;1282;653;629;1402;22;1883;1090;375;42;1397.0
371090102;24;37;37701;37109;Fondettes;ZZZZZZ;3710901;H;Z;939;875;28;36;887;46;11;31;70;131;633;6;16;23;71;170;178;411;864;93;41;150;360;153;66;815;84;38;134;358;140;60;43;6;2;16;0;13;6;70;131;97;578;760;97;3;18;21.0;389.0;349.0;743;852;304;548;869;15;1888;233;3;49;857.0
371090103;24;37;37701;37109;Fondettes;ZZZZZZ;3710901;H;Z;2104;1951;59;94;1970;134;13;60;151;432;1295;11;15;75;204;448;407;790;1911;235;71;157;547;602;299;1814;220;71;150;541;582;251;97;15;0;7;6;21;49;144;323;312;1172;1569;374;140;9;6.0;1030.0;716.0;1779;1895;675;1220;1941;11;3975;917;329;20;1917.0
371100000;24;37;37000;37110;Francueil;ZZZZZZ;3711000;Z;5;675;563;62;50;668;4;4;14;94;141;310;2;9;23;69;172;120;167;562;190;30;39;142;95;66;556;187;30;38;141;94;66;4;3;0;0;0;1;0;42;69;117;335;494;56;0;13;3.0;204.0;189.0;476;534;207;328;563;0;1217;139;0;20;554.0
371110000;24;37;37000;37111;Genillé;ZZZZZZ;3711100;Z;5;943;723;130;90;895;44;10;67;159;231;256;8;18;62;173;215;122;124;723;298;50;73;160;76;66;688;288;50;59;153;74;65;32;9;0;13;7;2;0;58;111;149;405;506;203;84;14;14.0;302.0;223.0;620;637;331;306;705;24;1088;402;141;30;706.0
371120000;24;37;37000;37112;Gizeux;ZZZZZZ;3711200;Z;5;274;199;46;30;270;2;2;11;40;71;75;0;3;21;44;56;30;44;196;91;14;19;39;28;4;192;90;14;19;38;27;4;2;1;0;0;1;0;0;21;29;31;118;149;42;14;7;3.0;73.0;46.0;158;178;82;96;205;0;300;79;21;11;190.0
371130000;24;37;37000;37113;Le Grand-Pressigny;ZZZZZZ;3711300;Z;5;665;450;92;123;631;31;9;26;92;127;196;3;13;38;130;121;73;72;446;150;58;57;115;51;16;426;147;53;55;108;48;15;17;3;3;1;6;2;1;43;65;59;284;303;128;39;20;9.0;204.0;132.0;307;395;206;188;445;10;627;255;66;33;437.0
371140000;24;37;37000;37114;La Guerche;ZZZZZZ;3711400;Z;5;168;92;57;19;165;1;2;7;13;33;37;3;5;4;17;30;14;21;92;45;9;11;21;3;4;89;43;8;11;21;3;3;1;1;0;0;0;0;0;8;5;14;66;80;11;0;2;0.0;40.0;26.0;75;86;40;45;98;0;160;18;0;2;90.0
371150000;24;37;00255;37115;Descartes;ZZZZZZ;3711500;Z;5;2242;1848;72;322;1836;398;41;145;404;591;666;32;50;220;528;546;242;230;1822;433;155;433;555;130;116;1521;402;138;336;436;102;108;294;31;17;96;118;28;4;184;260;301;1103;1238;587;203;23;20.0;1032.0;565.0;1248;1522;939;583;1804;26;2353;1057;322;41;1802.0
371160000;24;37;37000;37116;Les Hermites;ZZZZZZ;3711600;Z;5;297;243;23;31;288;8;1;22;57;55;108;2;8;28;48;65;45;47;239;125;37;11;35;18;13;231;125;37;9;34;16;10;7;0;0;1;1;2;3;18;41;45;139;190;48;12;5;0.0;95.0;66.0;192;222;111;111;240;0;416;86;19;9;235.0
371170000;24;37;37000;37117;Hommes;ZZZZZZ;3711700;Z;5;445;375;21;49;437;7;2;19;60;105;188;2;5;26;65;98;82;96;373;157;24;37;63;48;44;365;157;24;36;56;48;44;7;0;0;0;7;0;0;21;60;57;237;291;76;26;8;0.0;111.0;132.0;306;346;147;199;380;0;716;151;51;16;365.0
371180000;24;37;37000;37118;Huismes;ZZZZZZ;3711800;Z;5;827;658;66;103;811;8;0;24;87;159;388;1;2;33;102;180;140;199;647;211;51;44;182;90;69;638;206;51;41;181;90;69;7;4;0;2;1;0;0;35;87;101;434;527;122;42;9;14.0;217.0;274.0;553;631;267;364;666;0;1187;268;92;11;645.0
371190000;24;37;37000;37119;L'Île-Bouchard;ZZZZZZ;3711900;Z;5;964;766;62;136;779;171;16;58;167;229;296;13;25;97;167;231;105;128;763;216;80;154;230;66;17;627;188;63;135;167;57;17;133;28;17;16;63;9;0;82;141;109;434;481;267;106;18;34.0;431.0;210.0;440;625;384;241;740;10;956;484;190;31;756.0
371210000;24;37;37000;37121;Jaulnay;ZZZZZZ;3712100;Z;5;173;114;45;13;171;2;0;1;14;38;61;0;0;4;19;37;25;29;113;59;21;10;12;9;1;111;58;20;10;12;9;1;2;1;1;0;0;0;0;2;21;19;71;92;22;0;0;0.0;54.0;20.0;90;106;48;58;112;5;207;51;0;0;112.0
371220101;24;37;37701;37122;Joué-lès-Tours;370071;3712201;H;1;1399;1301;3;95;168;1219;56;309;495;299;142;34;112;315;554;211;59;15;1265;10;32;422;342;319;141;144;7;25;72;25;10;4;1108;3;6;348;311;306;133;230;297;287;486;243;1051;861;7;845.0;314.0;138.0;590;939;759;180;1245;58;488;1957;1615;7;1265.0
371220102;24;37;37701;37122;Joué-lès-Tours;370071;3712201;H;1;1339;1191;13;134;319;1020;58;218;427;292;196;35;52;298;452;210;65;81;1165;36;58;257;360;210;242;301;36;58;75;69;42;22;863;0;0;183;291;169;221;247;335;190;419;563;622;170;6;243.0;484.0;443.0;878;1035;758;277;1133;35;1106;1131;368;6;1154.0
371220201;24;37;37701;37122;Joué-lès-Tours;370081;3712202;H;1;1063;953;5;105;51;1008;32;248;378;195;99;18;95;373;363;80;12;11;948;7;23;713;168;5;33;45;6;18;22;0;0;0;900;1;6;688;168;5;33;104;274;191;384;206;739;593;8;848.0;52.0;53.0;328;682;550;132;922;58;344;1436;1190;12;922.0
371220202;24;37;37701;37122;Joué-lès-Tours;370081;3712202;H;1;1050;943;14;93;341;709;201;89;233;260;160;149;76;151;272;197;45;53;935;14;31;422;299;161;8;302;14;31;90;161;6;0;633;0;0;332;138;155;8;134;238;157;414;542;393;61;8;434.0;269.0;228.0;519;775;570;205;750;31;1014;602;93;14;937.0
371220301;24;37;37701;37122;Joué-lès-Tours;370071;3712203;H;1;1457;1324;27;106;405;1051;72;242;386;419;204;19;99;243;446;386;77;55;1318;4;61;561;340;230;121;372;3;60;114;97;59;39;946;1;1;447;243;172;82;279;327;231;487;692;480;24;152;679.0;273.0;349.0;1069;1150;815;335;1259;27;1188;767;47;341;1308.0
371220401;24;37;37701;37122;Joué-lès-Tours;370071;3712204;H;1;1076;1024;1;50;789;287;9;130;184;288;414;5;27;140;229;310;132;181;1018;27;17;104;493;98;280;760;27;16;100;490;87;40;259;0;1;5;3;11;239;115;203;152;555;740;282;37;3;26.0;540.0;405.0;898;985;543;442;1018;16;1619;548;85;3;1007.0
371220501;24;37;37701;37122;Joué-lès-Tours;370071;3712205;H;1;802;800;1;1;800;2;0;24;57;180;540;0;1;25;79;259;215;221;781;27;0;20;486;119;129;780;27;0;20;486;118;129;1;0;0;0;0;1;0;52;123;102;523;645;151;69;4;6.0;575.0;170.0;727;783;303;481;800;1;1670;341;121;14;793.0
371220601;24;37;37701;37122;Joué-lès-Tours;370081;3712206;H;1;2143;1986;24;133;1015;1121;207;298;394;560;527;207;133;309;477;510;215;135;1930;30;28;370;934;234;333;961;27;21;210;599;53;50;963;4;4;158;333;181;283;382;520;285;799;1119;848;146;19;458.0;765.0;670.0;1758;1699;1165;534;1781;28;2237;1492;324;22;1935.0
371220701;24;37;37701;37122;Joué-lès-Tours;370101;3712207;H;1;1178;1030;21;127;387;789;211;194;145;224;256;211;80;141;161;250;88;98;968;8;12;104;510;240;94;360;8;9;67;197;65;14;607;0;3;37;313;174;80;222;239;150;419;343;679;255;8;347.0;248.0;413.0;762;856;583;274;822;19;823;1151;575;10;1017.0
371220702;24;37;37701;37122;Joué-lès-Tours;370101;3712207;H;1;1231;1183;3;44;896;335;6;60;165;405;546;0;27;48;279;502;226;100;1181;6;0;55;1093;18;8;865;6;0;21;815;18;5;316;0;0;34;279;0;3;55;139;156;833;957;217;155;9;310.0;732.0;92.0;803;1041;570;471;1177;21;2093;443;311;20;1177.0
371220801;24;37;37701;37122;Joué-lès-Tours;370091;3712208;H;2;908;837;8;62;115;789;22;248;295;174;98;14;32;300;325;137;22;7;809;6;0;393;361;28;21;112;0;0;71;35;6;0;694;6;0;319;326;22;21;119;182;128;407;255;580;446;2;684.0;117.0;33.0;197;564;451;114;819;104;518;1289;1022;4;800.0
371220802;24;37;37701;37122;Joué-lès-Tours;370091;3712208;H;1;995;903;0;92;50;933;0;62;417;323;101;0;0;113;645;125;8;12;900;0;9;545;295;24;27;49;0;6;15;7;0;22;840;0;3;519;288;24;5;106;202;170;425;327;570;487;6;843.0;33.0;24.0;277;652;517;135;903;133;633;1583;1393;9;888.0
371220803;24;37;37701;37122;Joué-lès-Tours;370091;3712208;H;1;981;904;8;68;316;661;7;191;214;321;171;3;48;264;307;219;51;12;890;0;9;341;311;93;136;286;0;3;48;230;4;1;600;0;6;293;81;86;134;153;236;166;349;340;558;381;6;488.0;297.0;109.0;535;742;560;181;900;50;774;1325;1004;9;858.0
371220804;24;37;37701;37122;Joué-lès-Tours;370091;3712208;H;1;919;864;3;52;289;626;130;56;216;292;171;5;146;84;301;265;44;19;864;6;9;240;588;14;7;272;3;9;96;156;3;4;589;3;0;144;429;9;3;98;192;117;457;242;617;526;5;571.0;255.0;26.0;463;609;451;159;734;62;552;1538;1252;8;848.0
371220901;24;37;37701;37122;Joué-lès-Tours;370101;3712209;H;1;1239;1199;3;37;1205;34;12;19;171;344;652;12;6;26;145;487;308;214;1188;65;33;67;398;382;244;1163;65;33;67;392;367;241;25;0;0;0;6;15;3;58;196;228;716;1008;178;21;13;0.0;498.0;524.0;1086;1134;499;635;1192;27;2632;418;61;20;1183.0
371220902;24;37;37701;37122;Joué-lès-Tours;370101;3712209;H;1;1035;1008;7;20;1025;6;3;23;97;357;528;3;11;38;145;408;188;215;994;56;26;59;548;187;117;984;56;26;59;541;184;117;6;0;0;0;6;0;0;46;194;164;605;725;278;135;6;0.0;613.0;281.0;909;971;391;580;1005;23;1798;939;483;15;995.0
371230000;24;37;37108;37123;Langeais;ZZZZZZ;3712300;Z;5;2358;2048;117;193;1913;436;39;169;431;608;802;31;89;222;514;536;321;334;2045;540;160;299;500;239;308;1689;460;122;192;421;208;286;347;75;38;107;77;30;20;243;426;373;1006;1233;786;410;29;32.0;1164.0;535.0;1383;1789;915;874;2015;25;2912;1588;877;66;1994.0
371240000;24;37;37701;37124;Larçay;ZZZZZZ;3712400;Z;5;1104;1031;26;48;1055;48;4;20;124;237;647;2;8;42;144;291;249;296;955;94;34;67;362;274;123;924;90;34;65;355;260;120;30;4;0;2;7;14;3;131;117;139;645;800;217;87;14;3.0;520.0;384.0;917;996;379;617;1025;10;1927;508;197;27;1012.0
371250000;24;37;37000;37125;Lémeré;ZZZZZZ;3712500;Z;5;234;196;23;15;233;1;0;9;27;45;116;0;0;6;31;48;35;77;196;105;7;15;31;22;16;195;105;7;15;31;21;16;1;0;0;0;0;1;0;12;29;36;119;159;35;11;2;0.0;86.0;51.0;152;186;63;124;195;5;405;109;29;4;191.0
371260000;24;37;37000;37126;Lerné;ZZZZZZ;3712600;Z;5;225;149;35;40;203;21;2;12;27;43;64;1;3;13;31;33;35;32;149;91;5;2;25;13;13;135;86;5;2;16;13;13;14;5;0;0;9;0;0;18;22;22;87;101;47;19;1;5.0;61.0;49.0;125;136;76;59;161;5;205;90;31;1;141.0
371270000;24;37;37000;37127;Le Liège;ZZZZZZ;3712700;Z;5;180;142;18;20;159;20;15;5;24;35;62;15;1;11;33;30;24;27;142;63;4;5;34;17;18;126;62;4;5;21;16;17;15;1;0;0;13;0;1;15;27;31;68;83;51;19;8;14.0;48.0;51.0;115;116;56;59;136;0;189;103;47;15;140.0
371280000;24;37;37000;37128;Lignières-de-Touraine;ZZZZZZ;3712800;Z;5;599;534;27;38;580;16;6;24;79;161;264;8;5;36;102;175;111;97;534;157;36;65;96;65;116;519;149;35;62;96;65;112;13;6;1;2;0;0;4;41;99;103;291;432;96;12;6;3.0;158.0;219.0;445;491;204;287;528;10;1062;205;24;10;524.0
371290000;24;37;37205;37129;Ligré;ZZZZZZ;3712900;Z;5;590;480;57;53;585;3;2;18;52;139;269;2;8;21;60;154;98;137;473;134;31;31;118;104;54;468;132;30;31;118;101;54;3;1;1;0;0;1;0;47;55;70;307;398;74;10;7;1.0;176.0;196.0;353;462;175;287;477;5;865;190;26;9;471.0
