DEPCOM;LIBCOM;UU2010;REG;DEP
62573;Meurchin;00752;32;62
70344;Meurcourt;70000;27;70
52322;Meures;52000;44;52
02482;Meurival;02000;32;02
17232;Meursac;17000;75;17
21411;Meursanges;21000;27;21
21412;Meursault;21000;27;21
10242;Meurville;10000;44;10
41139;Meusnes;41000;24;41
39328;Meussia;39000;27;39
14430;Meuvaines;14000;28;14
17233;Meux;17000;75;17
87095;Meuzac;87000;75;87
28249;Mévoisins;28000;24;28
26181;Mévouillon;26000;84;26
01244;Meximieux;01206;84;01
54367;Mexy;54101;44;54
57467;Mey;57000;44;57
68205;Meyenheim;68000;44;68
38229;Meylan;38701;84;38
19136;Meymac;19101;75;19
30166;Meynes;30206;76;30
24268;Meyrals;24000;75;24
30167;Meyrannes;30000;76;30
13059;Meyrargues;13107;93;13
07156;Meyras;07000;84;07
13060;Meyreuil;00759;93;13
38230;Meyrié;38501;84;38
38231;Meyrieu-les-Étangs;38000;84;38
73156;Meyrieux-Trouet;73000;84;73
19137;Meyrignac-l'Église;19000;75;19
46192;Meyronne;46000;76;46
48096;Meyrueis;48000;76;48
69132;Meys;69000;84;69
19138;Meyssac;19000;75;19
07157;Meysse;07000;84;07
38232;Meyssiez;38000;84;38
69282;Meyzieu;00758;84;69
53153;Mézangers;53000;52;53
34157;Mèze;34301;76;34
04121;Mézel;04000;93;04
81164;Mézens;81000;76;81
72195;Mézeray;72000;52;72
43134;Mézères;43000;84;43
01246;Mézériat;01000;84;01
80544;Mézerolles;80000;32;80
11231;Mézerville;11000;76;11
14431;Mézidon Vallée d'Auge;14211;28;14
36123;Mézières-en-Brenne;36000;24;36
28251;Mézières-en-Drouais;28401;24;28
45205;Mézières-en-Gâtinais;45000;24;45
80545;Mézières-en-Santerre;80000;32;80
27408;Mézières-en-Vexin;27000;28;27
45204;Mézières-lez-Cléry;45000;24;45
72197;Mézières-sous-Lavardin;72000;52;72
35178;Mézières-sur-Couesnon;35000;53;35
02483;Mézières-sur-Oise;02000;32;02
72196;Mézières-sur-Ponthouin;72000;52;72
78402;Mézières-sur-Seine;78206;11;78
07158;Mézilhac;07000;84;07
89254;Mézilles;89000;27;89
47167;Mézin;47000;75;47
90069;Méziré;00261;27;90
40182;Mézos;40000;75;40
02484;Mézy-Moulins;02000;32;02
78403;Mézy-sur-Seine;00851;11;78
58166;Mhère;58000;27;58
24269;Mialet;24000;75;24
30168;Mialet;30000;76;30
64383;Mialos;64000;75;64
80546;Miannay;80000;32;80
68207;Michelbach-le-Bas;68000;44;68
68208;Michelbach-le-Haut;68000;44;68
89255;Michery;89000;27;89
88303;Midrevaux;88000;44;88
39329;Mièges;39000;27;39
32252;Miélan;32000;76;32
28252;Miermaigne;28000;24;28
46193;Miers;46000;76;46
39330;Miéry;39000;27;39
67292;Mietesheim;67000;44;67
74183;Mieussy;74000;84;74
61279;Mieuxcé;61000;28;61
89256;Migé;89000;27;89
89257;Migennes;89302;27;89
09192;Miglos;09000;76;09
86157;Mignaloux-Beauvoir;86112;75;86
70347;Mignavillers;70000;27;70
36124;Migné;36000;24;36
86158;Migné-Auxances;86601;75;86
45206;Mignères;45000;24;45
45207;Mignerette;45000;24;45
54368;Mignéville;54000;44;54
28253;Mignières;28000;24;28
39331;Mignovillard;39000;27;39
36125;Migny;36000;24;36
17234;Migré;17000;75;17
17235;Migron;17000;75;17
09193;Mijanès;09000;76;09
01247;Mijoux;01000;84;01
46194;Milhac;46000;76;46
24271;Milhac-de-Nontron;24000;75;24
81165;Milhars;81000;76;81
31342;Milhas;31000;76;31
30169;Milhaud;30601;76;30
81166;Milhavet;81000;76;81
29076;Milizac-Guipronvel;29000;53;29
86159;Millac;86000;75;86
59402;Millam;59000;32;59
41140;Millançay;41000;24;41
66108;Millas;66114;76;66
12145;Millau;12401;76;12
58168;Millay;58000;27;58
76438;Millebosc;76000;28;76
78404;Millemont;78108;11;78
80547;Millencourt;80000;32;80
80548;Millencourt-en-Ponthieu;80000;32;80
21413;Millery;21000;27;21
54369;Millery;54000;44;54
69133;Millery;00758;84;69
19139;Millevaches;19000;75;19
50328;Millières;50000;28;50
52325;Millières;52000;44;52
59403;Millonfosse;59402;32;59
91405;Milly-la-Forêt;91201;11;91
71299;Milly-Lamartine;71000;27;71
55338;Milly-sur-Bradon;55000;44;55
60403;Milly-sur-Thérain;60000;32;60
78406;Milon-la-Chapelle;78000;11;78
40183;Mimbaste;40000;75;40
13062;Mimet;00759;93;13
21414;Mimeure;21000;27;21
40184;Mimizan;40203;75;40
51368;Minaucourt-le-Mesnil-lès-Hurlus;51000;44;51
34158;Minerve;34000;76;34
65311;Mingot;65000;76;65
62574;Mingoval;62000;32;62
35179;Miniac-Morvan;35000;53;35
35180;Miniac-sous-Bécherel;35000;53;35
22152;Minihy-Tréguier;22204;53;22
54370;Minorville;54000;44;54
21415;Minot;21000;27;21
67293;Minversheim;67000;44;67
24272;Minzac;24000;75;24
74184;Minzier;74000;84;74
81167;Miolles;81000;76;81
01248;Mionnay;01000;84;01
69283;Mions;00758;84;69
33284;Mios;33205;75;33
64385;Miossens-Lanusse;64000;75;64
04122;Mirabeau;04000;93;04
84076;Mirabeau;84000;93;84
07159;Mirabel;07000;84;07
82110;Mirabel;82000;76;82
26182;Mirabel-aux-Baronnies;26000;84;26
26183;Mirabel-et-Blacons;26302;84;26
32253;Miradoux;32000;76;32
13063;Miramas;00759;93;13
17236;Mirambeau;17000;75;17
31343;Mirambeau;31000;76;31
32254;Miramont-d'Astarac;32000;76;32
31344;Miramont-de-Comminges;31302;76;31
47168;Miramont-de-Guyenne;47104;75;47
82111;Miramont-de-Quercy;82000;76;82
32255;Miramont-Latour;32000;76;32
40185;Miramont-Sensacq;40000;75;40
32256;Mirande;32105;76;32
81168;Mirandol-Bourgnounac;81000;76;81
32257;Mirannes;32000;76;32
80549;Miraumont;80000;32;80
11232;Miraval-Cabardès;11000;76;11
52326;Mirbel;52000;44;52
49205;Miré;49000;52;49
86160;Mirebeau;86101;75;86
21416;Mirebeau-sur-Bèze;21000;27;21
88304;Mirecourt;88205;44;88
63227;Mirefleurs;63301;84;63
31345;Miremont;31000;76;31
63228;Miremont;63000;84;63
11233;Mirepeisset;11000;76;11
64386;Mirepeix;64601;75;64
09194;Mirepoix;09103;76;09
32258;Mirepoix;32000;76;32
31346;Mirepoix-sur-Tarn;31000;76;31
34159;Mireval;34205;76;34
11234;Mireval-Lauragais;11000;76;11
01249;Miribel;00758;84;01
38235;Miribel-Lanchâtre;38000;84;38
38236;Miribel-les-Échelles;38000;84;38
26185;Mirmande;26000;84;26
80550;Mirvaux;80000;32;80
76439;Mirville;76000;28;76
26186;Miscon;26000;84;26
27410;Miserey;27000;28;27
25381;Miserey-Salines;25602;27;25
01250;Misérieux;00758;84;01
04123;Mison;04000;93;04
81169;Missècle;81000;76;81
11235;Missègre;11000;76;11
21417;Missery;21000;27;21
44098;Missillac;44119;52;44
56133;Missiriac;56000;53;56
40186;Misson;40202;75;40
02485;Missy-aux-Bois;02000;32;02
02486;Missy-lès-Pierrepont;02000;32;02
02487;Missy-sur-Aisne;02000;32;02
77293;Misy-sur-Yonne;77000;11;77
77294;Mitry-Mory;00851;11;77
78407;Mittainville;78000;11;78
28254;Mittainvilliers-Vérigny;28000;24;28
67295;Mittelbergheim;67123;44;67
57468;Mittelbronn;57000;44;57
67296;Mittelhausbergen;67701;44;67
67298;Mittelschaeffolsheim;67000;44;67
68209;Mittelwihr;68122;44;68
57469;Mittersheim;57000;44;57
68210;Mittlach;68000;44;68
68211;Mitzach;68301;44;68
42143;Mizérieux;42000;84;42
38237;Mizoën;38000;84;38
2A160;Moca-Croce;2A000;94;2A
73157;Modane;73109;84;73
84077;Modène;00754;93;84
29150;Moëlan-sur-Mer;29206;53;29
68212;Moernach;68000;44;68
52327;Moëslains;00460;44;52
51369;Moeurs-Verdey;51000;44;51
59405;Moeuvres;59000;32;59
17237;Moëze;17000;75;17
70348;Moffans-et-Vacheresse;70000;27;70
55339;Mogeville;55000;44;55
01252;Mogneneins;01000;84;01
60404;Mogneville;60601;32;60
55340;Mognéville;55000;44;55
08291;Mogues;08000;44;08
56134;Mohon;56000;53;56
38238;Moidieu-Détourbe;38000;84;38
91408;Moigny-sur-École;91000;11;91
70349;Moimay;70000;27;70
54371;Moineville;54108;44;54
28255;Moinville-la-Jeulin;28000;24;28
38239;Moirans;38701;84;38
39333;Moirans-en-Montagne;39102;27;39
47169;Moirax;47000;75;47
69134;Moiré;69207;84;69
51370;Moiremont;51000;44;51
55341;Moirey-Flabas-Crépion;55000;44;55
39334;Moiron;39000;27;39
08293;Moiry;08000;44;08
44099;Moisdon-la-Rivière;44000;52;44
77295;Moisenay;77000;11;77
80552;Moislains;80000;32;80
82112;Moissac;82401;76;82
83078;Moissac-Bellevue;83000;93;83
48097;Moissac-Vallée-Française;48000;76;48
87099;Moissannes;87000;75;87
63229;Moissat;63000;84;63
95409;Moisselles;95000;11;95
39335;Moissey;39000;27;39
38240;Moissieu-sur-Dolon;38000;84;38
78410;Moisson;78000;11;78
77296;Moissy-Cramayel;00851;11;77
58169;Moissy-Moulinot;58000;27;58
27411;Moisville;27000;28;27
41141;Moisy;41000;24;41
2B161;Moïta;2B000;94;2B
21418;Moitron;21000;27;21
72199;Moitron-sur-Sarthe;72000;52;72
51371;Moivre;51000;44;51
54372;Moivrons;54000;44;54
56135;Molac;56000;53;56
76440;Molagnies;76000;28;76
02488;Molain;02000;32;02
39336;Molain;39000;27;39
39337;Molamboz;39000;27;39
11236;Molandier;11000;76;11
31347;Molas;31000;76;31
39338;Molay;39000;27;39
70350;Molay;70000;27;70
89259;Môlay;89000;27;89
28256;Moléans;28000;24;28
15126;Molèdes;15000;84;15
21419;Molesme;21000;27;21
48098;Molezon;48000;76;48
60405;Moliens;60112;32;60
24273;Molières;24000;75;24
46195;Molières;46000;76;46
82113;Molières;82000;76;82
30170;Molières-Cavaillac;30209;76;30
30171;Molières-sur-Cèze;30000;76;30
40187;Moliets-et-Maa;40000;75;40
02489;Molinchart;02000;32;02
05077;Molines-en-Queyras;05000;93;05
03173;Molinet;00353;84;03
89261;Molinons;89000;27;89
21420;Molinot;21000;27;21
10243;Molins-sur-Aube;10000;44;10
66109;Molitg-les-Bains;66000;76;66
70351;Mollans;70000;27;70
26188;Mollans-sur-Ouvèze;26000;84;26
68213;Mollau;68301;44;68
13064;Mollégès;00754;93;13
03174;Molles;03000;84;03
11238;Molleville;11000;76;11
80553;Molliens-au-Bois;80000;32;80
80554;Molliens-Dreuil;80000;32;80
67299;Mollkirch;67000;44;67
15127;Molompize;15000;84;15
89262;Molosmes;89000;27;89
21421;Moloy;21000;27;21
21422;Molphey;21000;27;21
57470;Molring;57000;44;57
67300;Molsheim;67401;44;67
2B162;Moltifao;2B000;94;2B
64387;Momas;64000;75;64
33285;Mombrier;33000;75;33
65313;Momères;65501;76;65
57471;Momerstroff;57000;44;57
67301;Mommenheim;67000;44;67
40188;Momuy;40000;75;40
64388;Momy;64000;75;64
2A163;Monacia-d'Aullène;2A000;94;2A
2B164;Monacia-d'Orezza;2B000;94;2B
02490;Monampteuil;02000;32;02
64389;Monassut-Audiracq;64000;75;64
39342;Monay;39000;27;39
47170;Monbahus;47000;75;47
47171;Monbalen;47000;75;47
32260;Monbardon;32000;76;32
24274;Monbazillac;24000;75;24
82114;Monbéqui;82000;76;82
32261;Monblanc;32000;76;32
32262;Monbrun;32000;76;32
2B165;Moncale;2B000;94;2B
32263;Moncassin;32000;76;32
31348;Moncaup;31000;76;31
64390;Moncaup;64000;75;64
47172;Moncaut;47000;75;47
64391;Moncayolle-Larrory-Mendibieu;64000;75;64
02491;Monceau-le-Neuf-et-Faucouzy;02000;32;02
02492;Monceau-lès-Leups;02000;32;02
02493;Monceau-le-Waast;02000;32;02
59406;Monceau-Saint-Waast;59000;32;59
02494;Monceau-sur-Oise;02000;32;02
60406;Monceaux;60601;32;60
14436;Monceaux-en-Bessin;14303;28;14
60407;Monceaux-l'Abbaye;60000;32;60
58170;Monceaux-le-Comte;58000;27;58
19140;Monceaux-sur-Dordogne;19000;75;19
72200;Moncé-en-Belin;72701;52;72
72201;Moncé-en-Saosnois;72000;52;72
54373;Moncel-lès-Lunéville;54403;44;54
54374;Moncel-sur-Seille;54000;44;54
88305;Moncel-sur-Vair;88000;44;88
51373;Moncetz-l'Abbaye;51000;44;51
51372;Moncetz-Longevas;51000;44;51
25382;Moncey;25000;27;25
76441;Monchaux-Soreng;76000;28;76
59407;Monchaux-sur-Écaillon;59000;32;59
59408;Moncheaux;00756;32;59
62576;Moncheaux-lès-Frévent;62000;32;62
59409;Monchecourt;59115;32;59
62577;Monchel-sur-Canche;62000;32;62
57472;Moncheux;57000;44;57
62578;Monchiet;62000;32;62
62579;Monchy-au-Bois;62000;32;62
62580;Monchy-Breton;62000;32;62
62581;Monchy-Cayeux;62000;32;62
60408;Monchy-Humières;60000;32;60
80555;Monchy-Lagache;80000;32;80
62582;Monchy-le-Preux;62000;32;62
60409;Monchy-Saint-Éloi;60601;32;60
76442;Monchy-sur-Eu;76000;28;76
64392;Moncla;64000;75;64
32264;Monclar;32000;76;32
47173;Monclar;47000;75;47
82115;Monclar-de-Quercy;82000;76;82
32265;Monclar-sur-Losse;32000;76;32
25383;Moncley;25000;27;25
22153;Moncontour;22000;53;22
86161;Moncontour;86000;75;86
32266;Moncorneil-Grazan;32000;76;32
57473;Moncourt;57000;44;57
79179;Moncoutant-sur-Sèvre;79206;75;79
47174;Moncrabeau;47000;75;47
61281;Moncy;61000;28;61
31349;Mondavezan;31000;76;31
57474;Mondelange;57701;44;57
51374;Mondement-Montgivroux;51000;44;51
60410;Mondescourt;60000;32;60
35183;Mondevert;35000;53;35
14437;Mondeville;14601;28;14
91412;Mondeville;91000;11;91
62583;Mondicourt;62000;32;62
08295;Mondigny;08000;44;08
31350;Mondilhan;31000;76;31
86162;Mondion;86000;75;86
25384;Mondon;25000;27;25
31351;Mondonville;31701;76;31
28257;Mondonville-Saint-Jean;28000;24;28
57475;Mondorff;57000;44;57
41143;Mondoubleau;41101;24;41
31352;Mondouzil;31000;76;31
84078;Mondragon;84107;93;84
14438;Mondrainville;14601;28;14
02495;Mondrepuis;02000;32;02
77297;Mondreville;77000;11;77
78413;Mondreville;78000;11;78
64393;Monein;64302;75;64
31353;Monès;31000;76;31
09195;Monesple;09000;76;09
03175;Monestier;03000;84;03
07160;Monestier;07000;84;07
24276;Monestier;24000;75;24
38241;Monestier-d'Ambel;38000;84;38
38242;Monestier-de-Clermont;38000;84;38
19141;Monestier-Merlines;19000;75;19
19142;Monestier-Port-Dieu;19000;75;19
81170;Monestiés;81000;76;81
31354;Monestrol;31000;76;31
03176;Monétay-sur-Allier;03000;84;03
03177;Monétay-sur-Loire;03000;84;03
89263;Monéteau;89402;27;89
05078;Monêtier-Allemont;05000;93;05
24277;Monfaucon;24000;75;24
65314;Monfaucon;65000;76;65
32267;Monferran-Plavès;32000;76;32
32268;Monferran-Savès;32000;76;32
47175;Monflanquin;47000;75;47
32269;Monfort;32000;76;32
14439;Monfréville;14000;28;14
47176;Mongaillard;47000;75;47
32270;Mongausy;32000;76;32
33287;Mongauzy;00455;75;33
40189;Monget;40000;75;40
32271;Monguilhem;32000;76;32
47177;Monheurt;47000;75;47
72202;Monhoudou;72000;52;72
84079;Monieux;84000;93;84
43136;Monistrol-d'Allier;43000;84;43
43137;Monistrol-sur-Loire;43301;84;43
32272;Monlaur-Bernet;32000;76;32
65315;Monléon-Magnoac;65000;76;65
43138;Monlet;43000;84;43
32273;Monlezun;32000;76;32
32274;Monlezun-d'Armagnac;32000;76;32
65316;Monlong;65000;76;65
24278;Monmadalès;24000;75;24
24279;Monmarvès;24000;75;24
37153;Monnaie;37106;24;37
57476;Monneren;57000;44;57
91414;Monnerville;91000;11;91
02496;Monnes;02000;32;02
39343;Monnetay;39000;27;39
74185;Monnetier-Mornex;00652;84;74
39344;Monnet-la-Ville;39000;27;39
60411;Monneville;60000;32;60
39345;Monnières;39000;27;39
44100;Monnières;44000;52;44
30172;Monoblet;30000;76;30
32275;Monpardiac;32000;76;32
24280;Monpazier;24000;75;24
64394;Monpezat;64000;75;64
24293;Monplaisant;24000;75;24
33288;Monprimblanc;33000;75;33
16221;Mons;16000;75;16
17239;Mons;17000;75;17
30173;Mons;30501;76;30
31355;Mons;31000;76;31
34160;Mons;34000;76;34
63232;Mons;63000;84;63
83080;Mons;83000;93;83
24281;Monsac;24000;75;24
24282;Monsaguel;24000;75;24
80556;Mons-Boubert;80000;32;80
33289;Monségur;33000;75;33
40190;Monségur;40000;75;40
47178;Monségur;47000;75;47
64395;Monségur;64000;75;64
47179;Monsempron-Libos;47302;75;47
59410;Mons-en-Baroeul;59702;32;59
02497;Mons-en-Laonnois;02000;32;02
77298;Mons-en-Montois;77000;11;77
59411;Mons-en-Pévèle;59128;32;59
85145;Monsireigne;85000;52;85
38244;Monsteroux-Milieu;38000;84;38
80558;Monsures;80000;32;80
67302;Monswiller;67307;44;67
64396;Mont;64000;75;64
65317;Mont;65000;76;65
71301;Mont;71000;27;71
48027;Mont Lozère et Goulet;48000;76;48
61283;Montabard;61000;28;61
50334;Montabot;50000;28;50
89264;Montacher-Villegardin;89000;27;89
32276;Montadet;32000;76;32
34161;Montady;34125;76;34
09196;Montagagne;09000;76;09
30354;Montagnac;30000;76;30
34162;Montagnac;34124;76;34
24284;Montagnac-d'Auberoche;24000;75;24
24285;Montagnac-la-Crempse;24000;75;24
04124;Montagnac-Montpezat;04000;93;04
47180;Montagnac-sur-Auvignon;47000;75;47
47181;Montagnac-sur-Lède;47000;75;47
39346;Montagna-le-Reconduit;39000;27;39
01254;Montagnat;01111;84;01
33290;Montagne;33000;75;33
38245;Montagne;38000;84;38
80559;Montagne-Fayel;80000;32;80
70353;Montagney;70000;27;70
25385;Montagney-Servigney;25000;27;25
01255;Montagnieu;01000;84;01
38246;Montagnieu;38000;84;38
12147;Montagnol;12000;76;12
73160;Montagnole;73601;84;73
42145;Montagny;42000;84;42
69136;Montagny;00758;84;69
73161;Montagny;73000;84;73
60412;Montagny-en-Vexin;60000;32;60
21423;Montagny-lès-Beaune;21000;27;21
71302;Montagny-lès-Buxy;71000;27;71
74186;Montagny-les-Lanches;74000;84;74
21424;Montagny-lès-Seurre;21000;27;21
71303;Montagny-près-Louhans;71000;27;71
60413;Montagny-Sainte-Félicité;60000;32;60
33291;Montagoudin;33000;75;33
24286;Montagrier;24000;75;24
82116;Montagudet;82000;76;82
64397;Montagut;64000;75;64
19143;Montaignac-Saint-Hippolyte;19000;75;19
02498;Montaigu;02000;32;02
39348;Montaigu;39401;27;39
82117;Montaigu-de-Quercy;82000;76;82
03178;Montaiguët-en-Forez;03000;84;03
50335;Montaigu-la-Brisette;50000;28;50
03179;Montaigu-le-Blin;03000;84;03
50336;Montaigu-les-Bois;50000;28;50
63233;Montaigut;63202;84;63
23132;Montaigut-le-Blanc;23000;75;23
63234;Montaigut-le-Blanc;63000;84;63
31356;Montaigut-sur-Save;31000;76;31
85146;Montaigu-Vendée;85302;52;85
72204;Montaillé;72000;52;72
73162;Montailleur;73401;84;73
09197;Montaillou;09000;76;09
39349;Montain;39000;27;39
82118;Montaïn;82000;76;82
78415;Montainville;78205;11;78
66111;Montalba-le-Château;66000;76;66
79180;Montalembert;79000;75;79
78416;Montalet-le-Bois;78000;11;78
38247;Montalieu-Vercieu;38122;84;38
82119;Montalzat;82000;76;82
32277;Montamat;32000;76;32
58172;Montambert;58000;27;58
46196;Montamel;46000;76;46
86163;Montamisé;86000;75;86
69284;Montanay;00758;84;69
25386;Montancy;25000;27;25
25387;Montandon;25000;27;25
64398;Montaner;64000;75;64
01257;Montanges;01000;84;01
81171;Montans;81000;76;81
58171;Montapas;58000;27;58
42146;Montarcher;42000;84;42
09198;Montardit;09000;76;09
64399;Montardon;64601;75;64
30174;Montaren-et-Saint-Médiers;30301;76;30
45208;Montargis;45501;24;45
70355;Montarlot-lès-Rioz;70000;27;70
34163;Montarnaud;34107;76;34
58173;Montaron;58000;27;58
47182;Montastruc;47000;75;47
65318;Montastruc;65000;76;65
82120;Montastruc;82102;76;82
31357;Montastruc-de-Salies;31000;76;31
31358;Montastruc-la-Conseillère;31116;76;31
31359;Montastruc-Savès;31000;76;31
60414;Montataire;60601;32;60
82121;Montauban;82501;76;82
35184;Montauban-de-Bretagne;35217;53;35
31360;Montauban-de-Luchon;31113;76;31
80560;Montauban-de-Picardie;80000;32;80
26189;Montauban-sur-l'Ouvèze;26000;84;26
34164;Montaud;34000;76;34
38248;Montaud;38000;84;38
53154;Montaudin;53000;52;53
26190;Montaulieu;26000;84;26
10245;Montaulin;10000;44;10
11239;Montauriol;11000;76;11
47183;Montauriol;47000;75;47
66112;Montauriol;66000;76;66
81172;Montauriol;81000;76;81
83081;Montauroux;83205;93;83
09199;Montaut;09000;76;09
24287;Montaut;24000;75;24
31361;Montaut;31000;76;31
32278;Montaut;32000;76;32
40191;Montaut;40000;75;40
47184;Montaut;47000;75;47
64400;Montaut;64000;75;64
32279;Montaut-les-Créneaux;32000;76;32
35185;Montautour;35000;53;35
54375;Montauville;54404;44;54
59412;Montay;59208;32;59
47185;Montayral;47302;75;47
24288;Montazeau;24000;75;24
11240;Montazels;11112;76;11
21425;Montbard;21205;27;21
82122;Montbarla;82000;76;82
39350;Montbarrey;39000;27;39
45209;Montbarrois;45000;24;45
82123;Montbartier;82000;76;82
02499;Montbavin;02000;32;02
12148;Montbazens;12000;76;12
34165;Montbazin;34502;76;34
37154;Montbazon;37701;24;37
09200;Montbel;09000;76;09
48100;Montbel;48000;76;48
25388;Montbéliard;25601;27;25
25389;Montbéliardot;25000;27;25
71305;Montbellet;71000;27;71
25390;Montbenoît;25000;27;25
31362;Montberaud;31000;76;31
62584;Mont-Bernanchon;00752;32;62
31363;Montbernard;31000;76;31
31364;Montberon;31701;76;31
44102;Montbert;44204;52;44
21426;Montberthault;21000;27;21
82124;Montbeton;82501;76;82
03180;Montbeugny;03000;84;03
72205;Montbizot;72112;52;72
55343;Montblainville;55000;44;55
34166;Montblanc;34109;76;34
70356;Montboillon;70000;27;70
28259;Montboissier;28000;24;28
66113;Montbolo;66000;76;66
38249;Montbonnot-Saint-Martin;38701;84;38
54084;Mont-Bonvillers;54000;44;54
23133;Montboucher;23000;75;23
26191;Montboucher-sur-Jabron;00551;84;26
15129;Montboudif;15000;84;15
90070;Montbouton;00267;27;90
45210;Montbouy;45000;24;45
16222;Montboyer;16000;75;16
70357;Montbozon;70000;27;70
05080;Montbrand;05000;93;05
55344;Montbras;55000;44;55
50338;Montbray;50000;28;50
51375;Montbré;51000;44;51
02500;Montbrehain;02000;32;02
42147;Montbrison;42401;84;42
26192;Montbrison-sur-Lez;26000;84;26
16223;Montbron;16000;75;16
57477;Montbronn;57000;44;57
46198;Montbrun;46000;76;46
31365;Montbrun-Bocage;31000;76;31
11241;Montbrun-des-Corbières;11000;76;11
31366;Montbrun-Lauragais;31000;76;31
26193;Montbrun-les-Bains;26000;84;26
46199;Montcabrier;46000;76;46
81173;Montcabrier;81000;76;81
24289;Montcaret;24101;75;24
38250;Montcarra;38000;84;38
76443;Mont-Cauvaire;76000;28;76
62585;Montcavrel;62000;32;62
21427;Montceau-et-Écharnant;21000;27;21
71306;Montceau-les-Mines;71402;27;71
01258;Montceaux;01000;84;01
77300;Montceaux-lès-Meaux;77000;11;77
77301;Montceaux-lès-Provins;77000;11;77
10246;Montceaux-lès-Vaudes;10000;44;10
71307;Montceaux-l'Étoile;71000;27;71
71308;Montceaux-Ragny;71000;27;71
63235;Montcel;63000;84;63
73164;Montcel;73000;84;73
71309;Montcenis;71401;27;71
01259;Montcet;01000;84;01
70358;Montcey;70000;27;70
38252;Montchaboud;38303;84;38
42148;Montchal;42000;84;42
02501;Montchâlons;02000;32;02
15130;Montchamp;15000;84;15
71310;Montchanin;71203;27;71
52328;Montcharvot;52000;44;52
78417;Montchauvet;78000;11;78
26194;Montchenu;26000;84;26
08296;Montcheutin;08000;44;08
61284;Montchevrel;61000;28;61
60256;Montchevreuil;60000;32;60
36126;Montchevrier;36000;24;36
04126;Montclar;04000;93;04
11242;Montclar;11000;76;11
12149;Montclar;12000;76;12
43139;Montclard;43000;84;43
31367;Montclar-de-Comminges;31000;76;31
31368;Montclar-Lauragais;31000;76;31
26195;Montclar-sur-Gervanne;26000;84;26
46200;Montcléra;46000;76;46
05081;Montclus;05000;93;05
30175;Montclus;30000;76;30
03181;Montcombroux-les-Mines;03000;84;03
71311;Montcony;71000;27;71
02502;Montcornet;02111;32;02
08297;Montcornet;08000;44;08
70359;Montcourt;70000;27;70
77302;Montcourt-Fromonville;77102;11;77
71312;Montcoy;71000;27;71
45212;Montcresson;45000;24;45
50340;Montcuit;50000;28;50
46201;Montcuq-en-Quercy-Blanc;46000;76;46
39351;Montcusel;39000;27;39
08298;Montcy-Notre-Dame;08501;44;08
30176;Montdardier;30000;76;30
32280;Mont-d'Astarac;32000;76;32
77303;Montdauphin;77000;11;77
05082;Mont-Dauphin;05102;93;05
31369;Mont-de-Galié;31000;76;31
25391;Mont-de-Laval;25000;27;25
32281;Mont-de-Marrast;32000;76;32
40192;Mont-de-Marsan;40401;75;40
55345;Mont-devant-Sassey;55000;44;55
25392;Mont-de-Vougney;25000;27;25
57478;Montdidier;57000;44;57
80561;Montdidier;80202;32;80
64401;Mont-Disse;64000;75;64
35186;Mont-Dol;35000;53;35
63236;Mont-Dore;63000;84;63
70360;Montdoré;70000;27;70
02503;Mont-d'Origny;02116;32;02
46202;Montdoumerc;46000;76;46
81174;Montdragon;81000;76;81
81175;Montdurausse;81000;76;81
2B166;Monte;2B301;94;2B
41144;Monteaux;41000;24;41
50341;Montebourg;50000;28;50
82125;Montech;82201;76;82
25393;Montécheroux;25000;27;25
2B167;Montegrosso;2B000;94;2B
32282;Montégut;32000;76;32
40193;Montégut;40000;75;40
65319;Montégut;65000;76;65
32283;Montégut-Arros;32000;76;32
31370;Montégut-Bourjac;31000;76;31
09201;Montégut-en-Couserans;09000;76;09
31371;Montégut-Lauragais;31000;76;31
09202;Montégut-Plantaurel;09000;76;09
32284;Montégut-Savès;32000;76;32
03182;Monteignet-sur-l'Andelot;03000;84;03
12150;Monteils;12000;76;12
30177;Monteils;30000;76;30
82126;Monteils;82203;76;82
63237;Montel-de-Gelat;63000;84;63
26196;Montéléger;26204;84;26
26197;Montélier;26103;84;26
26198;Montélimar;00551;84;26
09203;Montels;09000;76;09
34167;Montels;34000;76;34
81176;Montels;81000;76;81
16225;Montemboeuf;16000;75;16
57479;Montenach;57000;44;57
53155;Montenay;53000;52;53
17240;Montendre;17112;75;17
73166;Montendry;73000;84;73
62586;Montenescourt;62000;32;62
56136;Monteneuf;56000;53;56
77304;Montenils;77000;11;77
25394;Montenois;25000;27;25
58174;Montenoison;58000;27;58
54376;Montenoy;54000;44;54
60415;Montépilloy;60000;32;60
39352;Monteplain;39000;27;39
51377;Montépreux;51000;44;51
56137;Monterblanc;56000;53;56
45213;Montereau;45000;24;45
77305;Montereau-Fault-Yonne;77403;11;77
77306;Montereau-sur-le-Jard;77000;11;77
35187;Monterfil;35000;53;35
76445;Montérolier;76000;28;76
56139;Montertelot;56000;53;56
66114;Montescot;66000;76;66
02504;Montescourt-Lizerolles;02114;32;02
31372;Montespan;31000;76;31
34168;Montesquieu;34000;76;34
47186;Montesquieu;47000;75;47
82127;Montesquieu;82000;76;82
09204;Montesquieu-Avantès;09000;76;09
66115;Montesquieu-des-Albères;66000;76;66
31373;Montesquieu-Guittaut;31000;76;31
31374;Montesquieu-Lauragais;31000;76;31
31375;Montesquieu-Volvestre;31105;76;31
