DEPCOM;LIBCOM;UU2010;REG;DEP
55012;Apremont-la-Forêt;55000;44;55
18007;Apremont-sur-Allier;18000;24;18
52014;Aprey;52000;44;52
84003;Apt;84302;93;84
09013;Arabaux;09000;76;09
74014;Arâches-la-Frasse;74000;84;74
65017;Aragnouet;65000;76;65
11011;Aragon;11000;76;11
64029;Aramits;64000;75;64
30012;Aramon;30117;76;30
01012;Aranc;01000;84;01
64031;Arancou;64000;75;64
01013;Arandas;01000;84;01
38297;Arandon-Passins;38000;84;38
64032;Araujuzon;64000;75;64
43007;Araules;43000;84;43
64033;Araux;64000;75;64
33007;Arbanats;33120;75;33
31011;Arbas;31000;76;31
70025;Arbecey;70000;27;70
2A018;Arbellara;2A000;94;2A
01014;Arbent;01401;84;01
65018;Arbéost;65000;76;65
64034;Arbérats-Sillègue;64000;75;64
01016;Arbigny;01000;84;01
52015;Arbigny-sous-Varennes;52000;44;52
73018;Arbin;73202;84;73
32004;Arblade-le-Bas;32000;76;32
32005;Arblade-le-Haut;32000;76;32
39013;Arbois;39108;27;39
31012;Arbon;31000;76;31
64035;Arbonne;00751;75;64
77006;Arbonne-la-Forêt;77000;11;77
34011;Arboras;34000;76;34
2A019;Arbori;2A000;94;2A
52016;Arbot;52000;44;52
25020;Arbouans;25601;27;25
40005;Arboucave;40000;75;40
64036;Arbouet-Sussaute;64000;75;64
58009;Arbourse;58000;27;58
66007;Arboussols;66000;76;66
01015;Arboys en Bugey;01000;84;01
35005;Arbrissel;35000;53;35
64037;Arbus;64601;75;64
74015;Arbusigny;74000;84;74
33009;Arcachon;33501;75;33
79010;Arçais;79000;75;79
46007;Arcambal;46000;76;46
64038;Arcangues;00751;75;64
18008;Arçay;18000;24;18
86008;Arçay;86000;75;86
21016;Arceau;21000;27;21
21017;Arcenant;21000;27;21
52017;Arc-en-Barrois;52000;44;52
07012;Arcens;07000;84;07
17015;Arces;17000;75;17
89014;Arces-Dilo;89000;27;89
25021;Arc-et-Senans;25000;27;25
21018;Arcey;21000;27;21
25022;Arcey;25101;27;25
04009;Archail;04000;93;04
74016;Archamps;00652;84;74
39014;Archelange;39000;27;39
15010;Arches;15000;84;15
88011;Arches;88106;44;88
88012;Archettes;88106;44;88
17016;Archiac;17000;75;17
24012;Archignac;24000;75;24
03005;Archignat;03000;84;03
86009;Archigny;86000;75;86
17017;Archingeay;17000;75;17
02021;Archon;02000;32;02
42007;Arcinges;42000;84;42
33010;Arcins;33000;75;33
51014;Arcis-le-Ponsart;51000;44;51
28236;Arcisses;28000;24;28
10006;Arcis-sur-Aube;10106;44;10
65019;Arcizac-Adour;65000;76;65
65020;Arcizac-ez-Angles;65000;76;65
65021;Arcizans-Avant;65204;76;65
65022;Arcizans-Dessus;65204;76;65
70026;Arc-lès-Gray;70301;27;70
18009;Arcomps;18000;24;18
42008;Arcon;42000;84;42
25024;Arçon;25000;27;25
21020;Arconcey;21000;27;21
72006;Arçonnay;00461;52;72
63008;Arconsat;63000;84;63
10007;Arconville;10000;44;10
25025;Arc-sous-Cicon;25000;27;25
25026;Arc-sous-Montenot;25000;27;25
21021;Arc-sur-Tille;21102;27;21
94003;Arcueil;00851;11;94
02022;Arcy-Sainte-Restitue;02000;32;02
89015;Arcy-sur-Cure;89000;27;89
28008;Ardelles;28000;24;28
28009;Ardelu;28000;24;28
18010;Ardenais;18000;24;18
72007;Ardenay-sur-Mérize;72000;52;72
65023;Ardengost;65000;76;65
36005;Ardentes;36108;24;36
63009;Ardes;63000;84;63
08018;Ardeuil-et-Montfauxelles;08000;44;08
31013;Ardiège;31000;76;31
17018;Ardillières;17000;75;17
79012;Ardin;79000;75;79
32007;Ardizas;32000;76;32
07013;Ardoix;07000;84;07
39015;Ardon;39000;27;39
45006;Ardon;45000;24;45
76024;Ardouval;76000;28;76
62038;Ardres;62208;32;62
2B020;Aregno;2B000;94;2B
41003;Areines;41401;24;41
76401;Arelaune-en-Seine;76109;28;76
64039;Aren;64000;75;64
40006;Arengosse;40000;75;40
74018;Arenthon;74502;84;74
33011;Arès;33203;75;33
39586;Aresches;39000;27;39
64041;Aressy;64601;75;64
64040;Arette;64000;75;64
23005;Arfeuille-Châtain;23000;75;23
03006;Arfeuilles;03000;84;03
81016;Arfons;81000;76;81
64042;Argagnon;64301;75;64
14019;Arganchy;14000;28;14
10008;Argançon;10000;44;10
57028;Argancy;57000;44;57
09014;Argein;09000;76;09
65024;Argelès-Bagnères;65000;76;65
65025;Argelès-Gazost;65204;76;65
66008;Argelès-sur-Mer;66401;76;66
11012;Argeliers;11000;76;11
34012;Argelliers;34000;76;34
40007;Argelos;40000;75;40
64043;Argelos;64000;75;64
40008;Argelouse;40000;75;40
14020;Argences;14204;28;14
12223;Argences en Aubrac;12000;76;12
11013;Argens-Minervois;11000;76;11
61006;Argentan;61302;28;61
19010;Argentat-sur-Dordogne;19102;75;19
89016;Argentenay;89000;27;89
95018;Argenteuil;00851;11;95
89017;Argenteuil-sur-Armançon;89000;27;89
77007;Argentières;77000;11;77
73019;Argentine;73000;84;73
47013;Argenton;47000;75;47
79013;Argentonnay;79000;75;79
36006;Argenton-sur-Creuse;36203;24;36
53007;Argentré;53102;52;53
35006;Argentré-du-Plessis;35126;53;35
18011;Argent-sur-Sauldre;18101;24;18
18012;Argenvières;18000;24;18
28010;Argenvilliers;28000;24;28
51015;Argers;51000;44;51
64044;Arget;64000;75;64
90004;Argiésans;00555;27;90
70027;Argillières;70000;27;70
30013;Argilliers;30000;76;30
21022;Argilly;21000;27;21
01017;Argis;01000;84;01
2A021;Argiusta-Moriccio;2A000;94;2A
80024;Argoeuves;80000;32;80
29001;Argol;29000;53;29
74019;Argonay;74601;84;74
80025;Argoules;80000;32;80
76025;Argueil;76000;28;76
80026;Arguel;80000;32;80
31014;Arguenos;31000;76;31
31015;Argut-Dessous;31000;76;31
36007;Argy;36000;24;36
64045;Arhansus;64000;75;64
65026;Aries-Espénan;65000;76;65
81017;Arifat;81000;76;81
09015;Arignac;09201;76;09
39016;Arinthod;39000;27;39
73020;Arith;73000;84;73
63010;Arlanc;63000;84;63
39017;Arlay;39000;27;39
07014;Arlebosc;07000;84;07
43008;Arlempdes;43000;84;43
13004;Arles;00552;93;13
66009;Arles-sur-Tech;66204;76;66
43009;Arlet;43000;84;43
58010;Arleuf;58000;27;58
59015;Arleux;00160;32;59
62039;Arleux-en-Gohelle;62000;32;62
31017;Arlos;31000;76;31
49010;Armaillé;49000;52;49
60023;Armancourt;60502;32;60
80027;Armancourt;80000;32;80
54021;Armaucourt;54000;44;54
59016;Armbouts-Cappel;59000;32;59
89018;Armeau;89000;27;89
64046;Armendarits;64000;75;64
59017;Armentières;59501;32;59
77008;Armentières-en-Brie;77000;11;77
27019;Armentières-sur-Avre;27000;28;27
02023;Armentières-sur-Ourcq;02000;32;02
32008;Armentieux;32000;76;32
58011;Armes;58107;27;58
47014;Armillac;47000;75;47
11014;Armissan;11000;76;11
01019;Armix;01000;84;01
32009;Armous-et-Cau;32000;76;32
74020;Armoy;74501;84;74
15011;Arnac;15000;84;15
87003;Arnac-la-Poste;87000;75;87
19011;Arnac-Pompadour;19000;75;19
12009;Arnac-sur-Dourdou;12000;76;12
72008;Arnage;72701;52;72
52019;Arnancourt;52000;44;52
69013;Arnas;00758;84;69
31018;Arnaud-Guilhem;31000;76;31
09016;Arnave;09000;76;09
54022;Arnaville;54000;44;54
21023;Arnay-le-Duc;21000;27;21
26012;Arnayon;26000;84;26
21024;Arnay-sous-Vitteaux;21000;27;21
65028;Arné;65000;76;65
64047;Arnéguy;64000;75;64
59018;Arnèke;59000;32;59
08021;Arnicourt;08000;44;08
27020;Arnières-sur-Iton;27501;28;27
64048;Arnos;64000;75;64
95019;Arnouville;00851;11;95
78020;Arnouville-lès-Mantes;78000;11;78
88013;Aroffe;88000;44;88
39018;Aromas;39000;27;39
53008;Aron;53000;52;53
64049;Aroue-Ithorots-Olhaïby;64000;75;64
70028;Aroz;70000;27;70
30014;Arpaillargues-et-Aureillac;30301;76;30
91021;Arpajon;00851;11;91
15012;Arpajon-sur-Cère;15401;84;15
26013;Arpavon;26000;84;26
70029;Arpenans;70000;27;70
18013;Arpheuilles;18000;24;18
36008;Arpheuilles;36000;24;36
03007;Arpheuilles-Saint-Priest;03000;84;03
30015;Arphy;30209;76;30
53009;Arquenay;53000;52;53
11015;Arques;11000;76;11
12010;Arques;12000;76;12
62040;Arques;62501;32;62
76026;Arques-la-Bataille;76404;28;76
11016;Arquettes-en-Val;11000;76;11
80028;Arquèves;80000;32;80
58012;Arquian;58000;27;58
54023;Arracourt;54000;44;54
56003;Arradon;56202;53;56
57027;Arraincourt;57000;44;57
91022;Arrancourt;91000;11;91
02024;Arrancy;02000;32;02
55013;Arrancy-sur-Crusne;55000;44;55
21025;Arrans;21000;27;21
62041;Arras;62502;32;62
65029;Arras-en-Lavedan;65204;76;65
07015;Arras-sur-Rhône;07000;84;07
64050;Arrast-Larrebieu;64000;75;64
64051;Arraute-Charritte;64000;75;64
54024;Arraye-et-Han;54000;44;54
65247;Arrayou-Lahitte;65000;76;65
30016;Arre;30000;76;30
65031;Arreau;65000;76;65
10009;Arrelles;10000;44;10
10010;Arrembécourt;10000;44;10
23006;Arrènes;23000;75;23
65032;Arrens-Marsous;65204;76;65
88014;Arrentès-de-Corcieux;88000;44;88
10011;Arrentières;10000;44;10
80029;Arrest;80000;32;80
08022;Arreux;08000;44;08
57029;Arriance;57000;44;57
64052;Arricau-Bordes;64000;75;64
64053;Arrien;64000;75;64
09017;Arrien-en-Bethmale;09000;76;09
30017;Arrigas;30000;76;30
51016;Arrigny;51000;44;51
2A022;Arro;2A000;94;2A
65034;Arrodets;65000;76;65
65033;Arrodets-ez-Angles;65000;76;65
14021;Arromanches-les-Bains;14000;28;14
03008;Arronnes;03000;84;03
95023;Arronville;95000;11;95
64054;Arros-de-Nay;64601;75;64
64056;Arrosès;64000;75;64
32010;Arrouède;32000;76;32
09018;Arrout;09000;76;09
57030;Arry;57000;44;57
80030;Arry;80000;32;80
16018;Ars;16000;75;16
23007;Ars;23000;75;23
33012;Arsac;33106;75;33
43010;Arsac-en-Velay;43000;84;43
40011;Arsague;40000;75;40
70030;Arsans;70000;27;70
17019;Ars-en-Ré;17118;75;17
57031;Ars-Laquenexy;57000;44;57
63011;Ars-les-Favets;63000;84;63
10012;Arsonval;10000;44;10
01021;Ars-sur-Formans;01000;84;01
57032;Ars-sur-Moselle;57701;44;57
39020;Arsure-Arsurette;39000;27;39
60024;Arsy;60000;32;60
65035;Artagnan;65000;76;65
08023;Artaise-le-Vivier;08000;44;08
71012;Artaix;71000;27;71
65036;Artalens-Souin;65000;76;65
37006;Artannes-sur-Indre;37104;24;37
49011;Artannes-sur-Thouet;49000;52;49
38015;Artas;38000;84;38
40012;Artassenx;40000;75;40
01022;Artemare;01000;84;01
02025;Artemps;02000;32;02
45008;Artenay;45000;24;45
74021;Arthaz-Pont-Notre-Dame;00652;84;74
58013;Arthel;58000;27;58
26014;Arthémonay;26000;84;26
17020;Arthenac;17000;75;17
81018;Arthès;81502;76;81
40013;Arthez-d'Armagnac;40000;75;40
64058;Arthez-d'Asson;64000;75;64
64057;Arthez-de-Béarn;64000;75;64
72009;Arthezé;72000;52;72
95024;Arthies;95000;11;95
36009;Arthon;36000;24;36
89019;Arthonnay;89000;27;89
42009;Arthun;42000;84;42
09019;Artigat;09000;76;09
83005;Artignosc-sur-Verdon;83000;93;83
31019;Artigue;31000;76;31
64059;Artigueloutan;64000;75;64
64060;Artiguelouve;64601;75;64
65037;Artiguemy;65000;76;65
09020;Artigues;09000;76;09
11017;Artigues;11000;76;11
65038;Artigues;65000;76;65
83006;Artigues;83000;93;83
33013;Artigues-près-Bordeaux;33701;75;33
41004;Artins;41000;24;41
09021;Artix;09000;76;09
64061;Artix;64103;75;64
67011;Artolsheim;67000;44;67
63012;Artonne;63000;84;63
59019;Artres;59112;32;59
54025;Art-sur-Meurthe;54000;44;54
68009;Artzenheim;68000;44;68
64062;Arudy;64105;75;64
40014;Arue;40000;75;40
17021;Arvert;17301;75;17
33015;Arveyres;33701;75;33
01453;Arvière-en-Valromey;01000;84;01
12011;Arvieu;12000;76;12
05007;Arvieux;05000;93;05
09022;Arvigna;09000;76;09
73021;Arvillard;00358;84;73
77009;Arville;77000;11;77
80031;Arvillers;80000;32;80
40015;Arx;40000;75;40
64063;Arzacq-Arraziguet;64000;75;64
56004;Arzal;56000;53;56
29002;Arzano;29000;53;29
58014;Arzembouy;58000;27;58
48007;Arzenc-d'Apcher;48000;76;48
48008;Arzenc-de-Randon;48000;76;48
11018;Arzens;11000;76;11
51017;Arzillières-Neuville;51000;44;51
56005;Arzon;56102;53;56
57033;Arzviller;57000;44;57
64064;Asasp-Arros;64000;75;64
64065;Ascain;00751;75;64
64066;Ascarat;64106;75;64
67012;Aschbach;67000;44;67
45009;Aschères-le-Marché;45000;24;45
2B023;Asco;2B000;94;2B
09023;Ascou;09000;76;09
45010;Ascoux;45000;24;45
06005;Ascros;06000;93;06
08024;Asfeld;08000;44;08
86010;Aslonnes;86000;75;86
58015;Asnan;58000;27;58
39022;Asnans-Beauvoisin;39101;27;39
14022;Asnelles;14000;28;14
27021;Asnières;27000;28;27
14023;Asnières-en-Bessin;14000;28;14
21026;Asnières-en-Montagne;21000;27;21
79015;Asnières-en-Poitou;79000;75;79
17022;Asnières-la-Giraud;17000;75;17
21027;Asnières-lès-Dijon;21000;27;21
89020;Asnières-sous-Bois;89000;27;89
86011;Asnières-sur-Blour;86000;75;86
16019;Asnières-sur-Nouère;16000;75;16
95026;Asnières-sur-Oise;95302;11;95
01023;Asnières-sur-Saône;01000;84;01
92004;Asnières-sur-Seine;00851;11;92
72010;Asnières-sur-Vègre;72000;52;72
58016;Asnois;58000;27;58
86012;Asnois;86000;75;86
57034;Aspach;57000;44;57
68010;Aspach;68206;44;68
68011;Aspach-le-Bas;68000;44;68
68012;Aspach-Michelbach;68000;44;68
30018;Aspères;30000;76;30
31020;Aspet;31000;76;31
65039;Aspin-Aure;65000;76;65
65040;Aspin-en-Lavedan;65302;76;65
34013;Aspiran;34000;76;34
05008;Aspremont;05000;93;05
06006;Aspremont;06701;93;06
05009;Aspres-lès-Corps;05000;93;05
05010;Aspres-sur-Buëch;05000;93;05
31021;Aspret-Sarrat;31000;76;31
12012;Asprières;12000;76;12
65041;Asque;65000;76;65
33016;Asques;33123;75;33
82004;Asques;82000;76;82
89021;Asquins;89000;27;89
81019;Assac;81000;76;81
80032;Assainvillers;80000;32;80
79016;Assais-les-Jumeaux;79000;75;79
34014;Assas;34701;76;34
64067;Assat;64601;75;64
37007;Assay;37000;24;37
53010;Assé-le-Bérenger;53000;52;53
72011;Assé-le-Boisne;72000;52;72
72012;Assé-le-Riboul;72000;52;72
10013;Assenay;10000;44;10
10014;Assencières;10000;44;10
57035;Assenoncourt;57000;44;57
44006;Assérac;44000;52;44
59021;Assevent;59601;32;59
80033;Assevillers;80000;32;80
46009;Assier;46000;76;46
38017;Assieu;38000;84;38
34015;Assignan;34000;76;34
18014;Assigny;18000;24;18
02027;Assis-sur-Serre;02000;32;02
64068;Asson;64000;75;64
67013;Asswiller;67000;44;67
47015;Astaffort;47000;75;47
19012;Astaillac;19000;75;19
65042;Asté;65301;76;65
64069;Aste-Béon;64000;75;64
07018;Astet;07000;84;07
53011;Astillé;53000;52;53
64070;Astis;64000;75;64
09024;Aston;09000;76;09
65043;Astugue;65000;76;65
21028;Athée;21000;27;21
53012;Athée;53000;52;53
37008;Athée-sur-Cher;37000;24;37
70031;Athesans-Étroitefontaine;70000;27;70
21029;Athie;21000;27;21
89022;Athie;89000;27;89
54026;Athienville;54000;44;54
62042;Athies;62502;32;62
80034;Athies;80000;32;80
02028;Athies-sous-Laon;02403;32;02
51018;Athis;51000;44;51
91027;Athis-Mons;00851;11;91
61007;Athis-Val de Rouvre;61000;28;61
64071;Athos-Aspis;64000;75;64
95028;Attainville;95000;11;95
52021;Attancourt;52000;44;52
68013;Attenschwiller;68000;44;68
59022;Attiches;59107;32;59
60025;Attichy;60000;32;60
01024;Attignat;01000;84;01
73022;Attignat-Oncin;73000;84;73
88015;Attignéville;88000;44;88
08025;Attigny;08000;44;08
88016;Attigny;88000;44;88
57036;Attilloncourt;57000;44;57
02029;Attilly;02000;32;02
62044;Attin;62201;32;62
54027;Atton;54000;44;54
45011;Attray;45000;24;45
70032;Attricourt;70000;27;70
40016;Aubagnan;40000;75;40
13005;Aubagne;00759;93;13
21030;Aubaine;21000;27;21
30019;Aubais;00463;76;30
65044;Aubarède;65000;76;65
24014;Aubas;24000;75;24
43011;Aubazat;43000;84;43
19013;Aubazines;19000;75;19
57037;Aube;57000;44;57
61008;Aube;61000;28;61
76028;Aubéguimont;76000;28;76
07019;Aubenas;07402;84;07
04012;Aubenas-les-Alpes;04000;93;04
26015;Aubenasson;26000;84;26
59023;Aubencheul-au-Bac;59000;32;59
02030;Aubencheul-aux-Bois;02000;32;02
02031;Aubenton;02000;32;02
77010;Aubepierre-Ozouer-le-Repos;77000;11;77
52022;Aubepierre-sur-Aube;52000;44;52
59024;Auberchicourt;59701;32;59
80035;Aubercourt;80000;32;80
78029;Aubergenville;00851;11;78
52023;Auberive;52000;44;52
51019;Aubérive;51000;44;51
38018;Auberives-en-Royans;38000;84;38
38019;Auberives-sur-Varèze;38105;84;38
76029;Aubermesnil-aux-Érables;76000;28;76
76030;Aubermesnil-Beaumais;76000;28;76
59025;Aubers;59000;32;59
64072;Aubertin;64000;75;64
14024;Auberville;14402;28;14
76032;Auberville-la-Manuel;76000;28;76
76033;Auberville-la-Renault;76000;28;76
93001;Aubervilliers;00851;11;93
05039;Aubessagne;05000;93;05
10015;Aubeterre;10000;44;10
16020;Aubeterre-sur-Dronne;16000;75;16
33017;Aubiac;33000;75;33
47016;Aubiac;47501;75;47
63013;Aubiat;63000;84;63
63014;Aubière;63701;84;63
32012;Aubiet;32000;76;32
84004;Aubignan;00754;93;84
07020;Aubignas;07000;84;07
35007;Aubigné;35000;53;35
79018;Aubigné;79000;75;79
72013;Aubigné-Racan;72000;52;72
49012;Aubigné-sur-Layon;49000;52;49
04013;Aubignosc;04000;93;04
03009;Aubigny;03000;84;03
14025;Aubigny;14000;28;14
79019;Aubigny;79000;75;79
80036;Aubigny;80000;32;80
59026;Aubigny-au-Bac;59000;32;59
02032;Aubigny-aux-Kaisnes;02000;32;02
62045;Aubigny-en-Artois;62108;32;62
02033;Aubigny-en-Laonnois;02000;32;02
21031;Aubigny-en-Plaine;21000;27;21
21032;Aubigny-la-Ronce;21000;27;21
85008;Aubigny-Les Clouzeaux;85210;52;85
08026;Aubigny-les-Pothées;08000;44;08
21033;Aubigny-lès-Sombernon;21000;27;21
18015;Aubigny-sur-Nère;18201;24;18
51020;Aubilly;51000;44;51
12013;Aubin;12302;76;12
64073;Aubin;64000;75;64
18016;Aubinges;18000;24;18
62046;Aubin-Saint-Vaast;62000;32;62
08027;Auboncourt-Vauzelles;08000;44;08
25029;Aubonne;25000;27;25
30020;Aubord;30103;76;30
54028;Auboué;00454;44;54
64074;Aubous;64000;75;64
26016;Aubres;26000;84;26
55014;Aubréville;55000;44;55
08028;Aubrives;08000;44;08
62047;Aubrometz;62000;32;62
59027;Aubry-du-Hainaut;59701;32;59
61010;Aubry-le-Panthou;61000;28;61
68014;Aubure;68000;44;68
30021;Aubussargues;30000;76;30
23008;Aubusson;23102;75;23
61011;Aubusson;61000;28;61
63015;Aubusson-d'Auvergne;63000;84;63
80037;Aubvillers;80000;32;80
59028;Auby;00756;32;59
22003;Aucaleuc;22000;53;22
31022;Aucamville;31701;76;31
82005;Aucamville;82000;76;82
09025;Aucazein;09000;76;09
26017;Aucelon;26000;84;26
50019;Aucey-la-Plaine;50000;28;50
32013;Auch;32401;76;32
85009;Auchay-sur-Vendée;85000;52;85
62048;Auchel;00752;32;62
80038;Auchonvillers;80000;32;80
62049;Auchy-au-Bois;62000;32;62
60026;Auchy-la-Montagne;60000;32;60
62050;Auchy-lès-Hesdin;62107;32;62
62051;Auchy-les-Mines;00752;32;62
59029;Auchy-lez-Orchies;59306;32;59
65045;Aucun;65204;76;65
64075;Audaux;64000;75;64
39024;Audelange;39000;27;39
52025;Audeloncourt;52000;44;52
62052;Audembert;62000;32;62
33019;Audenge;33304;75;33
03010;Audes;03000;84;03
25030;Audeux;25000;27;25
45012;Audeville;45000;24;45
29003;Audierne;29213;53;29
02034;Audignicourt;02000;32;02
59031;Audignies;59000;32;59
40017;Audignon;40000;75;40
02035;Audigny;02000;32;02
25031;Audincourt;25601;27;25
62053;Audincthun;62000;32;62
62054;Audinghen;62000;32;62
40018;Audon;40000;75;40
50021;Audouville-la-Hubert;50000;28;50
62055;Audrehem;62000;32;62
09026;Audressein;09000;76;09
62056;Audresselles;62000;32;62
14026;Audrieu;14000;28;14
24015;Audrix;24000;75;24
62057;Audruicq;62205;32;62
54029;Audun-le-Roman;54103;44;54
57038;Audun-le-Tiche;00366;44;57
78030;Auffargis;78000;11;78
77011;Aufferville;77000;11;77
78031;Auffreville-Brasseuil;00851;11;78
08029;Auflance;08000;44;08
64077;Auga;64000;75;64
56006;Augan;56000;53;56
08030;Auge;08000;44;08
23009;Auge;23000;75;23
79020;Augé;79000;75;79
39025;Augea;39000;27;39
39026;Augerans;39000;27;39
23010;Augères;23000;75;23
63016;Augerolles;63000;84;63
60027;Auger-Saint-Vincent;60000;32;60
77012;Augers-en-Brie;77000;11;77
45013;Augerville-la-Rivière;45000;24;45
70035;Augicourt;70000;27;70
24016;Augignac;24000;75;24
09027;Augirein;09000;76;09
39027;Augisey;39000;27;39
63017;Augnat;63000;84;63
32014;Augnax;32000;76;32
87004;Augne;87000;75;87
57039;Augny;57701;44;57
61012;Auguaise;61000;28;61
02036;Augy;02000;32;02
89023;Augy;89000;27;89
18017;Augy-sur-Aubois;18000;24;18
17023;Aujac;17000;75;17
30022;Aujac;30000;76;30
32015;Aujan-Mournède;32000;76;32
30023;Aujargues;30000;76;30
52027;Aujeurres;52000;44;52
46010;Aujols;46000;76;46
26018;Aulan;26000;84;26
30024;Aulas;30209;76;30
63160;Aulhat-Flat;63000;84;63
2A024;Aullène;2A000;94;2A
63019;Aulnat;63701;84;63
10017;Aulnay;10000;44;10
17024;Aulnay;17000;75;17
86013;Aulnay;86000;75;86
51022;Aulnay-l'Aître;51000;44;51
45014;Aulnay-la-Rivière;45000;24;45
93005;Aulnay-sous-Bois;00851;11;93
27023;Aulnay-sur-Iton;27104;28;27
51023;Aulnay-sur-Marne;51000;44;51
78033;Aulnay-sur-Mauldre;78301;11;78
88017;Aulnois;88000;44;88
55015;Aulnois-en-Perthois;55000;44;55
02037;Aulnois-sous-Laon;02000;32;02
57040;Aulnois-sur-Seille;57000;44;57
77013;Aulnoy;77000;11;77
59033;Aulnoye-Aymeries;59601;32;59
59032;Aulnoy-lez-Valenciennes;59701;32;59
52028;Aulnoy-sur-Aube;52000;44;52
23011;Aulon;23000;75;23
31023;Aulon;31000;76;31
65046;Aulon;65000;76;65
09296;Aulos-Sinsat;09000;76;09
80039;Ault;80000;32;80
09029;Aulus-les-Bains;09000;76;09
70036;Aulx-lès-Cromary;70000;27;70
17025;Aumagne;17000;75;17
76035;Aumale;00157;28;76
80040;Aumâtre;80000;32;80
34016;Aumelas;34000;76;34
51025;Auménancourt;51000;44;51
62058;Aumerval;62000;32;62
34017;Aumes;34000;76;34
30025;Aumessas;30000;76;30
57041;Aumetz;57108;44;57
50022;Aumeville-Lestre;50000;28;50
39028;Aumont;39000;27;39
80041;Aumont;80000;32;80
60028;Aumont-en-Halatte;60000;32;60
39029;Aumur;39000;27;39
16023;Aunac-sur-Charente;16000;75;16
11019;Aunat;11000;76;11
58017;Aunay-en-Bazois;58000;27;58
61013;Aunay-les-Bois;61000;28;61
28013;Aunay-sous-Auneau;28000;24;28
28014;Aunay-sous-Crécy;28000;24;28
28015;Auneau-Bleury-Saint-Symphorien;28205;24;28
60029;Auneuil;60111;32;60
61014;Aunou-le-Faucon;61000;28;61
61015;Aunou-sur-Orne;61000;28;61
76036;Auppegard;76000;28;76
83007;Aups;83000;93;83
32016;Auradé;32000;76;32
47017;Auradou;47000;75;47
31024;Auragne;31000;76;31
56007;Auray;56401;53;56
08031;Aure;08000;44;08
14591;Aure sur Mer;14000;28;14
43012;Aurec-sur-Loire;00753;84;43
87005;Aureil;87000;75;87
40019;Aureilhan;40000;75;40
65047;Aureilhan;65501;76;65
13006;Aureille;13000;93;13
26019;Aurel;26000;84;26
84005;Aurel;84000;93;84
32017;Aurensan;32000;76;32
65048;Aurensan;65000;76;65
31025;Aureville;31000;76;31
11020;Auriac;11000;76;11
19014;Auriac;19000;75;19
64078;Auriac;64000;75;64
24018;Auriac-du-Périgord;24000;75;24
12015;Auriac-Lagast;12000;76;12
15013;Auriac-l'Église;15000;84;15
47018;Auriac-sur-Dropt;47000;75;47
31026;Auriac-sur-Vendinelle;31000;76;31
23012;Auriat;23000;75;23
31027;Auribail;31000;76;31
84006;Auribeau;84000;93;84
06007;Auribeau-sur-Siagne;06701;93;06
40020;Aurice;40000;75;40
65049;Auriébat;65000;76;65
63020;Aurières;63000;84;63
31028;Aurignac;31000;76;31
15014;Aurillac;15401;84;15
32018;Aurimont;32000;76;32
31029;Aurin;31000;76;31
13007;Auriol;00759;93;13
33020;Auriolles;33000;75;33
64079;Aurions-Idernes;64000;75;64
38020;Auris;38000;84;38
