INSEE_COM;typedebien_lite;nb_pieces;loyer_m2_median;nb_log;cle2
91635;m;4;17.06;1;91635-m-4
91639;a;3;12.86;1;91639-a-3
91645;a;1;23.35;2;91645-a-1
91645;a;2;21.865000000000002;4;91645-a-2
91645;a;3;16.86;1;91645-a-3
91645;a;5;19.83;1;91645-a-5
91645;m;2;25.43;1;91645-m-2
91645;m;7;18.67;1;91645-m-7
91648;a;1;15.47;1;91648-a-1
91648;a;2;18.955;4;91648-a-2
91654;m;4;11.55;1;91654-m-4
91657;a;1;19.1;15;91657-a-1
91657;a;2;17.38;43;91657-a-2
91657;a;3;15.52;15;91657-a-3
91657;a;4;12.675;2;91657-a-4
91657;m;3;15.18;3;91657-m-3
91657;m;4;15.66;1;91657-m-4
91657;m;5;15.415;2;91657-m-5
91657;m;6;12.69;1;91657-m-6
91659;a;1;23.08;1;91659-a-1
91659;a;2;13.04;4;91659-a-2
91659;a;3;12.94;3;91659-a-3
91659;m;1;23.08;1;91659-m-1
91659;m;3;19.32;2;91659-m-3
91659;m;5;11.76;1;91659-m-5
91659;m;6;11.71;1;91659-m-6
91661;a;1;26.0;7;91661-a-1
91661;a;2;18.07;25;91661-a-2
91661;a;3;14.865;8;91661-a-3
91661;a;4;13.07;4;91661-a-4
91661;m;3;16.15;1;91661-m-3
91661;m;4;14.49;3;91661-m-4
91661;m;5;16.08;1;91661-m-5
91661;m;6;16.91;1;91661-m-6
91665;a;1;25.0;11;91665-a-1
91665;a;2;17.47;12;91665-a-2
91665;m;4;16.44;1;91665-m-4
91666;a;1;20.215;2;91666-a-1
91666;a;2;15.405;2;91666-a-2
91666;m;3;15.79;1;91666-m-3
91666;m;4;13.22;3;91666-m-4
91666;m;5;12.82;2;91666-m-5
91667;a;1;19.17;6;91667-a-1
91667;a;2;19.58;2;91667-a-2
91667;a;3;11.55;3;91667-a-3
91667;m;2;19.57;1;91667-m-2
91679;a;1;20.54;1;91679-a-1
91679;a;2;17.805;2;91679-a-2
91679;a;3;12.58;2;91679-a-3
91679;a;4;11.75;1;91679-a-4
91679;m;3;13.97;1;91679-m-3
91679;m;6;13.39;1;91679-m-6
91679;m;7;13.19;1;91679-m-7
91685;a;1;21.385;2;91685-a-1
91685;a;2;16.04;2;91685-a-2
91685;a;4;13.2;2;91685-a-4
91685;m;3;17.05;1;91685-m-3
91687;a;1;19.935;28;91687-a-1
91687;a;2;15.620000000000001;34;91687-a-2
91687;a;3;13.96;31;91687-a-3
91687;a;4;13.594999999999999;12;91687-a-4
91687;a;5;11.68;9;91687-a-5
91687;m;3;15.44;1;91687-m-3
91687;m;5;13.469999999999999;2;91687-m-5
91689;a;1;23.95;6;91689-a-1
91689;a;2;19.66;16;91689-a-2
91689;a;3;17.65;3;91689-a-3
91689;a;4;17.595;2;91689-a-4
91689;m;5;15.42;1;91689-m-5
91691;a;1;21.405;12;91691-a-1
91691;a;2;17.945;16;91691-a-2
91691;a;3;15.61;13;91691-a-3
91691;a;4;14.43;9;91691-a-4
91691;a;5;13.96;1;91691-a-5
91691;m;2;21.47;1;91691-m-2
91691;m;3;15.305;2;91691-m-3
91691;m;6;15.5;1;91691-m-6
91692;a;1;19.42;21;91692-a-1
91692;a;2;15.86;37;91692-a-2
91692;a;3;13.03;27;91692-a-3
91692;a;4;12.94;18;91692-a-4
91692;a;5;11.34;1;91692-a-5
91692;m;2;10.0;1;91692-m-2
92002;a;1;27.67;67;92002-a-1
92002;a;2;21.67;101;92002-a-2
92002;a;3;19.27;94;92002-a-3
92002;a;4;18.84;25;92002-a-4
92002;a;5;17.58;8;92002-a-5
92002;m;2;24.24;1;92002-m-2
92002;m;3;19.259999999999998;2;92002-m-3
92002;m;4;18.86;2;92002-m-4
92002;m;5;17.08;3;92002-m-5
92002;m;6;17.634999999999998;2;92002-m-6
92004;a;1;30.65;129;92004-a-1
92004;a;2;24.32;225;92004-a-2
92004;a;3;21.11;138;92004-a-3
92004;a;4;19.65;59;92004-a-4
92004;a;5;20.9;7;92004-a-5
92004;d;1;37.95;1;92004-d-1
92004;m;2;25.175;2;92004-m-2
92004;m;5;20.62;3;92004-m-5
92004;m;6;23.33;3;92004-m-6
92004;m;7;4.33;1;92004-m-7
92004;m;9;20.0;1;92004-m-9
92007;a;1;26.4;33;92007-a-1
92007;a;2;21.25;63;92007-a-2
92007;a;3;19.28;44;92007-a-3
92007;a;4;16.88;17;92007-a-4
92007;a;5;14.9;1;92007-a-5
92007;m;2;40.69;2;92007-m-2
92007;m;4;20.59;3;92007-m-4
92007;m;5;24.0;3;92007-m-5
92007;m;6;19.13;1;92007-m-6
92009;a;1;30.95;41;92009-a-1
92009;a;2;25.195;44;92009-a-2
92009;a;3;22.0;21;92009-a-3
92009;a;4;20.28;5;92009-a-4
92009;m;1;37.725;2;92009-m-1
92009;m;5;29.01;1;92009-m-5
92009;m;6;21.41;4;92009-m-6
92012;a;1;33.7;249;92012-a-1
92012;a;2;29.740000000000002;430;92012-a-2
92012;a;3;26.01;187;92012-a-3
92012;a;4;26.25;97;92012-a-4
92012;a;5;25.47;33;92012-a-5
92012;a;6;25.95;3;92012-a-6
92012;a;7;34.09;1;92012-a-7
92012;d;1;47.18;1;92012-d-1
92012;l;3;31.55;1;92012-l-3
92012;m;1;27.85;2;92012-m-1
92012;m;2;36.06;2;92012-m-2
92012;m;3;33.004999999999995;2;92012-m-3
92012;m;4;39.23;1;92012-m-4
92012;m;5;34.565;4;92012-m-5
92012;m;6;27.95;1;92012-m-6
92014;a;1;29.28;21;92014-a-1
92014;a;2;22.765;30;92014-a-2
92014;a;3;20.744999999999997;26;92014-a-3
92014;a;4;21.58;4;92014-a-4
92014;a;5;20.28;3;92014-a-5
92019;a;1;27.005;32;92019-a-1
92019;a;2;20.814999999999998;74;92019-a-2
92019;a;3;18.85;55;92019-a-3
92019;a;4;18.455;14;92019-a-4
92019;a;5;16.74;5;92019-a-5
92019;a;6;24.71;1;92019-a-6
92019;l;5;9.92;1;92019-l-5
92019;m;2;26.14;1;92019-m-2
92019;m;3;15.45;1;92019-m-3
92019;m;4;19.15;1;92019-m-4
92019;m;5;25.89;3;92019-m-5
92019;m;6;14.82;1;92019-m-6
92019;m;7;16.81;1;92019-m-7
92020;a;1;26.71;32;92020-a-1
92020;a;2;22.28;76;92020-a-2
92020;a;3;19.96;44;92020-a-3
92020;a;4;18.53;10;92020-a-4
92020;a;5;20.0;3;92020-a-5
92020;m;3;23.28;1;92020-m-3
92020;m;4;32.59;1;92020-m-4
92020;m;5;19.560000000000002;2;92020-m-5
92022;a;1;27.32;23;92022-a-1
92022;a;2;22.45;63;92022-a-2
92022;a;3;18.91;29;92022-a-3
92022;a;4;19.54;12;92022-a-4
92022;a;5;21.35;2;92022-a-5
92022;m;3;30.0;3;92022-m-3
92022;m;4;23.73;2;92022-m-4
92022;m;5;23.5;1;92022-m-5
92022;m;6;20.1;3;92022-m-6
92023;a;1;27.71;38;92023-a-1
92023;a;2;22.07;117;92023-a-2
92023;a;3;19.11;75;92023-a-3
92023;a;4;18.95;19;92023-a-4
92023;a;5;17.245;2;92023-a-5
92023;a;6;18.805;2;92023-a-6
92023;d;1;34.65;1;92023-d-1
92023;m;2;23.295;2;92023-m-2
92023;m;3;17.96;2;92023-m-3
92023;m;4;18.41;1;92023-m-4
92023;m;5;22.43;3;92023-m-5
92023;m;6;21.465;2;92023-m-6
92024;a;1;30.65;57;92024-a-1
92024;a;2;25.53;123;92024-a-2
92024;a;3;22.935000000000002;60;92024-a-3
92024;a;4;21.295;20;92024-a-4
92024;a;5;21.585;2;92024-a-5
92024;a;6;18.86;2;92024-a-6
92024;d;1;33.78;1;92024-d-1
92024;l;4;23.1;1;92024-l-4
92024;l;6;6.52;1;92024-l-6
92024;l;8;22.43;1;92024-l-8
92024;m;4;14.52;1;92024-m-4
92025;a;1;31.88;72;92025-a-1
92025;a;2;23.355;106;92025-a-2
92025;a;3;19.0;80;92025-a-3
92025;a;4;16.75;31;92025-a-4
92025;a;5;17.68;6;92025-a-5
92025;l;1;35.0;1;92025-l-1
92025;m;2;25.02;2;92025-m-2
92025;m;3;22.64;4;92025-m-3
92025;m;4;25.41;4;92025-m-4
92025;m;5;16.395;4;92025-m-5
92025;m;6;16.25;1;92025-m-6
92025;m;8;21.71;1;92025-m-8
92025;m;10;18.91;1;92025-m-10
92026;a;1;32.635;152;92026-a-1
92026;a;2;26.0;215;92026-a-2
92026;a;3;23.64;125;92026-a-3
92026;a;4;21.66;69;92026-a-4
92026;a;5;23.65;14;92026-a-5
92026;a;6;23.505000000000003;2;92026-a-6
92026;d;1;40.05;3;92026-d-1
92026;l;2;24.7;1;92026-l-2
92026;m;2;25.78;2;92026-m-2
92026;m;4;29.5;2;92026-m-4
92026;m;5;25.2;9;92026-m-5
92026;m;6;22.5;1;92026-m-6
92032;a;1;25.8;40;92032-a-1
92032;a;2;20.674999999999997;26;92032-a-2
92032;a;3;19.29;29;92032-a-3
92032;a;4;16.49;5;92032-a-4
92032;a;5;15.655;2;92032-a-5
92032;a;10;34.38;1;92032-a-10
92032;m;1;16.25;2;92032-m-1
92032;m;6;17.349999999999998;2;92032-m-6
92033;a;1;27.03;27;92033-a-1
92033;a;2;23.185000000000002;36;92033-a-2
92033;a;3;20.56;25;92033-a-3
92033;a;4;20.83;9;92033-a-4
92033;a;5;22.08;3;92033-a-5
92033;l;1;10.49;1;92033-l-1
92033;m;1;31.25;1;92033-m-1
92033;m;2;32.35;1;92033-m-2
92033;m;3;29.69;1;92033-m-3
92033;m;5;22.785;2;92033-m-5
92033;m;7;31.65;1;92033-m-7
92033;m;10;22.619999999999997;2;92033-m-10
92035;a;1;30.69;49;92035-a-1
92035;a;2;23.58;93;92035-a-2
92035;a;3;21.490000000000002;36;92035-a-3
92035;a;4;22.355;18;92035-a-4
92035;a;5;31.15;1;92035-a-5
92035;a;6;23.57;1;92035-a-6
92035;m;5;26.229999999999997;2;92035-m-5
92035;m;6;33.33;1;92035-m-6
92036;a;1;40.95;9;92036-a-1
92036;a;2;23.41;13;92036-a-2
92036;a;3;21.965;12;92036-a-3
92036;a;4;12.49;3;92036-a-4
92036;m;4;18.39;1;92036-m-4
92040;a;1;29.95;99;92040-a-1
92040;a;2;26.1;127;92040-a-2
92040;a;3;24.62;92;92040-a-3
92040;a;4;27.3;57;92040-a-4
92040;a;5;24.46;14;92040-a-5
92040;a;6;25.52;1;92040-a-6
92040;d;1;42.26;3;92040-d-1
92040;m;1;16.67;1;92040-m-1
92040;m;2;26.42;1;92040-m-2
92040;m;4;27.795;2;92040-m-4
92040;m;6;19.83;1;92040-m-6
92044;a;1;36.879999999999995;106;92044-a-1
92044;a;2;29.41;212;92044-a-2
92044;a;3;28.405;92;92044-a-3
92044;a;4;26.95;29;92044-a-4
92044;a;5;26.21;17;92044-a-5
92044;a;6;26.58;4;92044-a-6
92044;a;19;47.89;1;92044-a-19
92044;l;2;33.85;1;92044-l-2
92044;l;6;23.88;1;92044-l-6
92044;m;3;32.55;1;92044-m-3
92044;m;6;30.48;3;92044-m-6
92044;m;7;21.43;2;92044-m-7
92046;a;1;32.99;18;92046-a-1
92046;a;2;25.0;35;92046-a-2
92046;a;3;23.395;12;92046-a-3
92046;a;4;23.99;3;92046-a-4
92046;l;1;33.33;1;92046-l-1
92046;l;2;21.14;1;92046-l-2
92046;m;5;18.75;1;92046-m-5
92046;m;6;18.5;2;92046-m-6
92047;a;1;25.0;1;92047-a-1
92047;m;5;24.13;1;92047-m-5
92047;m;7;34.44;3;92047-m-7
92048;a;1;29.55;21;92048-a-1
92048;a;2;25.58;43;92048-a-2
92048;a;3;21.064999999999998;40;92048-a-3
92048;a;4;21.515;26;92048-a-4
92048;a;5;22.94;7;92048-a-5
92048;m;1;21.05;1;92048-m-1
92048;m;2;27.63;1;92048-m-2
92048;m;3;24.66;3;92048-m-3
92048;m;5;8.24;1;92048-m-5
92048;m;6;20.74;1;92048-m-6
92048;m;7;22.3;1;92048-m-7
92048;m;9;18.52;1;92048-m-9
92049;a;1;32.16;63;92049-a-1
92049;a;2;26.45;127;92049-a-2
92049;a;3;21.96;57;92049-a-3
92049;a;4;19.67;27;92049-a-4
92049;a;5;20.31;8;92049-a-5
92049;d;1;34.83;1;92049-d-1
92050;a;1;27.67;43;92050-a-1
92050;a;2;22.25;89;92050-a-2
92050;a;3;20.14;67;92050-a-3
92050;a;4;19.02;26;92050-a-4
92050;a;5;16.535;8;92050-a-5
92050;a;6;13.83;3;92050-a-6
92050;d;1;35.59;1;92050-d-1
92050;l;4;20.19;1;92050-l-4
92050;m;1;16.67;1;92050-m-1
92050;m;3;18.57;1;92050-m-3
92050;m;4;24.99;9;92050-m-4
92050;m;5;19.884999999999998;6;92050-m-5
92050;m;6;19.37;7;92050-m-6
92050;m;7;16.67;1;92050-m-7
92050;m;8;22.19;1;92050-m-8
92050;m;9;14.85;1;92050-m-9
92051;a;1;40.625;198;92051-a-1
92051;a;2;33.465;254;92051-a-2
92051;a;3;31.095;168;92051-a-3
92051;a;4;30.0;81;92051-a-4
92051;a;5;30.0;53;92051-a-5
92051;a;6;29.439999999999998;26;92051-a-6
92051;a;7;20.54;3;92051-a-7
92051;a;8;23.16;1;92051-a-8
92051;l;1;40.0;1;92051-l-1
92051;m;2;43.18;1;92051-m-2
92051;m;3;22.76;2;92051-m-3
92051;m;7;37.84;1;92051-m-7
92051;m;8;28.85;1;92051-m-8
92060;a;1;25.04;29;92060-a-1
92060;a;2;21.9;62;92060-a-2
92060;a;3;18.845;44;92060-a-3
92060;a;4;18.775;24;92060-a-4
92060;a;5;19.995;2;92060-a-5
92060;m;3;16.67;1;92060-m-3
92060;m;7;33.33;1;92060-m-7
92062;a;1;32.565;42;92062-a-1
92062;a;2;26.92;127;92062-a-2
92062;a;3;28.295;62;92062-a-3
92062;a;4;23.99;17;92062-a-4
92062;a;5;26.67;7;92062-a-5
92062;m;4;26.91;2;92062-m-4
92062;m;5;30.3;1;92062-m-5
92062;m;6;24.48;1;92062-m-6
92063;a;1;27.5;105;92063-a-1
92063;a;2;23.7;150;92063-a-2
92063;a;3;21.18;106;92063-a-3
92063;a;4;20.67;50;92063-a-4
92063;a;5;20.43;23;92063-a-5
92063;a;6;15.79;5;92063-a-6
92063;a;7;22.75;4;92063-a-7
92063;m;2;26.14;3;92063-m-2
92063;m;3;23.97;4;92063-m-3
92063;m;4;23.37;9;92063-m-4
92063;m;5;21.745;6;92063-m-5
92063;m;6;24.35;5;92063-m-6
92063;m;7;21.814999999999998;2;92063-m-7
92063;m;8;17.74;1;92063-m-8
92063;m;9;16.19;1;92063-m-9
92064;a;1;28.755000000000003;36;92064-a-1
92064;a;2;25.735;46;92064-a-2
92064;a;3;23.4;62;92064-a-3
92064;a;4;22.479999999999997;34;92064-a-4
92064;a;5;23.43;17;92064-a-5
92064;a;6;31.765;4;92064-a-6
92064;a;7;27.35;1;92064-a-7
92064;m;3;27.27;9;92064-m-3
92064;m;7;19.57;3;92064-m-7
92064;m;8;24.48;1;92064-m-8
92064;m;9;27.130000000000003;2;92064-m-9
92071;a;1;29.62;45;92071-a-1
92071;a;2;23.14;31;92071-a-2
92071;a;3;22.755000000000003;18;92071-a-3
92071;a;4;20.67;13;92071-a-4
92071;a;5;22.47;5;92071-a-5
92071;a;6;19.325000000000003;2;92071-a-6
92071;a;7;29.86;1;92071-a-7
92071;m;5;23.32;2;92071-m-5
92071;m;7;18.73;1;92071-m-7
92072;a;1;29.68;20;92072-a-1
92072;a;2;22.89;32;92072-a-2
92072;a;3;22.64;42;92072-a-3
92072;a;4;21.98;16;92072-a-4
92072;a;5;24.5;8;92072-a-5
92072;d;1;29.48;1;92072-d-1
92072;m;2;24.37;1;92072-m-2
92072;m;5;21.0;1;92072-m-5
92072;m;6;25.215;2;92072-m-6
92072;m;8;20.125;2;92072-m-8
92072;m;9;17.41;1;92072-m-9
92073;a;1;31.759999999999998;36;92073-a-1
92073;a;2;25.415;110;92073-a-2
92073;a;3;23.52;63;92073-a-3
92073;a;4;22.435;22;92073-a-4
92073;a;5;21.725;8;92073-a-5
92073;a;6;20.66;1;92073-a-6
92073;m;4;22.53;3;92073-m-4
92073;m;6;24.0;2;92073-m-6
92073;m;7;22.4;1;92073-m-7
92073;m;8;23.86;1;92073-m-8
92075;a;1;30.855;24;92075-a-1
92075;a;2;25.61;47;92075-a-2
92075;a;3;23.17;15;92075-a-3
92075;a;4;22.44;3;92075-a-4
92075;a;5;16.95;1;92075-a-5
92075;d;1;37.17;3;92075-d-1
92075;m;3;23.56;1;92075-m-3
92076;a;1;30.0;5;92076-a-1
92076;a;2;20.32;9;92076-a-2
92076;a;3;18.395;6;92076-a-3
92076;a;4;20.11;3;92076-a-4
92076;a;7;19.58;1;92076-a-7
92076;m;3;27.87;3;92076-m-3
92076;m;4;26.14;1;92076-m-4
92076;m;6;28.34;1;92076-m-6
92076;m;8;31.84;2;92076-m-8
92077;a;1;27.88;31;92077-a-1
92077;a;2;20.91;14;92077-a-2
92077;a;3;18.490000000000002;14;92077-a-3
92077;a;4;17.43;13;92077-a-4
92077;a;5;16.95;11;92077-a-5
92077;m;6;29.69;1;92077-m-6
92077;m;7;22.41;1;92077-m-7
92078;a;1;22.880000000000003;14;92078-a-1
92078;a;2;21.0;15;92078-a-2
92078;a;3;18.045;14;92078-a-3
92078;a;4;14.79;3;92078-a-4
92078;a;5;14.415;2;92078-a-5
92078;m;1;31.67;1;92078-m-1
92078;m;4;15.05;1;92078-m-4
93001;a;1;28.715;60;93001-a-1
93001;a;2;21.84;111;93001-a-2
93001;a;3;17.59;93;93001-a-3
93001;a;4;14.21;26;93001-a-4
93001;a;5;19.84;5;93001-a-5
93001;a;7;7.0;1;93001-a-7
93001;a;8;5.94;1;93001-a-8
93001;l;4;13.49;1;93001-l-4
93001;m;3;17.12;1;93001-m-3
93001;m;4;13.49;3;93001-m-4
93005;a;1;23.44;23;93005-a-1
93005;a;2;20.119999999999997;32;93005-a-2
93005;a;3;15.96;25;93005-a-3
93005;a;4;15.565000000000001;12;93005-a-4
93005;m;1;28.0;1;93005-m-1
93005;m;3;19.35;1;93005-m-3
93005;m;4;16.85;1;93005-m-4
93006;a;1;30.42;27;93006-a-1
93006;a;2;24.6;34;93006-a-2
93006;a;3;19.05;17;93006-a-3
93006;a;4;17.92;6;93006-a-4
93006;a;5;10.0;1;93006-a-5
93006;a;6;15.56;1;93006-a-6
93006;d;1;34.75;1;93006-d-1
93006;l;1;26.62;1;93006-l-1
93006;m;3;22.835;2;93006-m-3
93006;m;5;17.21;3;93006-m-5
93006;m;7;5.83;1;93006-m-7
93007;a;1;23.33;13;93007-a-1
93007;a;2;19.45;31;93007-a-2
93007;a;3;17.05;13;93007-a-3
93007;a;4;14.74;3;93007-a-4
93007;m;2;24.17;1;93007-m-2
93007;m;5;13.69;1;93007-m-5
93007;m;7;2.78;1;93007-m-7
93007;m;8;11.36;1;93007-m-8
93008;a;1;22.675;12;93008-a-1
93008;a;2;18.45;25;93008-a-2
93008;a;3;16.25;28;93008-a-3
93008;a;4;15.19;15;93008-a-4
93008;m;3;16.1;1;93008-m-3
93008;m;4;16.36;1;93008-m-4
93008;m;7;16.0;1;93008-m-7
93010;a;1;22.05;14;93010-a-1
93010;a;2;18.869999999999997;6;93010-a-2
93010;a;3;16.89;13;93010-a-3
93010;a;4;13.844999999999999;4;93010-a-4
93010;l;1;32.5;1;93010-l-1
93010;m;3;13.99;1;93010-m-3
93010;m;4;12.75;1;93010-m-4
93010;m;5;11.885;2;93010-m-5
93010;m;6;14.94;1;93010-m-6
93013;a;1;22.47;17;93013-a-1
93013;a;2;19.43;23;93013-a-2
93013;a;3;16.9;7;93013-a-3
93013;a;4;15.41;2;93013-a-4
93014;a;2;19.53;2;93014-a-2
93014;a;3;17.27;5;93014-a-3
93014;a;4;16.96;1;93014-a-4
93014;m;2;18.89;1;93014-m-2
93014;m;5;14.67;1;93014-m-5
93015;a;1;16.38;1;93015-a-1
93015;a;2;17.0;1;93015-a-2
93015;a;3;15.22;1;93015-a-3
93027;a;1;26.97;10;93027-a-1
93027;a;2;21.0;15;93027-a-2
93027;a;3;14.91;7;93027-a-3
93027;a;4;13.52;6;93027-a-4
93027;a;5;11.0;1;93027-a-5
93027;m;3;15.62;1;93027-m-3
93029;a;1;28.064999999999998;18;93029-a-1
93029;a;2;21.21;44;93029-a-2
93029;a;3;16.68;19;93029-a-3
93029;a;4;14.620000000000001;2;93029-a-4
93029;a;5;13.8;1;93029-a-5
93029;m;1;22.29;1;93029-m-1
93029;m;2;23.835;2;93029-m-2
93029;m;3;21.82;1;93029-m-3
93029;m;6;4.0;1;93029-m-6
93030;a;2;17.845;2;93030-a-2
93030;a;3;13.100000000000001;2;93030-a-3
93031;a;1;23.130000000000003;24;93031-a-1
93031;a;2;17.744999999999997;28;93031-a-2
93031;a;3;15.55;35;93031-a-3
93031;a;4;12.33;21;93031-a-4
93031;a;5;12.3;5;93031-a-5
93031;m;3;23.33;2;93031-m-3
93031;m;7;18.27;1;93031-m-7
93032;a;1;26.0;17;93032-a-1
93032;a;2;18.59;26;93032-a-2
93032;a;3;15.445;28;93032-a-3
93032;a;4;15.23;7;93032-a-4
93032;m;3;18.41;5;93032-m-3
93032;m;4;15.64;5;93032-m-4
93032;m;5;14.53;2;93032-m-5
93032;m;6;12.14;2;93032-m-6
93033;a;1;22.87;4;93033-a-1
93033;a;2;18.66;7;93033-a-2
93033;a;3;14.61;4;93033-a-3
93033;m;2;20.45;1;93033-m-2
93033;m;4;15.405;2;93033-m-4
93033;m;8;9.469999999999999;2;93033-m-8
93039;a;1;39.12;1;93039-a-1
93039;a;2;18.9;10;93039-a-2
93039;a;3;16.7;4;93039-a-3
93039;a;4;14.38;1;93039-a-4
93039;l;2;17.5;1;93039-l-2
93045;a;1;30.39;24;93045-a-1
93045;a;2;25.1;24;93045-a-2
93045;a;3;23.77;11;93045-a-3
93045;a;4;15.245000000000001;4;93045-a-4
93045;a;5;19.745;2;93045-a-5
93045;m;3;28.72;1;93045-m-3
93045;m;4;21.83;1;93045-m-4
93046;a;1;22.39;46;93046-a-1
93046;a;2;18.26;73;93046-a-2
93046;a;3;16.095;34;93046-a-3
93046;a;4;15.02;13;93046-a-4
93046;a;5;11.809999999999999;2;93046-a-5
93046;m;1;30.95;1;93046-m-1
93046;m;2;20.73;1;93046-m-2
93046;m;3;16.14;3;93046-m-3
93046;m;4;18.39;2;93046-m-4
93046;m;6;12.5;1;93046-m-6
93047;a;1;20.59;4;93047-a-1
93047;a;2;18.675;14;93047-a-2
93047;a;3;15.32;3;93047-a-3
93047;a;4;18.47;1;93047-a-4
93047;m;2;22.58;1;93047-m-2
93047;m;4;13.33;3;93047-m-4
93047;m;5;9.33;1;93047-m-5
93048;a;1;28.0;80;93048-a-1
93048;a;2;23.04;129;93048-a-2
93048;a;3;19.05;63;93048-a-3
93048;a;4;17.515;30;93048-a-4
93048;a;5;15.605;4;93048-a-5
93048;l;1;30.0;1;93048-l-1
93048;m;2;24.32;1;93048-m-2
93048;m;3;21.49;7;93048-m-3
93048;m;4;22.48;1;93048-m-4
93049;a;1;24.884999999999998;18;93049-a-1
93049;a;2;21.36;41;93049-a-2
93049;a;3;16.63;18;93049-a-3
93049;a;4;14.825;4;93049-a-4
93049;l;1;37.5;1;93049-l-1
93050;a;1;22.475;4;93050-a-1
93050;a;2;17.605;34;93050-a-2
93050;a;3;14.21;31;93050-a-3
93050;a;4;13.39;17;93050-a-4
93050;a;5;11.355;2;93050-a-5
93050;l;1;40.0;1;93050-l-1
93050;m;1;26.25;1;93050-m-1
93050;m;3;17.86;1;93050-m-3
93051;a;1;22.65;87;93051-a-1
93051;a;2;18.915;136;93051-a-2
93051;a;3;16.39;57;93051-a-3
93051;a;4;14.92;21;93051-a-4
93051;a;5;10.285;6;93051-a-5
93051;a;6;5.38;2;93051-a-6
93051;m;2;16.985;4;93051-m-2
93051;m;3;16.205000000000002;2;93051-m-3
93051;m;4;14.0;7;93051-m-4
93051;m;5;21.03;1;93051-m-5
93051;m;21;20.1;1;93051-m-21
93053;a;1;27.85;8;93053-a-1
93053;a;2;18.2;33;93053-a-2
93053;a;3;16.79;30;93053-a-3
93053;a;4;12.865;6;93053-a-4
93053;a;5;15.24;3;93053-a-5
93053;m;2;20.0;1;93053-m-2
93053;m;3;24.17;1;93053-m-3
93053;m;4;16.75;4;93053-m-4
93053;m;5;12.64;1;93053-m-5
93053;m;6;5.71;1;93053-m-6
93055;a;1;30.28;28;93055-a-1
93055;a;2;23.7;71;93055-a-2
93055;a;3;21.31;18;93055-a-3
93055;a;4;20.79;11;93055-a-4
93055;m;1;27.69;1;93055-m-1
93055;m;2;29.43;1;93055-m-2
93057;a;1;23.23;11;93057-a-1
93057;a;2;18.665;32;93057-a-2
93057;a;3;14.84;23;93057-a-3
93057;a;4;16.675;6;93057-a-4
93057;m;2;25.57;2;93057-m-2
93057;m;4;14.55;1;93057-m-4
93059;a;1;24.69;5;93059-a-1
93059;a;2;16.689999999999998;14;93059-a-2
93059;a;3;13.23;7;93059-a-3
93059;a;4;14.09;4;93059-a-4
93059;a;5;5.0;1;93059-a-5
93059;m;4;14.295;2;93059-m-4
93059;m;7;5.0;1;93059-m-7
93061;a;1;30.58;19;93061-a-1
93061;a;2;24.36;15;93061-a-2
93061;a;3;20.655;4;93061-a-3
93061;a;4;23.049999999999997;2;93061-a-4
93061;d;1;31.72;1;93061-d-1
93062;a;1;24.175;26;93062-a-1
93062;a;2;19.55;49;93062-a-2
93062;a;3;16.89;29;93062-a-3
93062;a;4;15.07;11;93062-a-4
93062;m;4;18.935000000000002;2;93062-m-4
93062;m;11;11.67;1;93062-m-11
93063;a;1;24.24;21;93063-a-1
93063;a;2;20.78;56;93063-a-2
93063;a;3;19.295;26;93063-a-3
93063;a;4;19.665;8;93063-a-4
93063;a;5;17.78;1;93063-a-5
93063;m;3;26.0;1;93063-m-3
93064;a;1;25.43;63;93064-a-1
93064;a;2;18.89;68;93064-a-2
93064;a;3;16.67;66;93064-a-3
93064;a;4;14.74;21;93064-a-4
93064;a;5;16.325;2;93064-a-5
93064;a;6;11.05;1;93064-a-6
93064;m;1;26.55;2;93064-m-1
93064;m;2;23.08;1;93064-m-2
93064;m;5;18.93;1;93064-m-5
93066;a;1;27.78;63;93066-a-1
93066;a;2;20.81;136;93066-a-2
93066;a;3;17.475;70;93066-a-3
93066;a;4;15.94;39;93066-a-4
93066;a;5;8.12;3;93066-a-5
93066;a;6;5.5;1;93066-a-6
93066;l;1;25.595;2;93066-l-1
93066;m;2;19.86;1;93066-m-2
93066;m;3;17.66;4;93066-m-3
93066;m;4;16.67;3;93066-m-4
93070;a;1;30.33;33;93070-a-1
93070;a;2;22.22;101;93070-a-2
93070;a;3;19.8;60;93070-a-3
93070;a;4;18.41;15;93070-a-4
93070;a;5;16.45;1;93070-a-5
93070;d;1;32.555;2;93070-d-1
93070;m;1;56.67;1;93070-m-1
93070;m;5;20.72;1;93070-m-5
93071;a;1;18.27;9;93071-a-1
93071;a;2;19.45;29;93071-a-2
93071;a;3;14.46;23;93071-a-3
93071;a;4;14.09;3;93071-a-4
93071;a;5;5.88;1;93071-a-5
93071;m;2;16.44;1;93071-m-2
93071;m;3;14.68;2;93071-m-3
93071;m;5;13.89;1;93071-m-5
93071;m;6;12.14;1;93071-m-6
93071;m;8;3.67;1;93071-m-8
93071;m;11;33.5;1;93071-m-11
93072;a;1;25.765;6;93072-a-1
93072;a;2;21.43;3;93072-a-2
93072;a;3;17.55;3;93072-a-3
93072;a;4;15.0;1;93072-a-4
93072;m;3;11.68;3;93072-m-3
93072;m;4;16.48;1;93072-m-4
93073;a;1;20.62;11;93073-a-1
