INSEE_COM;typedebien_lite;nb_pieces;loyer_m2_median;nb_log;cle2
2B096;a;2;14.86;6;2B096-a-2
2B096;a;3;11.59;5;2B096-a-3
2B096;a;4;10.29;1;2B096-a-4
2B120;a;2;13.95;3;2B120-a-2
2B120;a;3;11.15;2;2B120-a-3
2B120;m;4;11.11;1;2B120-m-4
2B120;m;5;10.71;1;2B120-m-5
2B122;a;2;12.95;1;2B122-a-2
2B122;a;3;10.61;5;2B122-a-3
2B122;a;5;8.9;1;2B122-a-5
2B122;m;5;11.254999999999999;2;2B122-m-5
2B123;a;2;15.0;1;2B123-a-2
2B123;a;4;8.0;1;2B123-a-4
2B134;a;1;14.72;1;2B134-a-1
2B134;a;2;14.32;3;2B134-a-2
2B134;a;3;13.27;1;2B134-a-3
2B148;a;1;16.3;3;2B148-a-1
2B148;a;2;12.85;7;2B148-a-2
2B148;a;3;10.56;3;2B148-a-3
2B148;m;4;11.83;3;2B148-m-4
2B150;a;3;14.0;1;2B150-a-3
2B168;a;3;11.29;1;2B168-a-3
2B185;a;2;12.375;4;2B185-a-2
2B185;a;3;10.0;1;2B185-a-3
2B195;a;2;11.7;1;2B195-a-2
2B205;m;4;8.4;1;2B205-m-4
2B207;a;2;9.51;3;2B207-a-2
2B207;a;3;9.85;1;2B207-a-3
2B207;m;3;9.87;1;2B207-m-3
2B251;a;2;10.33;1;2B251-a-2
2B277;m;4;9.88;1;2B277-m-4
2B281;a;2;12.56;1;2B281-a-2
2B281;m;6;9.4;1;2B281-m-6
2B286;a;3;9.51;1;2B286-a-3
2B298;a;2;15.37;3;2B298-a-2
2B305;a;1;18.52;1;2B305-a-1
2B305;a;2;14.89;3;2B305-a-2
2B305;a;5;8.844999999999999;2;2B305-a-5
2B305;m;2;14.4;1;2B305-m-2
2B307;a;1;16.85;1;2B307-a-1
2B307;a;2;14.74;5;2B307-a-2
2B307;m;6;8.56;1;2B307-m-6
2B309;a;4;9.385;2;2B309-a-4
2B309;a;5;8.37;1;2B309-a-5
2B313;a;1;14.81;1;2B313-a-1
2B313;a;2;14.29;1;2B313-a-2
2B313;a;3;11.32;1;2B313-a-3
2B319;a;4;8.62;1;2B319-a-4
2B319;m;3;11.43;1;2B319-m-3
2B335;m;3;16.67;1;2B335-m-3
2B343;a;3;7.83;1;2B343-a-3
2B346;a;2;12.55;1;2B346-a-2
2B346;a;3;11.11;1;2B346-a-3
2B346;a;4;10.86;1;2B346-a-4
2B346;m;3;11.43;1;2B346-m-3
2B346;m;4;8.55;1;2B346-m-4
2B353;a;1;18.21;1;2B353-a-1
2B353;a;2;14.72;2;2B353-a-2
2B353;a;3;9.63;3;2B353-a-3
2B353;a;4;10.26;1;2B353-a-4
30001;m;4;8.95;1;30001-m-4
30002;m;2;7.01;1;30002-m-2
30002;m;5;5.25;1;30002-m-5
30003;m;3;10.67;7;30003-m-3
30003;m;4;14.28;1;30003-m-4
30004;a;1;12.989999999999998;2;30004-a-1
30004;a;3;6.445;2;30004-a-3
30004;a;4;6.665;2;30004-a-4
30004;m;4;11.54;1;30004-m-4
30004;m;6;9.61;1;30004-m-6
30005;a;3;7.44;1;30005-a-3
30006;a;2;11.88;5;30006-a-2
30006;a;3;11.55;7;30006-a-3
30006;a;4;10.81;1;30006-a-4
30006;a;5;5.81;1;30006-a-5
30006;m;3;11.44;1;30006-m-3
30006;m;4;10.69;7;30006-m-4
30007;a;1;12.61;69;30007-a-1
30007;a;2;10.21;134;30007-a-2
30007;a;3;8.22;89;30007-a-3
30007;a;4;7.35;55;30007-a-4
30007;a;5;6.11;7;30007-a-5
30007;a;6;5.97;3;30007-a-6
30007;a;7;3.3;2;30007-a-7
30007;l;5;8.48;1;30007-l-5
30007;m;2;12.535;2;30007-m-2
30007;m;3;9.32;7;30007-m-3
30007;m;4;8.14;16;30007-m-4
30007;m;5;7.67;13;30007-m-5
30007;m;6;9.4;1;30007-m-6
30008;a;2;8.45;1;30008-a-2
30008;a;3;6.15;1;30008-a-3
30008;m;4;8.42;2;30008-m-4
30010;a;1;16.335;2;30010-a-1
30010;a;2;9.25;12;30010-a-2
30010;a;3;7.19;16;30010-a-3
30010;a;4;6.63;4;30010-a-4
30011;a;1;16.23;7;30011-a-1
30011;a;2;12.77;11;30011-a-2
30011;a;3;10.879999999999999;8;30011-a-3
30011;a;4;9.565;2;30011-a-4
30011;m;1;23.205;2;30011-m-1
30011;m;3;10.49;2;30011-m-3
30011;m;4;11.89;3;30011-m-4
30011;m;5;9.855;2;30011-m-5
30011;m;6;26.92;1;30011-m-6
30012;a;1;15.19;1;30012-a-1
30012;a;2;13.66;4;30012-a-2
30012;a;3;9.62;1;30012-a-3
30012;m;3;8.77;4;30012-m-3
30016;a;5;5.05;1;30016-a-5
30017;m;3;5.52;1;30017-m-3
30019;a;1;24.88;1;30019-a-1
30019;a;2;9.155000000000001;2;30019-a-2
30019;a;3;8.98;3;30019-a-3
30020;m;4;10.475000000000001;2;30020-m-4
30023;a;3;11.31;2;30023-a-3
30023;m;3;11.07;1;30023-m-3
30023;m;5;8.41;1;30023-m-5
30026;a;3;5.57;1;30026-a-3
30027;a;1;9.76;1;30027-a-1
30028;a;1;13.05;20;30028-a-1
30028;a;2;10.28;58;30028-a-2
30028;a;3;8.515;36;30028-a-3
30028;a;4;8.245000000000001;10;30028-a-4
30028;a;5;7.06;3;30028-a-5
30028;m;3;8.33;2;30028-m-3
30028;m;4;8.835;6;30028-m-4
30028;m;5;8.219999999999999;6;30028-m-5
30028;m;6;7.385;4;30028-m-6
30028;m;10;4.18;1;30028-m-10
30029;a;2;7.5;1;30029-a-2
30029;a;3;5.62;1;30029-a-3
30032;a;1;13.97;3;30032-a-1
30032;a;2;8.809999999999999;12;30032-a-2
30032;a;3;7.02;3;30032-a-3
30032;a;4;6.470000000000001;2;30032-a-4
30032;m;3;7.109999999999999;2;30032-m-3
30033;a;3;11.545;2;30033-a-3
30033;a;4;8.23;1;30033-a-4
30034;a;2;13.72;1;30034-a-2
30034;a;3;9.29;1;30034-a-3
30034;a;4;12.16;1;30034-a-4
30034;m;2;12.86;1;30034-m-2
30034;m;3;10.77;1;30034-m-3
30034;m;4;9.0;1;30034-m-4
30036;a;2;13.1;1;30036-a-2
30036;a;3;9.625;2;30036-a-3
30037;a;2;8.57;9;30037-a-2
30037;a;3;6.55;2;30037-a-3
30037;a;4;5.98;1;30037-a-4
30039;a;2;10.760000000000002;2;30039-a-2
30039;a;3;8.33;1;30039-a-3
30039;m;4;10.94;1;30039-m-4
30041;a;2;9.79;1;30041-a-2
30041;a;3;6.52;1;30041-a-3
30041;m;4;8.075;2;30041-m-4
30041;m;5;5.16;1;30041-m-5
30042;m;4;8.795;2;30042-m-4
30043;m;6;7.75;2;30043-m-6
30046;a;3;8.27;1;30046-a-3
30046;m;4;9.66;1;30046-m-4
30047;a;2;12.51;9;30047-a-2
30047;a;3;11.315;6;30047-a-3
30047;a;4;7.61;1;30047-a-4
30047;m;3;9.94;3;30047-m-3
30047;m;4;10.905000000000001;4;30047-m-4
30047;m;5;10.1;3;30047-m-5
30051;m;4;8.21;1;30051-m-4
30051;m;5;6.9;1;30051-m-5
30052;m;2;8.78;1;30052-m-2
30053;m;3;8.75;2;30053-m-3
30053;m;4;8.06;1;30053-m-4
30054;a;2;9.82;1;30054-a-2
30054;a;3;10.82;1;30054-a-3
30055;a;2;7.38;1;30055-a-2
30055;m;2;10.36;2;30055-m-2
30055;m;4;8.59;1;30055-m-4
30057;a;1;32.5;1;30057-a-1
30057;a;2;10.325;2;30057-a-2
30057;a;3;9.23;2;30057-a-3
30057;m;2;11.09;1;30057-m-2
30057;m;3;10.649999999999999;2;30057-m-3
30059;m;2;12.89;1;30059-m-2
30060;a;1;16.84;1;30060-a-1
30060;a;2;14.88;3;30060-a-2
30060;a;3;10.49;1;30060-a-3
30060;m;3;9.645;2;30060-m-3
30060;m;5;9.84;1;30060-m-5
30061;a;2;10.0;1;30061-a-2
30061;a;3;10.325;2;30061-a-3
30061;a;4;6.94;1;30061-a-4
30061;m;3;10.69;2;30061-m-3
30061;m;4;10.190000000000001;2;30061-m-4
30062;a;1;13.33;1;30062-a-1
30062;a;2;10.31;3;30062-a-2
30062;a;3;11.0;1;30062-a-3
30062;a;4;9.5;3;30062-a-4
30062;m;2;17.75;3;30062-m-2
30062;m;3;13.245000000000001;2;30062-m-3
30062;m;4;9.76;3;30062-m-4
30062;m;5;9.965;2;30062-m-5
30062;m;6;6.75;2;30062-m-6
30064;a;4;7.66;1;30064-a-4
30064;m;4;7.59;1;30064-m-4
30065;a;2;7.66;1;30065-a-2
30066;m;5;4.0;1;30066-m-5
30068;a;2;8.42;1;30068-a-2
30069;m;5;9.11;1;30069-m-5
30073;m;5;8.0;2;30073-m-5
30075;a;2;11.74;5;30075-a-2
30075;a;3;13.455;4;30075-a-3
30075;a;4;16.47;1;30075-a-4
30075;m;3;11.004999999999999;2;30075-m-3
30075;m;4;10.58;5;30075-m-4
30075;m;5;8.28;1;30075-m-5
30076;a;2;9.84;2;30076-a-2
30076;m;3;10.0;1;30076-m-3
30077;a;1;11.05;1;30077-a-1
30077;a;2;6.94;1;30077-a-2
30080;a;2;8.3;1;30080-a-2
30080;a;4;5.34;1;30080-a-4
30081;a;2;11.67;1;30081-a-2
30081;a;3;5.23;1;30081-a-3
30082;a;2;11.6;1;30082-a-2
30082;a;3;7.88;1;30082-a-3
30082;m;3;11.34;2;30082-m-3
30082;m;4;10.32;2;30082-m-4
30082;m;5;5.37;5;30082-m-5
30083;m;2;14.62;1;30083-m-2
30083;m;3;10.29;1;30083-m-3
30083;m;4;8.395;2;30083-m-4
30084;a;1;15.38;1;30084-a-1
30084;a;2;7.96;1;30084-a-2
30085;a;3;8.67;1;30085-a-3
30085;m;3;10.2;1;30085-m-3
30088;a;3;9.07;1;30088-a-3
30089;m;3;9.67;1;30089-m-3
30091;a;2;13.25;1;30091-a-2
30091;m;4;8.5;1;30091-m-4
30092;a;5;5.13;1;30092-a-5
30092;m;2;10.71;1;30092-m-2
30092;m;4;8.16;1;30092-m-4
30092;m;5;5.94;1;30092-m-5
30095;m;4;8.24;1;30095-m-4
30097;m;3;6.47;1;30097-m-3
30097;m;4;7.14;1;30097-m-4
30098;m;5;8.17;1;30098-m-5
30101;m;6;5.33;1;30101-m-6
30102;a;2;11.33;1;30102-a-2
30103;a;4;6.42;1;30103-a-4
30103;m;2;13.24;1;30103-m-2
30107;a;1;12.925;2;30107-a-1
30107;a;2;11.81;2;30107-a-2
30107;a;3;9.88;2;30107-a-3
30107;m;4;10.81;4;30107-m-4
30107;m;6;7.95;1;30107-m-6
30110;m;4;10.19;1;30110-m-4
30112;m;6;7.41;1;30112-m-6
30113;m;3;6.52;1;30113-m-3
30116;m;3;13.09;1;30116-m-3
30117;a;1;15.2;3;30117-a-1
30117;a;2;12.27;6;30117-a-2
30117;a;3;12.15;1;30117-a-3
30117;m;4;10.0;5;30117-m-4
30117;m;5;9.495000000000001;2;30117-m-5
30121;a;2;9.67;1;30121-a-2
30123;a;2;11.54;4;30123-a-2
30123;a;3;10.75;2;30123-a-3
30123;a;4;8.79;1;30123-a-4
30123;m;2;16.25;1;30123-m-2
30123;m;3;12.17;1;30123-m-3
30123;m;4;14.93;1;30123-m-4
30123;m;5;9.21;1;30123-m-5
30123;m;6;8.62;1;30123-m-6
30125;a;2;12.440000000000001;4;30125-a-2
30125;m;4;10.64;3;30125-m-4
30127;a;1;12.0;2;30127-a-1
30127;l;1;14.0;1;30127-l-1
30127;m;3;10.56;1;30127-m-3
30127;m;4;8.73;1;30127-m-4
30128;a;1;12.73;1;30128-a-1
30128;a;2;13.83;4;30128-a-2
30128;a;3;8.24;1;30128-a-3
30128;a;4;10.12;1;30128-a-4
30128;m;1;13.46;1;30128-m-1
30128;m;3;9.78;3;30128-m-3
30128;m;4;9.78;1;30128-m-4
30128;m;5;6.67;1;30128-m-5
30130;a;3;6.67;1;30130-a-3
30132;a;2;9.09;5;30132-a-2
30132;a;4;6.67;2;30132-a-4
30133;a;1;20.33;5;30133-a-1
30133;a;2;16.18;11;30133-a-2
30133;a;3;14.89;1;30133-a-3
30135;a;3;10.11;2;30135-a-3
30135;a;4;9.15;1;30135-a-4
30135;m;3;10.35;3;30135-m-3
30135;m;4;9.81;1;30135-m-4
30136;a;3;10.44;1;30136-a-3
30136;m;4;6.7;1;30136-m-4
30138;a;5;9.89;1;30138-a-5
30138;m;3;12.0;3;30138-m-3
30140;a;3;6.99;1;30140-a-3
30140;m;4;6.11;1;30140-m-4
30141;a;2;16.07;1;30141-a-2
30141;a;3;8.33;1;30141-a-3
30141;m;3;8.66;2;30141-m-3
30141;m;4;6.98;3;30141-m-4
30141;m;5;10.0;1;30141-m-5
30144;a;7;5.91;1;30144-a-7
30144;m;3;14.06;1;30144-m-3
30144;m;5;8.17;1;30144-m-5
30145;m;3;10.55;1;30145-m-3
30145;m;4;7.21;1;30145-m-4
30146;m;3;7.8;1;30146-m-3
30146;m;8;5.69;1;30146-m-8
30147;a;2;8.33;3;30147-a-2
30147;a;3;8.0;1;30147-a-3
30147;a;4;6.65;1;30147-a-4
30147;m;3;10.07;1;30147-m-3
30147;m;4;8.13;1;30147-m-4
30149;a;2;10.91;1;30149-a-2
30150;m;4;6.555;2;30150-m-4
30152;a;3;9.43;1;30152-a-3
30152;m;4;7.234999999999999;2;30152-m-4
30155;a;2;13.94;2;30155-a-2
30155;a;4;9.36;2;30155-a-4
30155;m;3;10.175;4;30155-m-3
30155;m;4;9.58;3;30155-m-4
30156;a;1;14.26;3;30156-a-1
30156;a;2;8.52;1;30156-a-2
30156;a;3;10.39;5;30156-a-3
30156;m;3;9.65;1;30156-m-3
30156;m;4;10.6;7;30156-m-4
30156;m;5;11.2;2;30156-m-5
30160;a;2;7.1;1;30160-a-2
30165;a;4;6.2;1;30165-a-4
30165;m;4;8.899999999999999;2;30165-m-4
30165;m;5;7.58;1;30165-m-5
30166;a;2;9.76;1;30166-a-2
30166;a;3;8.58;1;30166-a-3
30166;m;4;9.47;1;30166-m-4
30166;m;5;9.04;5;30166-m-5
30166;m;6;5.79;2;30166-m-6
30167;a;1;7.8;1;30167-a-1
30167;a;3;7.02;4;30167-a-3
30167;a;4;7.13;2;30167-a-4
30167;m;3;7.01;2;30167-m-3
30167;m;5;6.695;2;30167-m-5
30169;a;1;19.5;1;30169-a-1
30169;a;2;12.36;7;30169-a-2
30169;a;3;10.649999999999999;2;30169-a-3
30169;a;4;10.38;1;30169-a-4
30169;a;5;7.67;1;30169-a-5
30169;m;2;12.56;1;30169-m-2
30169;m;3;10.12;3;30169-m-3
30169;m;4;8.18;1;30169-m-4
30169;m;5;10.77;2;30169-m-5
30170;m;3;10.95;1;30170-m-3
30171;a;1;11.375;2;30171-a-1
30171;a;3;7.75;4;30171-a-3
30171;a;4;4.42;1;30171-a-4
30171;m;3;11.18;3;30171-m-3
30173;m;3;7.57;1;30173-m-3
30174;a;1;8.65;1;30174-a-1
30174;a;2;7.6;1;30174-a-2
30174;a;3;8.66;1;30174-a-3
30174;m;4;9.7;4;30174-m-4
30174;m;5;8.76;1;30174-m-5
30176;a;2;8.54;1;30176-a-2
30176;a;3;9.48;1;30176-a-3
30177;m;4;7.48;2;30177-m-4
30178;a;2;12.52;2;30178-a-2
30178;m;12;3.97;1;30178-m-12
30179;a;1;12.43;1;30179-a-1
30179;m;3;10.45;3;30179-m-3
30180;a;2;7.0;1;30180-a-2
30180;m;4;8.93;1;30180-m-4
30181;m;4;8.27;2;30181-m-4
30182;a;2;7.43;1;30182-a-2
30182;a;5;6.31;1;30182-a-5
30183;a;3;9.95;1;30183-a-3
30184;a;1;10.0;1;30184-a-1
30184;a;4;7.03;3;30184-a-4
30185;m;4;11.74;1;30185-m-4
30186;m;4;9.79;3;30186-m-4
30188;a;2;13.93;2;30188-a-2
30188;a;3;6.3;1;30188-a-3
30188;a;6;6.5;1;30188-a-6
30188;m;3;9.86;1;30188-m-3
30189;a;1;15.605;350;30189-a-1
30189;a;2;12.31;673;30189-a-2
30189;a;3;10.75;378;30189-a-3
30189;a;4;9.329999999999998;112;30189-a-4
30189;a;5;9.19;15;30189-a-5
30189;a;6;6.5;2;30189-a-6
30189;l;1;11.9;1;30189-l-1
30189;l;2;3.75;1;30189-l-2
30189;m;1;21.775;2;30189-m-1
30189;m;2;11.809999999999999;12;30189-m-2
30189;m;3;11.094999999999999;24;30189-m-3
30189;m;4;10.135;44;30189-m-4
30189;m;5;9.13;15;30189-m-5
30189;m;6;9.465;4;30189-m-6
30189;m;7;8.93;4;30189-m-7
30189;m;10;10.23;1;30189-m-10
30191;a;1;13.2;1;30191-a-1
30191;m;5;8.42;1;30191-m-5
30192;m;2;10.55;1;30192-m-2
30192;m;3;11.41;1;30192-m-3
30200;m;3;8.155;2;30200-m-3
30200;m;4;7.59;1;30200-m-4
30201;m;5;5.93;1;30201-m-5
30202;a;1;9.52;1;30202-a-1
30202;a;2;10.0;14;30202-a-2
30202;a;3;9.32;19;30202-a-3
30202;a;4;7.83;16;30202-a-4
30202;a;5;6.36;3;30202-a-5
30202;a;6;4.8;1;30202-a-6
30202;m;3;5.71;1;30202-m-3
30202;m;4;8.559999999999999;4;30202-m-4
30203;a;3;5.67;1;30203-a-3
30204;m;4;7.53;1;30204-m-4
30206;a;2;12.13;3;30206-a-2
30206;a;3;11.13;2;30206-a-3
30206;m;2;13.39;1;30206-m-2
30206;m;4;9.85;1;30206-m-4
30206;m;5;8.87;1;30206-m-5
30209;a;2;16.75;1;30209-a-2
30209;a;3;8.51;3;30209-a-3
30209;a;4;8.885;2;30209-a-4
30209;m;4;10.42;7;30209-m-4
30209;m;5;8.83;1;30209-m-5
30210;a;1;13.59;2;30210-a-1
30210;a;2;15.0;1;30210-a-2
30210;a;3;12.22;2;30210-a-3
30210;a;5;7.98;1;30210-a-5
30211;a;1;12.5;1;30211-a-1
30211;a;3;8.204999999999998;2;30211-a-3
30211;a;4;7.54;1;30211-a-4
30211;m;3;8.14;1;30211-m-3
30211;m;4;8.5;6;30211-m-4
30211;m;5;11.82;1;30211-m-5
30212;a;1;13.33;3;30212-a-1
30212;a;2;10.42;2;30212-a-2
30212;a;3;9.754999999999999;2;30212-a-3
30212;a;4;8.77;1;30212-a-4
30212;m;4;9.195;2;30212-m-4
30214;a;2;8.42;2;30214-a-2
30214;a;4;7.05;3;30214-a-4
30214;m;4;8.41;1;30214-m-4
30214;m;5;9.09;1;30214-m-5
30215;m;4;5.84;1;30215-m-4
30216;a;1;12.86;1;30216-a-1
30216;a;2;6.1;2;30216-a-2
30217;a;1;13.915;6;30217-a-1
30217;a;2;13.24;4;30217-a-2
30217;a;3;10.24;5;30217-a-3
30217;m;3;10.975;4;30217-m-3
30217;m;4;10.125;8;30217-m-4
30217;m;5;9.735;2;30217-m-5
30217;m;6;9.75;1;30217-m-6
30221;a;1;10.69;3;30221-a-1
30221;a;2;10.47;13;30221-a-2
30221;a;3;9.38;5;30221-a-3
30221;a;4;7.365;2;30221-a-4
30221;m;2;10.47;1;30221-m-2
30221;m;3;10.19;1;30221-m-3
30221;m;4;7.78;1;30221-m-4
30223;m;6;8.3;1;30223-m-6
30225;a;2;12.38;1;30225-a-2
30227;a;1;10.0;5;30227-a-1
30227;a;2;7.95;9;30227-a-2
30227;a;3;6.575;12;30227-a-3
30227;a;4;5.9;6;30227-a-4
30227;m;4;9.175;2;30227-m-4
30227;m;5;7.485;6;30227-m-5
30228;a;3;7.83;1;30228-a-3
30229;a;2;6.98;3;30229-a-2
30229;a;3;7.32;2;30229-a-3
30232;m;5;7.4;1;30232-m-5
30233;m;4;10.405000000000001;2;30233-m-4
30235;a;2;10.13;2;30235-a-2
30235;a;4;12.11;1;30235-a-4
30237;a;2;6.69;1;30237-a-2
30237;a;4;8.1;1;30237-a-4
30239;a;4;6.2;1;30239-a-4
30241;m;4;9.41;5;30241-m-4
30243;a;2;10.48;9;30243-a-2
30243;a;3;8.175;4;30243-a-3
30243;a;4;6.74;2;30243-a-4
30243;a;5;5.2;2;30243-a-5
30243;m;1;13.4;1;30243-m-1
30243;m;4;9.68;2;30243-m-4
30243;m;5;8.89;3;30243-m-5
30244;m;4;8.68;1;30244-m-4
30245;a;2;11.56;3;30245-a-2
30245;a;3;12.4;1;30245-a-3
30245;m;3;12.04;1;30245-m-3
30247;m;3;8.33;1;30247-m-3
30247;m;5;4.55;1;30247-m-5
30251;a;2;13.41;2;30251-a-2
30254;a;2;9.23;1;30254-a-2
30254;a;3;7.04;1;30254-a-3
30254;m;3;10.77;1;30254-m-3
30255;a;1;13.51;1;30255-a-1
30255;a;3;7.46;1;30255-a-3
30255;m;5;8.84;1;30255-m-5
30256;m;3;8.51;1;30256-m-3
30257;a;1;13.67;1;30257-a-1
30257;a;2;12.4;2;30257-a-2
30257;a;3;7.39;1;30257-a-3
30257;m;3;8.94;1;30257-m-3
30258;a;1;10.695;2;30258-a-1
30258;a;2;10.24;15;30258-a-2
30258;a;3;9.63;16;30258-a-3
30258;m;4;9.14;1;30258-m-4
30258;m;5;10.62;1;30258-m-5
30259;a;2;9.809999999999999;6;30259-a-2
30259;a;3;8.33;1;30259-a-3
30259;m;3;7.445;4;30259-m-3
30259;m;4;7.9;5;30259-m-4
30259;m;6;7.3;1;30259-m-6
30260;m;3;9.6;1;30260-m-3
30260;m;4;10.17;3;30260-m-4
30262;a;1;25.56;1;30262-a-1
30263;a;1;12.72;1;30263-a-1
30263;a;2;8.88;4;30263-a-2
30263;a;3;6.82;3;30263-a-3
30263;m;5;8.33;1;30263-m-5
30269;a;1;10.81;3;30269-a-1
30269;a;2;13.89;1;30269-a-2
30269;a;3;5.21;3;30269-a-3
30269;a;4;5.21;1;30269-a-4
30270;m;3;8.24;1;30270-m-3
30273;a;3;9.260000000000002;2;30273-a-3
30274;a;3;7.42;3;30274-a-3
30274;m;4;8.49;3;30274-m-4
30274;m;5;7.67;1;30274-m-5
30274;m;6;7.94;1;30274-m-6
30276;m;1;18.15;1;30276-m-1
30276;m;2;9.15;3;30276-m-2
30278;a;2;13.015;2;30278-a-2
30278;a;3;10.03;1;30278-a-3
30278;m;3;9.72;1;30278-m-3
30278;m;4;9.26;1;30278-m-4
30279;m;5;8.46;1;30279-m-5
30280;a;1;23.33;1;30280-a-1
30280;a;2;9.0;1;30280-a-2
30280;a;3;7.22;1;30280-a-3
30281;m;2;7.97;1;30281-m-2
30281;m;4;8.35;1;30281-m-4
30281;m;7;5.42;2;30281-m-7
30282;m;4;7.29;1;30282-m-4
30284;a;1;12.5;1;30284-a-1
30284;a;2;9.91;2;30284-a-2
30284;a;3;8.2;7;30284-a-3
30284;a;4;8.7;3;30284-a-4
30284;m;4;7.065;2;30284-m-4
30285;a;1;14.85;1;30285-a-1
30285;m;4;7.135;2;30285-m-4
30286;m;4;7.8;1;30286-m-4
30287;m;4;10.0;1;30287-m-4
30288;a;2;10.295;2;30288-a-2
30288;a;3;9.8;1;30288-a-3
30288;a;4;9.645;2;30288-a-4
30290;a;1;11.2;1;30290-a-1
30290;a;3;8.83;1;30290-a-3
30290;m;4;10.27;1;30290-m-4
30290;m;5;7.27;1;30290-m-5
30292;a;3;9.02;1;30292-a-3
30294;a;1;12.0;1;30294-a-1
30294;a;2;10.32;2;30294-a-2
30294;a;3;8.97;1;30294-a-3
30294;m;3;8.5;1;30294-m-3
30294;m;4;8.58;9;30294-m-4
30294;m;5;7.15;1;30294-m-5
30295;a;2;18.82;1;30295-a-2
30295;m;4;9.03;1;30295-m-4
30298;m;4;8.0;1;30298-m-4
30301;m;4;8.7;1;30301-m-4
30302;m;3;10.82;1;30302-m-3
30302;m;4;8.75;2;30302-m-4
30305;a;1;10.71;1;30305-a-1
30305;a;2;10.0;5;30305-a-2
30305;a;3;7.62;3;30305-a-3
30305;a;4;4.68;1;30305-a-4
30305;m;3;8.89;2;30305-m-3
30305;m;4;6.98;1;30305-m-4
30306;a;2;10.059999999999999;2;30306-a-2
30307;m;4;5.91;2;30307-m-4
30311;a;1;10.97;1;30311-a-1
30311;a;2;10.32;2;30311-a-2
30311;a;3;9.07;3;30311-a-3
30311;m;2;11.86;1;30311-m-2
30311;m;4;6.85;2;30311-m-4
30312;a;3;9.86;1;30312-a-3
30312;m;6;10.65;1;30312-m-6
30313;m;3;7.32;1;30313-m-3
30313;m;4;6.41;1;30313-m-4
30315;a;2;11.75;2;30315-a-2
30315;a;3;10.735;2;30315-a-3
30315;m;2;11.3;1;30315-m-2
30315;m;3;11.22;1;30315-m-3
30316;m;4;8.06;1;30316-m-4
30317;a;2;11.33;1;30317-a-2
30317;a;3;9.85;1;30317-a-3
30317;m;2;9.67;1;30317-m-2
30317;m;6;7.785;2;30317-m-6
30318;m;4;5.25;1;30318-m-4
30319;m;5;8.15;1;30319-m-5
30321;a;2;11.465;14;30321-a-2
30321;a;3;9.48;13;30321-a-3
30321;a;4;7.345000000000001;8;30321-a-4
30321;a;5;10.71;1;30321-a-5
30321;m;3;10.844999999999999;6;30321-m-3
30321;m;4;9.17;5;30321-m-4
30323;m;4;7.18;1;30323-m-4
30324;m;4;8.15;1;30324-m-4
30325;a;2;7.390000000000001;2;30325-a-2
30325;a;3;8.485;2;30325-a-3
30326;a;2;13.649999999999999;6;30326-a-2
30326;a;3;9.04;3;30326-a-3
30326;m;2;7.62;1;30326-m-2
30326;m;3;6.52;1;30326-m-3
30326;m;4;10.56;3;30326-m-4
30328;m;2;10.97;1;30328-m-2
30328;m;4;7.14;5;30328-m-4
30328;m;5;8.12;1;30328-m-5
30331;a;1;7.56;1;30331-a-1
30331;a;3;11.88;1;30331-a-3
30331;m;3;12.59;2;30331-m-3
30331;m;4;8.42;1;30331-m-4
30331;m;7;6.82;1;30331-m-7
30333;a;2;12.45;2;30333-a-2
30333;a;3;11.42;1;30333-a-3
30333;a;4;8.885;2;30333-a-4
30333;m;3;11.33;1;30333-m-3
30333;m;4;8.99;1;30333-m-4
30334;a;1;11.985;4;30334-a-1
30334;a;2;12.39;20;30334-a-2
30334;a;3;10.715;16;30334-a-3
30334;a;4;9.35;3;30334-a-4
30334;a;5;7.72;1;30334-a-5
30334;m;2;11.4;1;30334-m-2
30334;m;4;8.89;4;30334-m-4
30334;m;5;9.24;1;30334-m-5
30334;m;7;11.19;1;30334-m-7
30336;a;2;10.83;1;30336-a-2
30336;m;4;9.21;1;30336-m-4
30337;a;3;10.54;1;30337-a-3
30339;a;2;7.2;3;30339-a-2
30339;a;3;6.0;14;30339-a-3
30339;m;3;4.28;2;30339-m-3
30341;a;2;11.6;12;30341-a-2
30341;a;3;9.71;9;30341-a-3
30341;a;4;8.175;4;30341-a-4
30341;m;3;11.46;5;30341-m-3
30341;m;4;8.17;5;30341-m-4
30342;m;5;10.14;1;30342-m-5
30344;a;1;15.23;2;30344-a-1
30344;a;2;13.91;2;30344-a-2
30344;a;3;9.42;5;30344-a-3
30344;a;4;9.79;5;30344-a-4
30344;m;3;11.85;1;30344-m-3
30344;m;4;9.4;1;30344-m-4
30344;m;5;11.86;1;30344-m-5
30346;a;2;11.63;1;30346-a-2
30346;m;4;11.71;1;30346-m-4
30347;m;4;10.27;1;30347-m-4
30348;a;3;7.04;2;30348-a-3
30348;a;4;7.17;2;30348-a-4
30348;m;5;8.52;2;30348-m-5
30349;a;2;9.79;1;30349-a-2
30350;a;1;9.21;1;30350-a-1
30350;a;2;7.275;10;30350-a-2
30350;a;3;6.82;1;30350-a-3
30350;a;4;8.465;4;30350-a-4
30350;m;2;8.64;1;30350-m-2
30351;a;1;13.68;5;30351-a-1
30351;a;2;13.89;17;30351-a-2
30351;a;3;11.64;21;30351-a-3
30351;a;4;9.79;3;30351-a-4
